,NrArticolo,budgetConsuntivo,NrOrdineProduzione,Descrizione,NrAreaProduzione,Risorsa,TempoRisorsa,QuantitydiOutput
3230,ART0001739,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.0,3.0
3231,ART0001868,CONSUNTIVO,ODP18-03096,Tornitura,A20,RIS1,10.0,55.0
3232,ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS11,9.5,0.0
3233,ART0001777,CONSUNTIVO,ODP18-02983,Controllo qualità,CQ,RIS16,0.0,3.0
3234,ART0000690,CONSUNTIVO,ODP18-03627,Tornitura,A20,RIS14,1.5,3.0
3235,ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS9,2.5,0.0
3236,ART0001252,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS5,1.25,0.0
3237,ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS1,4.0,0.0
3238,ART0001252,CONSUNTIVO,ODP18-03143,Fresatura,A30,RIS5,1.25,1.0
3239,ART0001779,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS5,0.5,0.0
3240,ART0001829,CONSUNTIVO,ODP18-03138,Fresatura,A30,RIS5,0.67,0.0
3241,ART0000227,CONSUNTIVO,ODP18-03741,Fresatura,A30,RIS11,4.5,0.0
3242,ART0000690,CONSUNTIVO,ODP18-03627,Controllo qualità,CQ,RIS16,0.0,3.0
3243,ART0000849,CONSUNTIVO,ODP18-02983,Controllo qualità,CQ,RIS16,0.0,2.0
3244,ART0000849,CONSUNTIVO,ODP18-02983,Montaggio,A40,RIS13,0.5,2.0
3245,ART0001264,CONSUNTIVO,ODP18-03239,Tornitura,A20,RIS2,0.08,1.0
3246,ART0001779,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS9,1.0,0.0
3247,ART0000812,CONSUNTIVO,ODP18-04368,Montaggio,A40,RIS13,0.33,1.0
3248,ART0000812,CONSUNTIVO,ODP18-04368,Controllo qualità,CQ,RIS16,0.0,1.0
3249,ART0000782,CONSUNTIVO,ODP18-04369,Montaggio,A40,RIS13,0.25,1.0
3250,ART0000782,CONSUNTIVO,ODP18-04369,Controllo qualità,CQ,RIS16,0.0,1.0
3251,ART0002938,CONSUNTIVO,ODP18-04008,Tornitura,A20,RIS2,1.5,1.0
3252,ART0001829,CONSUNTIVO,ODP18-03138,Fresatura,A30,RIS5,2.5,2.0
3253,ART0001779,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS5,1.5,0.0
3254,ART0001779,CONSUNTIVO,ODP18-03196,Fresatura,A30,RIS5,2.0,11.0
3255,ART0002978,CONSUNTIVO,ODP18-03259,Fresatura,A30,RIS5,1.25,1.0
3256,ART0001951,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS2,4.5,2.0
3257,ART0001566,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.0,15.0
3258,ART0001610,CONSUNTIVO,ODP18-04052,Controllo qualità,CQ,RIS16,0.0,4.0
3259,ART0002586,CONSUNTIVO,ODP18-03259,Fresatura,A30,RIS5,1.5,3.0
3260,ART0002793,CONSUNTIVO,ODP18-02962,Controllo qualità,CQ,RIS16,0.0,41.0
3261,ART0001733,CONSUNTIVO,ODP18-03139,Tornitura,A20,RIS14,2.5,15.0
3262,ART0002919,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.0,2.0
3263,ART0002366,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS9,0.75,0.0
3264,ART0002360,CONSUNTIVO,ODP18-03499,Tornitura,A20,RIS2,1.75,2.0
3265,ART0001252,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.0,1.0
3266,ART0004410,CONSUNTIVO,ODP18-03627,Tornitura,A20,RIS14,2.5,3.0
3267,ART0001264,CONSUNTIVO,ODP18-03239,Controllo qualità,CQ,RIS16,0.0,1.0
3268,ART0005136,CONSUNTIVO,ODP18-04216,Fresatura,A30,RIS9,0.75,2.0
3269,ART0001951,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS2,2.0,0.0
3270,ART0004410,CONSUNTIVO,ODP18-03627,Fresatura,A30,RIS11,1.5,4.0
3271,ART0001653,CONSUNTIVO,ODP18-03143,Tornitura,A20,RIS14,0.75,6.0
3272,ART0001653,CONSUNTIVO,ODP18-03143,Controllo qualità,CQ,RIS16,0.0,6.0
3273,ART0001951,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS2,0.75,0.0
3274,ART0002141,CONSUNTIVO,ODP18-03350,Controllo qualità,CQ,RIS16,0.0,1.0
3275,ART0001590,CONSUNTIVO,ODP18-03146,Controllo qualità,CQ,RIS16,0.0,9.0
3276,ART0000227,CONSUNTIVO,ODP18-03741,Controllo qualità,CQ,RIS16,0.0,40.0
3277,ART0000226,CONSUNTIVO,ODP18-02445,Controllo qualità,CQ,RIS16,0.0,8.0
3278,ART0000129,CONSUNTIVO,ODP18-02172,Controllo qualità,CQ,RIS16,0.0,6.0
3279,ART0001939,CONSUNTIVO,ODP18-03138,Controllo qualità,CQ,RIS16,0.0,2.0
3280,ART0001733,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS11,2.33,0.0
3281,ART0001868,CONSUNTIVO,ODP18-03096,Controllo qualità,CQ,RIS16,0.0,55.0
3282,ART0002366,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS5,2.0,8.0
3283,ART0002586,CONSUNTIVO,ODP18-03259,Controllo qualità,CQ,RIS16,0.0,3.0
3284,ART0001733,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS11,4.5,15.0
3285,ART0001951,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS1,6.0,2.0
3286,ART0001733,CONSUNTIVO,ODP18-03139,Fresatura,A30,RIS11,0.08,15.0
3287,ART0001951,CONSUNTIVO,ODP18-03665,Saldatura,A11,RIS13,0.5,2.0
3288,ART0001951,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS1,0.5,2.0
3289,ART0001733,CONSUNTIVO,ODP18-03139,Saldatura,A11,RIS13,3.0,15.0
3290,ART0002978,CONSUNTIVO,ODP18-03259,Controllo qualità,CQ,RIS16,0.0,1.0
3291,ART0004946,CONSUNTIVO,ODP18-02062,Fresatura,A30,RIS9,2.25,0.0
3292,ART0000790,CONSUNTIVO,ODP18-03138,Montaggio,A40,RIS13,0.33,1.0
3293,ART0000790,CONSUNTIVO,ODP18-03138,Controllo qualità,CQ,RIS16,0.0,1.0
3294,ART0004946,CONSUNTIVO,ODP18-02062,Fresatura,A30,RIS9,3.5,14.0
3295,ART0001829,CONSUNTIVO,ODP18-03138,Controllo qualità,CQ,RIS16,0.0,2.0
3296,ART0004675,CONSUNTIVO,ODP18-02518,Controllo qualità,CQ,RIS16,0.0,12.0
3297,ART0001779,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.0,11.0
3298,ART0004410,CONSUNTIVO,ODP18-03627,Controllo qualità,CQ,RIS16,0.0,4.0
3299,ART0005136,CONSUNTIVO,ODP18-04216,Controllo qualità,CQ,RIS16,0.0,2.0
3300,ART0005136,CONSUNTIVO,ODP18-04823,Tornitura,A20,RIS13,0.75,2.0
3301,ART0005136,CONSUNTIVO,ODP18-04823,Brocciatura / stozzatrice,A33,RIS13,0.25,2.0
3302,ART0005136,CONSUNTIVO,ODP18-04823,Controllo qualità,CQ,RIS16,0.0,2.0
3303,ART0002360,CONSUNTIVO,ODP18-03499,Tornitura,A20,RIS2,2.25,0.0
3304,ART0001587,CONSUNTIVO,ODP18-04782,Tornitura,A20,RIS13,0.5,6.0
3305,ART0001733,CONSUNTIVO,ODP18-03139,Tornitura,A20,RIS2,2.0,0.0
3306,ART0001891,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.0,8.0
3307,ART0001898,CONSUNTIVO,ODP18-03608,Controllo qualità,CQ,RIS16,0.0,10.0
3308,ART0001733,CONSUNTIVO,ODP18-03139,Tornitura,A20,RIS2,1.25,0.0
3309,ART0000850,CONSUNTIVO,ODP18-03196,Montaggio,A40,RIS13,0.67,5.0
3310,ART0000850,CONSUNTIVO,ODP18-03196,Controllo qualità,CQ,RIS16,0.0,5.0
3311,ART0000783,CONSUNTIVO,ODP18-03608,Montaggio,A40,RIS13,0.33,2.0
3312,ART0000783,CONSUNTIVO,ODP18-03608,Controllo qualità,CQ,RIS16,0.0,2.0
3313,ART0000748,CONSUNTIVO,ODP18-03096,Montaggio,A40,RIS13,4.5,40.0
3314,ART0000748,CONSUNTIVO,ODP18-03096,Controllo qualità,CQ,RIS16,0.0,40.0
3315,ART0002224,CONSUNTIVO,ODP18-03824,Tornitura,A20,RIS14,2.5,4.0
3316,ART0002598,CONSUNTIVO,ODP18-04294,Tornitura,A20,RIS14,2.5,3.0
3317,ART0002070,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS14,1.5,2.0
3318,ART0001926,CONSUNTIVO,ODP18-03858,Tornitura,A20,RIS2,6.5,3.0
3319,ART0002451,CONSUNTIVO,ODP18-04052,Tornitura,A20,RIS2,0.25,0.0
3320,ART0002451,CONSUNTIVO,ODP18-04052,Tornitura,A20,RIS2,3.0,0.0
3321,ART0002224,CONSUNTIVO,ODP18-03824,Fresatura,A30,RIS9,2.0,4.0
3322,ART0002598,CONSUNTIVO,ODP18-04294,Fresatura,A30,RIS9,0.5,0.0
3323,ART0001908,CONSUNTIVO,ODP18-04054,Tornitura,A20,RIS1,2.0,0.0
3324,ART0001908,CONSUNTIVO,ODP18-04054,Tornitura,A20,RIS1,4.0,0.0
3325,ART0001908,CONSUNTIVO,ODP18-04054,Tornitura,A20,RIS1,3.0,0.0
3326,ART0002451,CONSUNTIVO,ODP18-04052,Tornitura,A20,RIS2,1.5,4.0
3327,ART0001252,CONSUNTIVO,ODP18-03672,Tornitura,A20,RIS14,3.0,3.0
3328,ART0001252,CONSUNTIVO,ODP18-03672,Tornitura,A20,RIS14,0.5,0.0
3329,ART0001908,CONSUNTIVO,ODP18-04054,Tornitura,A20,RIS1,2.5,35.0
3330,ART0001908,CONSUNTIVO,ODP18-04054,Fresatura,A30,RIS1,0.0001,0.0
3331,ART0002598,CONSUNTIVO,ODP18-04294,Fresatura,A30,RIS9,2.0,3.0
3332,ART0003132,CONSUNTIVO,ODP18-04212,Fresatura,A30,RIS9,2.0,10.0
3333,ART0005136,CONSUNTIVO,ODP18-04909,Tornitura,A20,RIS2,3.5,14.0
3334,ART0005136,CONSUNTIVO,ODP18-04909,Tornitura,A20,RIS2,0.75,0.0
3335,ART0001252,CONSUNTIVO,ODP18-03672,Fresatura,A30,RIS9,1.5,3.0
3336,ART0002015,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS2,1.25,2.0
3337,ART0002360,CONSUNTIVO,ODP18-03499,Fresatura,A30,RIS5,2.33,0.0
3338,ART0002360,CONSUNTIVO,ODP18-03499,Fresatura,A30,RIS5,1.25,2.0
3339,ART0003132,CONSUNTIVO,ODP18-04212,Controllo qualità,CQ,RIS16,0.0,10.0
3340,ART0002938,CONSUNTIVO,ODP18-04008,Fresatura,A30,RIS9,0.5,1.0
3341,ART0002451,CONSUNTIVO,ODP18-04052,Fresatura,A30,RIS5,2.5,4.0
3342,ART0001926,CONSUNTIVO,ODP18-03858,Fresatura,A30,RIS1,7.0,0.0
3343,ART0001733,CONSUNTIVO,ODP18-03139,Controllo qualità,CQ,RIS16,0.0,15.0
3344,ART0002366,CONSUNTIVO,ODP18-03139,Controllo qualità,CQ,RIS16,0.0,8.0
3345,ART0001263,CONSUNTIVO,ODP18-04294,Tornitura,A20,RIS13,0.25,4.0
3346,ART0001263,CONSUNTIVO,ODP18-04294,Controllo qualità,CQ,RIS16,0.0,4.0
3347,ART0001261,CONSUNTIVO,ODP18-04294,Tornitura,A20,RIS13,0.67,4.0
3348,ART0001261,CONSUNTIVO,ODP18-04294,Controllo qualità,CQ,RIS16,0.0,4.0
3349,ART0004946,CONSUNTIVO,ODP18-02062,Controllo qualità,CQ,RIS16,0.0,14.0
3350,ART0002949,CONSUNTIVO,ODP18-04008,Tornitura,A20,RIS2,2.0,1.0
3351,ART0001587,CONSUNTIVO,ODP18-04782,Controllo qualità,CQ,RIS16,0.0,6.0
3352,ART0001926,CONSUNTIVO,ODP18-03858,Fresatura,A30,RIS1,4.0,3.0
3353,ART0005030,CONSUNTIVO,ODP18-02771,Controllo qualità,CQ,RIS16,0.0,1.0
3354,ART0000128,CONSUNTIVO,ODP18-03529,Controllo qualità,CQ,RIS16,0.0,10.0
3355,ART0001908,CONSUNTIVO,ODP18-04054,Controllo qualità,CQ,RIS16,0.0,35.0
3356,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,2.5,0.0
3357,ART0002706,CONSUNTIVO,ODP18-04316,Tornitura,A20,RIS14,2.5,2.0
3358,ART0002707,CONSUNTIVO,ODP18-04316,Tornitura,A20,RIS14,3.0,2.0
3359,ART0000324,CONSUNTIVO,ODP18-03841,Controllo qualità,CQ,RIS16,0.0,8.0
3360,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,4.0,0.0
3361,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,2.0,0.0
3362,ART0000851,CONSUNTIVO,ODP18-04054,Montaggio,A40,RIS13,1.0,15.0
3363,ART0000851,CONSUNTIVO,ODP18-04054,Controllo qualità,CQ,RIS16,0.0,15.0
3364,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS9,1.5,0.0
3365,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,4.5,0.0
3366,ART0002706,CONSUNTIVO,ODP18-04316,Fresatura,A30,RIS5,2.0,2.0
3367,ART0002706,CONSUNTIVO,ODP18-04316,Fresatura,A30,RIS5,1.0,0.0
3368,ART0002707,CONSUNTIVO,ODP18-04316,Fresatura,A30,RIS5,2.5,2.0
3369,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,3.5,62.0
3370,ART0000325,CONSUNTIVO,ODP18-03841,Fresatura,A30,RIS9,1.5,0.0
3371,ART0003105,CONSUNTIVO,ODP18-04219,Fresatura,A30,RIS9,1.0,2.0
3372,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS9,0.75,0.0
3373,ART0004152,CONSUNTIVO,ODP17-09586,Tornitura,A20,RIS11,4.0,0.0
3374,ART0003105,CONSUNTIVO,ODP18-04219,Fresatura,A30,RIS9,1.0,0.0
3375,ART0000325,CONSUNTIVO,ODP18-03841,Controllo qualità,CQ,RIS16,0.0,8.0
3376,ART0001164,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,1.75,3.0
3377,ART0001895,CONSUNTIVO,ODP18-05027,Tornitura,A20,RIS1,4.0,7.0
3378,ART0001895,CONSUNTIVO,ODP18-05027,Fresatura,A30,RIS1,0.0001,7.0
3379,ART0001252,CONSUNTIVO,ODP18-03672,Controllo qualità,CQ,RIS16,0.0,3.0
3380,ART0002451,CONSUNTIVO,ODP18-04052,Controllo qualità,CQ,RIS16,0.0,4.0
3381,ART0001164,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,1.5,0.0
3382,ART0002224,CONSUNTIVO,ODP18-03824,Controllo qualità,CQ,RIS16,0.0,4.0
3383,ART0002360,CONSUNTIVO,ODP18-03499,Brocciatura / stozzatrice,A33,RIS13,1.0,2.0
3384,ART0002360,CONSUNTIVO,ODP18-03499,Controllo qualità,CQ,RIS16,0.0,2.0
3385,ART0002938,CONSUNTIVO,ODP18-04008,Controllo qualità,CQ,RIS16,0.0,1.0
3386,ART0003275,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS13,3.28,8.0
3387,ART0004152,CONSUNTIVO,ODP17-09586,Tornitura,A20,RIS11,2.5,65.0
3388,ART0002015,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS11,2.5,2.0
3389,ART0001628,CONSUNTIVO,ODP18-04833,Tornitura,A20,RIS13,0.67,6.0
3390,ART0001628,CONSUNTIVO,ODP18-04833,Controllo qualità,CQ,RIS16,0.0,6.0
3391,ART0002949,CONSUNTIVO,ODP18-04008,Fresatura,A30,RIS5,5.0,1.0
3392,ART0005029,CONSUNTIVO,ODP18-04394,Tornitura,A20,RIS2,1.25,1.0
3393,ART0001164,CONSUNTIVO,ODP18-04233,Fresatura,A30,RIS11,2.5,0.0
3394,ART0001164,CONSUNTIVO,ODP18-04233,Fresatura,A30,RIS9,0.5,3.0
3395,ART0004737,CONSUNTIVO,ODP18-02590,Controllo qualità,CQ,RIS16,0.0,10.0
3396,ART0005136,CONSUNTIVO,ODP18-05076,Preparazione materiale,A10,RIS12,0.25,1.0
3397,ART0005136,CONSUNTIVO,ODP18-05076,Controllo qualità,CQ,RIS16,0.0,1.0
3398,ART0002070,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS5,0.5,0.0
3399,ART0002070,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS5,3.0,2.0
3400,ART0001817,CONSUNTIVO,ODP18-03858,Fresatura,A30,RIS9,0.25,0.0
3401,ART0001884,CONSUNTIVO,ODP18-05096,Tornitura,A20,RIS1,4.0,0.0
3402,ART0001884,CONSUNTIVO,ODP18-05096,Tornitura,A20,RIS1,1.5,6.0
3403,ART0001884,CONSUNTIVO,ODP18-05096,Fresatura,A30,RIS1,0.0001,6.0
3404,ART0005029,CONSUNTIVO,ODP18-04394,Tornitura,A20,RIS2,1.5,0.0
3405,ART0002886,CONSUNTIVO,ODP18-04294,Tornitura,A20,RIS14,1.5,3.0
3406,ART0001817,CONSUNTIVO,ODP18-03858,Fresatura,A30,RIS9,3.5,4.0
3407,ART0001841,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS9,2.0,2.0
3408,ART0001520,CONSUNTIVO,ODP18-03943,Tornitura,A20,RIS14,1.5,7.0
3409,ART0001520,CONSUNTIVO,ODP18-03943,Controllo qualità,CQ,RIS16,0.0,7.0
3410,ART0002886,CONSUNTIVO,ODP18-04294,Fresatura,A30,RIS9,2.25,3.0
3411,ART0004385,CONSUNTIVO,ODP18-04521,Tornitura,A20,RIS2,0.5,51.0
3412,ART0004385,CONSUNTIVO,ODP18-04521,Tornitura,A20,RIS11,2.169,51.0
3413,ART0002886,CONSUNTIVO,ODP18-04294,Controllo qualità,CQ,RIS16,0.0,3.0
3414,ART0004385,CONSUNTIVO,ODP18-04521,Controllo qualità,CQ,RIS16,0.0,51.0
3415,ART0001214,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS2,1.5,1.0
3416,ART0001149,CONSUNTIVO,ODP18-04317,Tornitura,A20,RIS14,3.0,13.0
3417,ART0004889,CONSUNTIVO,ODP18-04217,Tornitura,A20,RIS14,5.0,0.0
3418,ART0004889,CONSUNTIVO,ODP18-04217,Tornitura,A20,RIS14,3.0,65.0
3419,ART0001164,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,1.5,0.0
3420,ART0001214,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS2,1.5,0.0
3421,ART0003105,CONSUNTIVO,ODP18-04219,Controllo qualità,CQ,RIS16,0.0,2.0
3422,ART0000779,CONSUNTIVO,ODP18-05098,Controllo qualità,CQ,RIS16,0.0,2.0
3423,ART0000752,CONSUNTIVO,ODP18-05097,Controllo qualità,CQ,RIS16,0.0,2.0
3424,ART0005029,CONSUNTIVO,ODP18-04394,Tornitura,A20,RIS2,1.5,0.0
3425,ART0002707,CONSUNTIVO,ODP18-04316,Controllo qualità,CQ,RIS16,0.0,2.0
3426,ART0002706,CONSUNTIVO,ODP18-04316,Controllo qualità,CQ,RIS16,0.0,2.0
3427,ART0001670,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS13,0.5,4.0
3428,ART0001670,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.0,4.0
3429,ART0001669,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS13,0.67,4.0
3430,ART0001669,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.0,4.0
3431,ART0003275,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.0,8.0
3432,ART0002238,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS14,1.5,4.0
3433,ART0002132,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS14,1.25,3.0
3434,ART0002144,CONSUNTIVO,ODP18-04218,Tornitura,A20,RIS14,1.25,3.0
3435,ART0001951,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.0,2.0
3436,ART0001841,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS14,2.0,0.0
3437,ART0001841,CONSUNTIVO,ODP18-03665,Tornitura,A20,RIS14,2.5,2.0
3438,ART0001731,CONSUNTIVO,ODP18-04233,Tornitura,A20,RIS2,0.75,8.0
3439,ART0002070,CONSUNTIVO,ODP18-03665,Fresatura,A30,RIS5,2.0,0.0
3440,ART0002836,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,4.5,0.0
3441,ART0000644,CONSUNTIVO,ODP18-04521,Fresatura,A30,RIS9,4.0,0.0
3442,ART0002144,CONSUNTIVO,ODP18-04218,Fresatura,A30,RIS9,1.0,3.0
3443,ART0002836,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,2.5,21.0
3444,ART0002132,CONSUNTIVO,ODP18-04218,Fresatura,A30,RIS9,1.0,3.0
3445,ART0000644,CONSUNTIVO,ODP18-04521,Fresatura,A30,RIS9,1.5,0.0
3446,ART0002274,CONSUNTIVO,ODP18-04833,Tornitura,A20,RIS14,3.0,2.0
3447,ART0002238,CONSUNTIVO,ODP18-04218,Fresatura,A30,RIS9,2.0,4.0
3448,ART0001214,CONSUNTIVO,ODP18-04218,Fresatura,A30,RIS9,0.75,1.0
3449,ART0000644,CONSUNTIVO,ODP18-04521,Fresatura,A30,RIS11,8.0,30.0
3450,ART0003197,CONSUNTIVO,ODP18-04833,Fresatura,A30,RIS9,0.5,4.0
3451,ART0002274,CONSUNTIVO,ODP18-04833,Fresatura,A30,RIS9,1.0,0.0
3452,ART0002274,CONSUNTIVO,ODP18-04833,Fresatura,A30,RIS9,0.25,2.0
3453,ART0005028,CONSUNTIVO,ODP18-04817,Tornitura,A20,RIS14,3.0,3.0
3454,ART0005028,CONSUNTIVO,ODP18-04817,Tornitura,A20,RIS14,2.0,0.0
3455,ART0002012,CONSUNTIVO,ODP18-04833,Tornitura,A20,RIS14,3.0,3.0
3456,ART0005028,CONSUNTIVO,ODP18-04817,Fresatura,A30,RIS5,5.5,3.0
3457,ART0001615,CONSUNTIVO,ODP18-05124,Tornitura,A20,RIS13,1.5,8.0
3458,ART0001615,CONSUNTIVO,ODP18-05124,Controllo qualità,CQ,RIS16,0.0,8.0
3459,ART0002274,CONSUNTIVO,ODP18-04833,Controllo qualità,CQ,RIS16,0.0,2.0
3460,ART0003197,CONSUNTIVO,ODP18-04833,Controllo qualità,CQ,RIS16,0.0,4.0
3461,ART0002836,CONSUNTIVO,ODP18-04819,Controllo qualità,CQ,RIS16,0.0,21.0
3462,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS9,0.75,0.0
3463,ART0002012,CONSUNTIVO,ODP18-04833,Fresatura,A30,RIS9,1.25,3.0
3464,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,3.5,0.0
3465,ART0002012,CONSUNTIVO,ODP18-04833,Controllo qualità,CQ,RIS16,0.0,3.0
3466,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS9,0.75,0.0
3467,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS11,0.33,62.0
3468,ART0004889,CONSUNTIVO,ODP18-04217,Controllo qualità,CQ,RIS16,0.0,62.0
3469,ART0001149,CONSUNTIVO,ODP18-04317,Controllo qualità,CQ,RIS16,0.0,13.0
3470,ART0000116,CONSUNTIVO,ODP18-03472,Fresatura,A30,RIS5,4.5,3.0
3471,ART0005028,CONSUNTIVO,ODP18-04817,Controllo qualità,CQ,RIS16,0.0,3.0
3472,ART0004689,CONSUNTIVO,ODP18-02563,Fresatura,A30,RIS9,2.75,12.0
3473,ART0001265,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,4.5,1.0
3474,ART0001265,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,2.25,0.0
3475,ART0003609,CONSUNTIVO,ODP18-03283,Tornitura,A20,RIS14,3.0,8.0
3476,ART0004889,CONSUNTIVO,ODP18-04217,Fresatura,A30,RIS13,4.0,0.0
3477,ART0001266,CONSUNTIVO,ODP18-04819,Tornitura,A20,RIS2,2.0,1.0
3478,ART0002070,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.0,2.0
3479,ART0004152,CONSUNTIVO,ODP17-09586,Controllo qualità,CQ,RIS16,0.0,28.0
3480,ART0003609,CONSUNTIVO,ODP18-03283,Controllo qualità,CQ,RIS16,0.0,8.0
3481,ART0002133,CONSUNTIVO,ODP18-05124,Tornitura,A20,RIS2,1.75,2.0
3482,ART0002132,CONSUNTIVO,ODP18-04218,Controllo qualità,CQ,RIS16,0.0,3.0
3483,ART0002144,CONSUNTIVO,ODP18-04218,Controllo qualità,CQ,RIS16,0.0,3.0
3484,ART0000748,CONSUNTIVO,ODP18-05151,Montaggio,A40,RIS13,3.0,20.0
3485,ART0000748,CONSUNTIVO,ODP18-05151,Controllo qualità,CQ,RIS16,0.0,20.0
3486,ART0002238,CONSUNTIVO,ODP18-04218,Controllo qualità,CQ,RIS16,0.0,4.0
3487,ART0001214,CONSUNTIVO,ODP18-04218,Saldatura,A11,RIS13,1.0,1.0
3488,ART0001214,CONSUNTIVO,ODP18-04218,Controllo qualità,CQ,RIS16,0.0,1.0
3489,ART0001164,CONSUNTIVO,ODP18-04233,Controllo qualità,CQ,RIS16,0.0,3.0
3490,ART0001817,CONSUNTIVO,ODP18-03858,Controllo qualità,CQ,RIS16,0.0,4.0
3491,ART0001841,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.0,2.0
3492,ART0002015,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.0,2.0
3493,ART0005136,CONSUNTIVO,ODP18-05216,Fresatura,A30,RIS9,1.0,0.0
3494,ART0001926,CONSUNTIVO,ODP18-03858,Saldatura,A11,RIS13,1.0,3.0
3495,ART0001926,CONSUNTIVO,ODP18-03858,Controllo qualità,CQ,RIS16,0.0,3.0
3496,ART0001895,CONSUNTIVO,ODP18-05027,Controllo qualità,CQ,RIS16,0.0,7.0
3497,ART0005136,CONSUNTIVO,ODP18-05216,Fresatura,A30,RIS9,0.25,20.0
3498,ART0000845,CONSUNTIVO,ODP18-03665,Montaggio,A40,RIS13,1.0,1.0
3499,ART0000845,CONSUNTIVO,ODP18-03665,Controllo qualità,CQ,RIS16,0.0,1.0
3500,ART0005136,CONSUNTIVO,ODP18-05216,Controllo qualità,CQ,RIS16,0.0,20.0
3501,ART0000782,CONSUNTIVO,ODP18-05027,Montaggio,A40,RIS13,0.33,1.0
3502,ART0000782,CONSUNTIVO,ODP18-05027,Controllo qualità,CQ,RIS16,0.0,1.0
3503,ART0002793,CONSUNTIVO,ODP18-05109,Fresatura,A30,RIS5,3.67,20.0
3504,ART0002019,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.75,1.0
3505,ART0002018,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.83,1.0
3506,ART0001265,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,0.0,0.0
3507,ART0001265,CONSUNTIVO,ODP18-04819,Fresatura,A30,RIS5,3.0,0.0
