,NrArticolo,NrOrdineProduzione,NrMovimentoMP,CodiceMP,QuantityMPImpiegata,ImportoCostoTotaleMP,QuantitydiOutput
1481,ART0001017,ODP16-15843,21909,ART0001767,1.0,65.97,1.0
1482,ART0001017,ODP16-15843,21910,ART0001879,1.0,149.12,1.0
1483,ART0001017,ODP16-15843,21911,ART0001395,1.0,0.0,1.0
1484,ART0001017,ODP16-15843,21912,ART0003832,3.0,8.25,1.0
1485,ART0001017,ODP16-15843,21913,ART0005163,1.0,0.53,1.0
1486,ART0001017,ODP16-16663,21916,ART0001767,1.0,65.97,1.0
1487,ART0001017,ODP16-16663,21917,ART0001879,1.0,149.12,1.0
1488,ART0001017,ODP16-16663,21918,ART0001395,1.0,7.5,1.0
1489,ART0001017,ODP16-16663,21919,ART0003832,3.0,8.25,1.0
1490,ART0001017,ODP16-16663,21920,ART0005163,1.0,0.53,1.0
1491,ART0001018,ODP17-13015,34816,ART0001766,1.0,212.41,1.0
1492,ART0001018,ODP17-13015,34817,ART0001878,1.0,191.0,1.0
1493,ART0001018,ODP17-13015,34818,ART0003832,3.0,8.61,1.0
1494,ART0001095,ODP17-04046,26937,ART0005213,15.0,1.23,1.0
1495,ART0001095,ODP17-04046,26938,ART0005417,30.0,0.39,1.0
1496,ART0001110,ODP17-04390,27393,ART0005619,1.0,12.0,1.0
1497,ART0001113,ODP17-04390,27396,ART0001074,25.0,4.29,1.0
1498,ART0001117,ODP17-04390,27400,ART0005623,1.0,30.0,1.0
1499,ART0001117,ODP17-04390,27401,ART0005624,275.0,119.0,1.0
1500,ART0001162,ODP17-04147,27096,ART0005595,205.0,134.54,1.0
1501,ART0001162,ODP17-09767,31953,ART0005595,200.0,131.26,1.0
1502,ART0001170,ODP17-04118,27458,ART0005634,1.0,20.71,1.0
1503,ART0001170,ODP17-04118,27459,ART0001082,380.0,7.58,1.0
1504,ART0001170,ODP17-06127,28234,ART0005634,1.0,12.0,1.0
1505,ART0001188,ODP16-17333,22307,ART0005230,60.0,1.17,1.0
1506,ART0001202,ODP17-11972,33459,ART0005634,1.0,12.0,1.0
1507,ART0001202,ODP17-11972,33460,ART0005868,430.0,65.23,1.0
1508,ART0001203,ODP17-11972,33461,ART0005727,1.0,30.0,1.0
1509,ART0001203,ODP17-11972,33462,ART0005411,480.0,43.52,1.0
1510,ART0001208,ODP17-12364,34159,ART0005568,82.0,8.5,1.0
1511,ART0001214,ODP16-17333,22308,ART0005160,140.0,30.68,1.0
1512,ART0001218,ODP17-04800,26798,ART0005583,275.0,1.03,1.0
1513,ART0001228,ODP16-17337,22419,ART0005247,235.0,0.56,1.0
1514,ART0001228,ODP17-13309,34821,ART0005247,235.0,0.56,1.0
1515,ART0001238,ODP16-17337,22420,ART0005248,360.0,3.6,1.0
1516,ART0001238,ODP17-13309,34822,ART0005925,360.0,1.5,1.0
1517,ART0001244,ODP17-08965,30921,ART0005788,1.0,28.0,1.0
1518,ART0001244,ODP17-08965,30922,ART0005239,200.0,31.0,1.0
1519,ART0001244,ODP17-15494,34976,ART0005788,1.0,28.0,1.0
1520,ART0001244,ODP17-15494,34977,ART0005239,205.0,31.77,1.0
1521,ART0001249,ODP17-01401,23384,ART0005340,530.0,5.71,1.0
1522,ART0001253,ODP16-15711,22252,ART0005218,670.0,5.92,1.0
1523,ART0001261,ODP17-02388,24511,ART0005247,110.0,0.26,1.0
1524,ART0001261,ODP17-10448,32638,ART0005247,110.0,0.26,1.0
1525,ART0001263,ODP17-02388,24513,ART0005247,200.0,0.47,1.0
1526,ART0001263,ODP17-10448,32641,ART0005247,185.0,0.44,1.0
1527,ART0001264,ODP17-02891,26049,ART0005493,305.0,0.82,1.0
1528,ART0001265,ODP17-03125,26467,ART0005544,450.0,328.0,1.0
1529,ART0001266,ODP17-03125,26468,ART0005545,750.0,72.0,1.0
1530,ART0001267,ODP17-03149,25517,ART0005340,235.0,2.53,1.0
1531,ART0001276,ODP17-10510,32691,ART0005493,135.0,0.36,1.0
1532,ART0001277,ODP17-08124,29073,ART0005703,480.0,1.19,1.0
1533,ART0001290,ODP17-08965,30923,ART0005703,480.0,1.19,1.0
1534,ART0001294,ODP17-09767,31954,ART0005493,260.0,0.7,1.0
1535,ART0001493,ODP17-02572,25534,ART0005144,23.0,17.25,1.0
1536,ART0001493,ODP17-11008,34431,ART0005144,23.0,17.89,1.0
1537,ART0001500,ODP17-00272,22807,ART0005277,12.0,9.57,1.0
1538,ART0001515,ODP17-03125,26469,ART0005546,1.0,25.0,1.0
1539,ART0001520,ODP17-07948,29317,ART0005346,16.0,3.91,1.0
1540,ART0001740,ODP17-08965,30924,ART0005664,105.0,9.38,1.0
1541,ART0001741,ODP16-15711,22253,ART0005161,70.0,10.09,1.0
1542,ART0001741,ODP17-03214,25432,ART0005161,70.0,10.09,1.0
1543,ART0001745,ODP17-02572,25538,ART0005462,185.0,74.59,1.0
1544,ART0001745,ODP17-11008,34435,ART0005462,185.0,74.59,1.0
1545,ART0001762,ODP17-01406,24157,ART0005168,125.0,12.27,1.0
1546,ART0001766,ODP17-13015,34819,ART0005148,165.0,19.01,1.0
1547,ART0001825,ODP17-10503,33211,ART0005227,86.0,6.6,1.0
1548,ART0001829,ODP17-02941,25780,ART0005328,183.0,30.1,1.0
1549,ART0001837,ODP17-08400,30150,ART0005759,414.0,120.25,1.0
1550,ART0001840,ODP17-09770,32707,ART0005204,235.0,52.14,1.0
1551,ART0001841,ODP17-10699,33681,ART0005409,260.0,88.09,1.0
1552,ART0001874,ODP17-01406,24156,ART0005410,135.0,16.51,1.0
1553,ART0001913,ODP17-03579,26142,ART0001898,1.0,162.45,1.0
1554,ART0001913,ODP17-05735,28052,ART0001898,1.0,150.02,1.0
1555,ART0001913,ODP17-07201,28561,ART0001898,1.0,150.02,1.0
1556,ART0001935,ODP17-10503,33210,ART0005232,170.0,18.62,1.0
1557,ART0001939,ODP17-02941,25781,ART0005488,165.0,11.29,1.0
1558,ART0001945,ODP17-08042,29709,ART0005160,140.0,29.92,1.0
1559,ART0001946,ODP17-08400,30149,ART0005635,500.0,59.03,1.0
1560,ART0001950,ODP17-09770,32705,ART0005721,1.0,9.5,1.0
1561,ART0001950,ODP17-09770,32706,ART0005411,250.0,24.93,1.0
1562,ART0001951,ODP17-10699,33682,ART0005797,1.0,10.0,1.0
1563,ART0001951,ODP17-10699,33683,ART0005824,280.0,40.49,1.0
1564,ART0001993,ODP17-04147,27100,ART0005598,1.0,7.0,1.0
1565,ART0001993,ODP17-09767,31956,ART0005598,1.0,7.0,1.0
1566,ART0002012,ODP17-02685,25649,ART0005472,1.0,22.0,1.0
1567,ART0002015,ODP17-01405,24147,ART0005409,12.0,4.07,1.0
1568,ART0002015,ODP17-10699,33684,ART0005409,20.0,6.78,1.0
1569,ART0002017,ODP17-03125,26473,ART0005549,1.0,51.0,1.0
1570,ART0002018,ODP17-03125,26474,ART0005550,1.0,42.0,1.0
1571,ART0002019,ODP17-03125,26475,ART0005551,1.0,49.0,1.0
1572,ART0002070,ODP17-01405,24148,ART0005232,25.0,2.58,1.0
1573,ART0002070,ODP17-10699,33685,ART0005877,23.0,2.26,1.0
1574,ART0002070,ODP17-15061,34315,ART0005698,25.0,11.41,1.0
1575,ART0002132,ODP16-17333,22309,ART0005161,27.0,3.89,1.0
1576,ART0002132,ODP17-09408,31170,ART0005161,27.0,3.7,1.0
1577,ART0002139,ODP17-01403,23522,ART0005232,53.0,5.48,1.0
1578,ART0002140,ODP17-01403,23523,ART0005232,53.0,5.48,1.0
1579,ART0002141,ODP17-06376,28225,ART0005160,63.0,13.46,1.0
1580,ART0002142,ODP17-06376,28226,ART0005160,64.0,13.68,1.0
1581,ART0002144,ODP16-17333,22310,ART0005161,27.0,3.89,1.0
1582,ART0002144,ODP17-09408,31171,ART0005161,27.0,3.7,1.0
1583,ART0002145,ODP16-17333,22311,ART0005231,40.0,8.82,1.0
1584,ART0002145,ODP17-09408,31172,ART0005231,40.0,8.82,1.0
1585,ART0002195,ODP17-10287,32434,ART0005341,100.0,3.2,1.0
1586,ART0002214,ODP17-08965,30925,ART0005154,38.0,2.12,1.0
1587,ART0002228,ODP17-11008,34436,ART0005154,48.0,2.84,1.0
1588,ART0002238,ODP17-09408,31173,ART0005142,16.0,0.96,1.0
1589,ART0002262,ODP17-02572,25540,ART0005232,40.0,4.13,1.0
1590,ART0002262,ODP17-11008,34437,ART0005232,40.0,4.38,1.0
1591,ART0002263,ODP17-02572,25541,ART0005164,38.0,3.33,1.0
1592,ART0002263,ODP17-11008,34438,ART0005411,38.0,3.45,1.0
1593,ART0002273,ODP17-00272,22810,ART0005232,48.0,4.96,1.0
1594,ART0002284,ODP17-03125,26477,ART0005553,1.0,13.5,1.0
1595,ART0002306,ODP17-10285,31933,ART0005568,42.0,4.35,1.0
1596,ART0002306,ODP17-15529,35491,ART0005318,42.0,0.0,1.0
1597,ART0002370,ODP17-05964,27460,ART0002358,1.0,53.94,1.0
1598,ART0002370,ODP17-08917,30130,ART0002358,1.0,53.94,1.0
1599,ART0002370,ODP17-10285,31934,ART0002358,1.0,39.56,1.0
1600,ART0002370,ODP17-10634,32839,ART0002358,1.0,35.34,1.0
1601,ART0002451,ODP17-09266,31964,ART0005816,250.0,10.53,1.0
1602,ART0002451,ODP17-13152,34471,ART0005736,250.0,5.53,1.0
1603,ART0002455,ODP17-02572,25542,ART0005463,470.0,99.1,1.0
1604,ART0002455,ODP17-11008,34439,ART0005463,450.0,116.91,1.0
1605,ART0002456,ODP17-02572,25543,ART0005464,310.0,34.77,1.0
1606,ART0002456,ODP17-11008,34440,ART0005464,310.0,34.77,1.0
1607,ART0002464,ODP17-09648,31476,ART0005799,350.0,11.67,1.0
1608,ART0002488,ODP17-09767,31958,ART0005815,1.0,22.0,1.0
1609,ART0002498,ODP17-10422,32885,ART0005632,1.0,8.0,1.0
1610,ART0002508,ODP17-11972,33464,ART0005231,23.0,5.07,1.0
1611,ART0002511,ODP16-17333,22312,ART0005232,26.0,2.69,1.0
1612,ART0002517,ODP17-10287,32435,ART0005154,16.0,0.89,1.0
1613,ART0002551,ODP17-09266,31965,ART0005317,35.0,1.88,1.0
1614,ART0002552,ODP17-09266,31966,ART0005485,8.0,2.74,1.0
1615,ART0002580,ODP17-02572,25545,ART0005466,1.0,0.0,1.0
1616,ART0002580,ODP17-11008,34442,ART0005915,1.0,21.0,1.0
1617,ART0002581,ODP17-02572,25546,ART0005467,1.0,21.0,1.0
1618,ART0002581,ODP17-11008,34443,ART0005916,1.0,10.0,1.0
1619,ART0002586,ODP17-09520,31621,ART0005231,25.0,5.51,1.0
1620,ART0002586,ODP17-13767,35164,ART0005231,25.0,5.51,1.0
1621,ART0002598,ODP17-02388,24517,ART0005232,25.0,2.58,1.0
1622,ART0002608,ODP17-08400,30152,ART0005760,1.0,68.0,1.0
1623,ART0002614,ODP17-08965,30926,ART0005543,40.0,10.89,1.0
1624,ART0002615,ODP17-08986,30134,ART0005160,25.0,5.34,1.0
1625,ART0002619,ODP17-09243,30842,ART0005775,1.0,7.7,1.0
1626,ART0002706,ODP17-08965,30927,ART0005789,1.0,28.0,1.0
1627,ART0002706,ODP17-15494,34982,ART0005789,1.0,28.0,1.0
1628,ART0002707,ODP17-08965,30928,ART0005666,1.0,17.0,1.0
1629,ART0002707,ODP17-15494,34983,ART0005932,1.0,24.0,1.0
1630,ART0002712,ODP17-09442,31462,ART0005436,50.0,16.68,1.0
1631,ART0002718,ODP17-03125,26480,ART0005556,1.0,50.0,1.0
1632,ART0002719,ODP17-03125,26481,ART0005557,1.0,43.0,1.0
1633,ART0002747,ODP17-06374,28686,ART0005383,75.0,44.37,1.0
1634,ART0002882,ODP17-01760,23720,ART0005351,50.0,8.14,1.0
1635,ART0002886,ODP17-02388,24521,ART0005168,55.0,5.4,1.0
1636,ART0002895,ODP17-01403,23524,ART0005279,280.0,25.88,1.0
1637,ART0002895,ODP17-03150,25920,ART0005279,280.0,25.88,1.0
1638,ART0002896,ODP17-01403,23525,ART0005279,280.0,25.88,1.0
1639,ART0002896,ODP17-03150,25921,ART0005279,280.0,25.88,1.0
1640,ART0002938,ODP17-06374,28404,ART0005682,1.0,30.0,1.0
1641,ART0002938,ODP17-06374,28687,ART0005383,15.0,8.87,1.0
1642,ART0002949,ODP17-06374,28688,ART0005383,28.0,16.56,1.0
1643,ART0002958,ODP17-11008,34445,ART0005328,16.0,2.81,1.0
1644,ART0002959,ODP17-11008,34446,ART0005436,16.0,5.34,1.0
1645,ART0002978,ODP17-09442,31464,ART0005468,50.0,38.03,1.0
1646,ART0002988,ODP17-02572,25550,ART0005394,35.0,29.17,1.0
1647,ART0002988,ODP17-11008,34447,ART0005394,35.0,29.18,1.0
1648,ART0002989,ODP17-02572,25551,ART0005468,25.0,19.01,1.0
1649,ART0002989,ODP17-11008,34448,ART0005468,25.0,19.01,1.0
1650,ART0002990,ODP17-02572,25552,ART0005409,40.0,13.55,1.0
1651,ART0002990,ODP17-11008,34449,ART0005409,35.0,11.86,1.0
1652,ART0003105,ODP17-03508,25676,ART0005480,110.0,0.65,1.0
1653,ART0003160,ODP17-00976,23064,ART0005299,125.0,5.04,1.0
1654,ART0003160,ODP17-08038,29570,ART0005714,117.0,20.59,1.0
1655,ART0003164,ODP17-02388,24523,ART0005430,200.0,14.4,1.0
1656,ART0003164,ODP17-10448,32650,ART0005675,190.0,7.9,1.0
1657,ART0003263,ODP17-12364,34166,ART0005296,60.0,0.02,1.0
1658,ART0003268,ODP17-02265,24431,ART0005427,235.0,0.96,1.0
1659,ART0003935,ODP16-16479,22645,ART0005260,110.0,50.51,1.0
1660,ART0003982,ODP17-06372,28946,ART0005702,100.0,1.0,1.0
1661,ART0003984,ODP17-10594,34058,ART0001077,46.0,0.58,1.0
1662,ART0003989,ODP17-06372,28948,ART0005233,160.0,1.43,1.0
1663,ART0004014,ODP17-03843,26377,ART0005538,110.0,399.41,1.0
1664,ART0004099,ODP17-06605,29169,ART0003940,1.0,282.39,1.0
1665,ART0004099,ODP17-06605,29170,ART0004160,1.0,28.56,1.0
1666,ART0004099,ODP17-06605,29171,ART0004015,2.0,120.39,1.0
1667,ART0004099,ODP17-06605,29172,ART0004168,1.0,10.87,1.0
1668,ART0004099,ODP17-06605,29173,ART0005251,1.0,0.0,1.0
1669,ART0004099,ODP17-06605,29174,ART0004161,1.0,12.88,1.0
1670,ART0004099,ODP17-06605,29175,ART0004159,1.0,0.6,1.0
1671,ART0004099,ODP17-06605,29176,ART0004198,1.0,23.99,1.0
1672,ART0004099,ODP17-06605,29177,ART0005252,1.0,0.0,1.0
1673,ART0004099,ODP17-06605,29178,ART0005271,2.0,17.62,1.0
1674,ART0004099,ODP17-06605,29179,ART0005272,1.0,0.0,1.0
1675,ART0004099,ODP17-06605,29180,ART0005256,2.0,0.0,1.0
1676,ART0004099,ODP17-06605,29181,ART0005255,2.0,0.0,1.0
1677,ART0004099,ODP17-06605,29182,ART0004154,2.0,0.7,1.0
1678,ART0004099,ODP17-06605,29183,ART0005257,1.0,8.45,1.0
1679,ART0004099,ODP17-06605,29184,ART0005258,1.0,5.6,1.0
1680,ART0004099,ODP17-06605,29185,ART0004147,1.0,26.5,1.0
1681,ART0004099,ODP17-06605,29186,ART0004148,1.0,5.56,1.0
1682,ART0004099,ODP17-06605,29187,ART0004149,1.0,4.44,1.0
1683,ART0004099,ODP17-06605,29188,ART0004150,1.0,2.78,1.0
1684,ART0004099,ODP17-06605,29189,ART0004151,1.0,2.67,1.0
1685,ART0004099,ODP17-06605,29190,ART0004152,1.0,24.31,1.0
1686,ART0004099,ODP17-06605,29191,ART0004153,1.0,10.64,1.0
1687,ART0004099,ODP17-06605,29192,ART0005259,1.0,2.0,1.0
1688,ART0004099,ODP17-06605,29193,ART0004155,1.0,1.35,1.0
1689,ART0004099,ODP17-06605,29194,ART0004156,1.0,4.15,1.0
1690,ART0004175,ODP16-16946,24314,ART0005423,40.0,74.67,1.0
1691,ART0004202,ODP17-01566,23600,ART0005148,25.0,2.7,1.0
1692,ART0004440,ODP17-08988,31604,ART0005425,35.0,43.51,1.0
1693,ART0004697,ODP17-10738,33604,ART0005873,265.0,6.13,1.0
1694,ART0005026,ODP17-02807,26464,ART0005543,150.0,63.02,1.0
1695,ART0005028,ODP17-02243,25554,ART0005469,195.0,60.37,1.0
1696,ART0005029,ODP17-05182,27997,ART0005666,1.0,17.0,1.0
1697,ART0005029,ODP17-05182,27998,ART0005664,510.0,42.71,1.0
1698,ART0005030,ODP17-03939,27999,ART0005666,1.0,29.5,1.0
1699,ART0005030,ODP17-03939,28000,ART0005664,806.0,70.61,1.0
1700,ART0005030,ODP17-03939,28001,ART0005245,25.0,1.55,1.0
1701,ART0005136,ODP16-16477,22191,ART0005213,40.0,3.28,1.0
1702,ART0005136,ODP16-16477,22192,ART0005213,280.0,22.96,1.0
1703,ART0005136,ODP17-00172,21934,ART0005171,15.0,1.23,1.0
1704,ART0005136,ODP17-00172,21935,ART0005171,15.0,1.23,1.0
1705,ART0005136,ODP17-00416,22280,ART0005176,1.0,0.0,1.0
1706,ART0005136,ODP17-00667,25014,ART0005216,1.0,0.0,1.0
1707,ART0005136,ODP17-01203,22517,ART0005176,1.0,0.0,1.0
1708,ART0005136,ODP17-03788,26130,ART0005176,1.0,0.0,1.0
1709,ART0005136,ODP17-16230,35397,ART0005176,1.0,0.0,1.0
1710,ART0000129,ODP17-01503,25194,ART0005447,5.0,195.0,0.0
1711,ART0000157,ODP17-10507,33465,ART0005869,1.0,45.0,0.0
1712,ART0000308,ODP16-16945,22400,ART0005239,80.0,12.4,0.0
1713,ART0000308,ODP17-15569,35508,ART0005954,25.0,132.5,0.0
1714,ART0000645,ODP17-01693,23837,ART0005215,1495.0,209.89,0.0
1715,ART0000645,ODP17-03507,26195,ART0005215,1040.0,146.01,0.0
1716,ART0000645,ODP17-10512,33548,ART0005871,1300.0,158.66,0.0
1717,ART0000853,ODP17-02480,30449,ART0001807,50.0,2617.28,0.0
1718,ART0000853,ODP17-02480,30450,ART0001917,50.0,4095.08,0.0
1719,ART0000853,ODP17-02480,30451,ART0003839,100.0,500.0,0.0
1720,ART0000881,ODP17-13155,34553,ART0001083,1320.0,48.28,0.0
1721,ART0000883,ODP17-13155,34557,ART0005920,8.0,56.0,0.0
1722,ART0000883,ODP17-13155,34558,ART0001083,220.0,8.05,0.0
1723,ART0000891,ODP17-14202,34604,ART0005922,1750.0,18.93,0.0
1724,ART0000893,ODP17-02242,25054,ART0005446,660.0,3.25,0.0
1725,ART0000893,ODP17-02242,25055,ART0005416,90.0,7.02,0.0
1726,ART0000893,ODP17-13155,34566,ART0005446,1280.0,6.3,0.0
1727,ART0000893,ODP17-13155,34567,ART0005923,180.0,16.54,0.0
1728,ART0001117,ODP17-08197,29327,ART0005707,8.0,240.0,0.0
1729,ART0001117,ODP17-08197,29328,ART0005624,2040.0,882.74,0.0
1730,ART0001164,ODP17-08616,29677,ART0005721,3.0,28.5,0.0
1731,ART0001164,ODP17-08616,29678,ART0001082,795.0,15.86,0.0
1732,ART0001170,ODP17-04118,27458,ART0005634,1.0,20.71,0.0
1733,ART0001170,ODP17-04118,27459,ART0001082,380.0,7.58,0.0
1734,ART0001202,ODP17-11972,33459,ART0005634,1.0,12.0,0.0
1735,ART0001202,ODP17-11972,33460,ART0005868,430.0,65.23,0.0
1736,ART0001203,ODP17-11972,33461,ART0005727,1.0,30.0,0.0
1737,ART0001203,ODP17-11972,33462,ART0005411,480.0,43.52,0.0
1738,ART0001265,ODP17-03125,26467,ART0005544,450.0,328.0,0.0
1739,ART0001272,ODP17-04828,27128,ART0005416,1815.0,143.3,0.0
1740,ART0001733,ODP17-02883,25678,ART0005481,15.0,123.0,0.0
1741,ART0001799,ODP17-07396,29991,ART0005334,2741.0,199.17,0.0
1742,ART0001807,ODP17-02480,30452,ART0005460,3300.0,1371.23,0.0
1743,ART0001832,ODP17-11266,34156,ART0005227,1050.0,80.64,0.0
1744,ART0001866,ODP17-01092,23381,ART0005160,6800.0,1467.44,0.0
1745,ART0001866,ODP17-04829,27791,ART0005160,2672.0,571.03,0.0
1746,ART0001866,ODP17-08040,29756,ART0005160,2975.0,635.8,0.0
1747,ART0001866,ODP17-08040,29757,ART0005160,175.0,37.4,0.0
1748,ART0001866,ODP17-10489,32865,ART0005160,3400.0,745.12,0.0
1749,ART0001868,ODP17-05535,28248,ART0005434,8000.0,148.53,0.0
1750,ART0001872,ODP17-10508,32838,ART0005348,2500.0,62.33,0.0
1751,ART0001874,ODP17-01406,24156,ART0005410,135.0,16.51,0.0
1752,ART0001877,ODP17-09820,32352,ART0005154,2430.0,135.38,0.0
1753,ART0001882,ODP17-09766,32731,ART0005824,210.0,28.98,0.0
1754,ART0001885,ODP17-13019,34814,ART0005249,550.0,38.33,0.0
1755,ART0001886,ODP17-01410,24444,ART0001082,2925.0,58.34,0.0
1756,ART0001886,ODP17-06375,28706,ART0005434,2880.0,55.38,0.0
1757,ART0001890,ODP17-06373,28716,ART0005667,230.0,9.57,0.0
1758,ART0001897,ODP17-08916,30593,ART0005154,3000.0,163.73,0.0
1759,ART0001917,ODP17-03175,34070,ART0005714,1575.0,277.2,0.0
1760,ART0001923,ODP17-01277,24499,ART0005142,483.0,29.05,0.0
1761,ART0001923,ODP17-01277,24500,ART0005429,4.0,84.0,0.0
1762,ART0001923,ODP17-10505,34095,ART0005142,630.0,37.89,0.0
1763,ART0001923,ODP17-10505,34096,ART0005429,5.0,105.0,0.0
1764,ART0001940,ODP17-02757,25527,ART0005160,400.0,85.48,0.0
1765,ART0001940,ODP17-07204,29088,ART0005160,840.0,179.5,0.0
1766,ART0001942,ODP17-11266,34155,ART0005160,1140.0,274.85,0.0
1767,ART0001946,ODP17-08400,30149,ART0005635,500.0,59.03,0.0
1768,ART0001951,ODP17-10699,33682,ART0005797,1.0,10.0,0.0
1769,ART0001951,ODP17-10699,33683,ART0005824,280.0,40.49,0.0
1770,ART0002012,ODP16-17338,22389,ART0005159,44.0,24.54,0.0
1771,ART0002455,ODP17-02572,25542,ART0005463,470.0,99.1,0.0
1772,ART0002504,ODP17-13768,34661,ART0005479,10.0,45.0,0.0
1773,ART0002614,ODP17-08965,30926,ART0005543,40.0,10.89,0.0
1774,ART0002740,ODP17-07396,29988,ART0005354,3290.0,98.27,0.0
1775,ART0002938,ODP17-11230,33740,ART0005682,2.0,69.0,0.0
1776,ART0002938,ODP17-11230,33741,ART0005383,30.0,17.75,0.0
1777,ART0002988,ODP17-02572,25550,ART0005394,35.0,29.17,0.0
1778,ART0003609,ODP17-06015,31152,ART0005187,1386.0,815.91,0.0
1779,ART0003780,ODP17-00973,23285,ART0005185,4536.0,47.78,0.0
1780,ART0003940,ODP17-06605,29195,ART0005273,440.0,269.55,0.0
1781,ART0003940,ODP17-13148,35367,ART0005273,440.0,270.72,0.0
1782,ART0004084,ODP17-01093,24315,ART0003942,1.0,599.25,0.0
1783,ART0004084,ODP17-01093,24316,ART0004176,1.0,0.0,0.0
1784,ART0004084,ODP17-01093,24317,ART0004157,1.0,18.0,0.0
1785,ART0004084,ODP17-01093,24318,ART0004168,1.0,0.0,0.0
1786,ART0004084,ODP17-01093,24319,ART0004174,1.0,15.72,0.0
1787,ART0004084,ODP17-01093,24320,ART0005251,1.0,0.0,0.0
1788,ART0004084,ODP17-01093,24321,ART0004158,1.0,8.93,0.0
1789,ART0004084,ODP17-01093,24322,ART0004159,1.0,0.0,0.0
1790,ART0004084,ODP17-01093,24323,ART0004198,1.0,0.0,0.0
1791,ART0004084,ODP17-01093,24324,ART0005252,1.0,0.0,0.0
1792,ART0004084,ODP17-01093,24325,ART0005253,2.0,0.0,0.0
1793,ART0004084,ODP17-01093,24326,ART0004196,1.0,0.0,0.0
1794,ART0004084,ODP17-01093,24327,ART0005256,1.0,0.0,0.0
1795,ART0004084,ODP17-01093,24328,ART0005255,1.0,0.0,0.0
1796,ART0004084,ODP17-01093,24329,ART0005424,2.0,0.0,0.0
1797,ART0004084,ODP17-01093,24330,ART0004147,1.0,13.3,0.0
1798,ART0004084,ODP17-01093,24331,ART0004148,1.0,5.56,0.0
1799,ART0004084,ODP17-01093,24332,ART0004149,1.0,5.38,0.0
1800,ART0004084,ODP17-01093,24333,ART0004150,1.0,0.0,0.0
1801,ART0004084,ODP17-01093,24334,ART0004151,1.0,2.67,0.0
1802,ART0004084,ODP17-01093,24335,ART0004152,1.0,11.83,0.0
1803,ART0004084,ODP17-01093,24336,ART0004153,1.0,13.91,0.0
1804,ART0004084,ODP17-01093,24337,ART0005259,1.0,2.0,0.0
1805,ART0004084,ODP17-01093,24338,ART0004155,1.0,1.35,0.0
1806,ART0004084,ODP17-01093,24339,ART0004156,1.0,4.15,0.0
1807,ART0004099,ODP17-00171,22592,ART0003958,1.0,236.23,0.0
1808,ART0004099,ODP17-00171,22593,ART0004160,1.0,8.0,0.0
1809,ART0004099,ODP17-00171,22594,ART0004015,1.0,57.89,0.0
1810,ART0004099,ODP17-00171,22595,ART0004168,1.0,0.0,0.0
1811,ART0004099,ODP17-00171,22596,ART0005251,1.0,0.0,0.0
1812,ART0004099,ODP17-00171,22597,ART0004161,1.0,12.88,0.0
1813,ART0004099,ODP17-00171,22598,ART0004159,1.0,0.0,0.0
1814,ART0004099,ODP17-00171,22599,ART0004198,1.0,0.0,0.0
1815,ART0004099,ODP17-00171,22600,ART0005252,1.0,0.0,0.0
1816,ART0004099,ODP17-00171,22601,ART0005253,2.0,0.0,0.0
1817,ART0004099,ODP17-00171,22602,ART0005272,1.0,0.0,0.0
1818,ART0004099,ODP17-00171,22603,ART0005256,2.0,0.0,0.0
1819,ART0004099,ODP17-00171,22604,ART0005255,2.0,0.0,0.0
1820,ART0004099,ODP17-00171,22605,ART0004154,2.0,0.0,0.0
1821,ART0004099,ODP17-00171,22606,ART0005257,1.0,0.0,0.0
1822,ART0004099,ODP17-00171,22607,ART0005258,1.0,0.0,0.0
1823,ART0004099,ODP17-00171,22608,ART0004147,1.0,13.8,0.0
1824,ART0004099,ODP17-00171,22609,ART0004148,1.0,10.12,0.0
1825,ART0004099,ODP17-00171,22610,ART0004149,1.0,5.38,0.0
1826,ART0004099,ODP17-00171,22611,ART0004150,1.0,0.0,0.0
1827,ART0004099,ODP17-00171,22612,ART0004151,1.0,2.67,0.0
1828,ART0004099,ODP17-00171,22613,ART0004152,1.0,11.83,0.0
1829,ART0004099,ODP17-00171,22614,ART0004153,1.0,13.91,0.0
1830,ART0004099,ODP17-00171,22615,ART0005259,1.0,2.0,0.0
1831,ART0004099,ODP17-00171,22616,ART0004155,1.0,1.35,0.0
1832,ART0004099,ODP17-00171,22617,ART0004156,1.0,4.15,0.0
1833,ART0004146,ODP16-13864,22676,ART0004147,31.0,418.8,0.0
1834,ART0004146,ODP16-13864,22677,ART0004148,31.0,195.12,0.0
1835,ART0004146,ODP16-13864,22678,ART0004149,31.0,161.44,0.0
1836,ART0004146,ODP16-13864,22679,ART0004150,31.0,0.0,0.0
1837,ART0004146,ODP16-13864,22680,ART0004151,31.0,82.63,0.0
1838,ART0004146,ODP16-13864,22681,ART0004152,31.0,366.68,0.0
1839,ART0004146,ODP16-13864,22682,ART0004153,31.0,333.01,0.0
1840,ART0004146,ODP16-13864,22683,ART0005259,31.0,62.0,0.0
1841,ART0004146,ODP16-13864,22684,ART0004155,31.0,41.85,0.0
1842,ART0004146,ODP16-13864,22685,ART0004156,31.0,128.69,0.0
1843,ART0004146,ODP16-13864,22686,ART0004154,31.0,0.7,0.0
1844,ART0004373,ODP17-05344,27700,ART0005640,102.0,1428.0,0.0
1845,ART0004374,ODP17-05344,27701,ART0005641,102.0,1039.38,0.0
