,NrArticolo,NrOrdineProduzione,NrMovimentoMP,CodiceMP,QuantityMPImpiegata,ImportoCostoTotaleMP,QuantitydiOutput
743,ART0001099,ODP17-11229,33871,ART0005160,1060.0,255.53,4.0
744,ART0001100,ODP17-11229,33872,ART0005568,328.0,33.98,4.0
745,ART0001102,ODP17-11229,33874,ART0005154,308.0,18.21,4.0
746,ART0001104,ODP17-11229,33876,ART0005154,332.0,19.62,4.0
747,ART0001185,ODP17-03076,25766,ART0005484,352.0,0.0,4.0
748,ART0001514,ODP17-10690,33573,ART0005227,172.0,13.21,4.0
749,ART0001590,ODP17-03506,26122,ART0005325,880.0,4.21,4.0
750,ART0001593,ODP17-00976,23059,ART0005296,260.0,0.1,4.0
751,ART0001593,ODP17-08038,29569,ART0005296,272.0,0.1,4.0
752,ART0001610,ODP17-09266,31963,ART0005296,980.0,0.37,4.0
753,ART0001610,ODP17-13152,34469,ART0005917,972.0,0.58,4.0
754,ART0001636,ODP17-02572,25535,ART0005313,1680.0,2.02,4.0
755,ART0001636,ODP17-11008,34432,ART0005313,1660.0,2.03,4.0
756,ART0001637,ODP17-02572,25536,ART0005181,1720.0,8.6,4.0
757,ART0001637,ODP17-11008,34433,ART0005181,1720.0,9.3,4.0
758,ART0001669,ODP17-03125,26471,ART0005548,1280.0,4.0,4.0
759,ART0001670,ODP17-03125,26472,ART0005505,800.0,1.28,4.0
760,ART0001766,ODP17-00323,23038,ART0005148,640.0,69.12,4.0
761,ART0001776,ODP17-03577,26893,ART0005148,272.0,30.85,4.0
762,ART0001813,ODP17-01277,24501,ART0005227,378.0,55.57,4.0
763,ART0001830,ODP17-10690,33572,ART0005227,600.0,46.08,4.0
764,ART0001889,ODP17-03577,26894,ART0005161,360.0,49.29,4.0
765,ART0001923,ODP17-01277,24499,ART0005142,483.0,29.05,4.0
766,ART0001923,ODP17-01277,24500,ART0005429,4.0,84.0,4.0
767,ART0001940,ODP17-07204,29088,ART0005160,840.0,179.5,4.0
768,ART0001940,ODP17-10690,33570,ART0005872,4.0,18.0,4.0
769,ART0001940,ODP17-10690,33571,ART0005142,800.0,48.12,4.0
770,ART0002026,ODP17-09243,30836,ART0005777,48.0,8.74,4.0
771,ART0002027,ODP17-09243,30837,ART0005328,48.0,7.89,4.0
772,ART0002109,ODP17-03076,25767,ART0005274,100.0,0.13,4.0
773,ART0002249,ODP17-08917,30129,ART0005494,172.0,6.97,4.0
774,ART0002267,ODP17-03149,25518,ART0005341,260.0,8.32,4.0
775,ART0002271,ODP17-10449,32656,ART0005249,180.0,12.55,4.0
776,ART0002366,ODP16-16942,22417,ART0001074,140.0,24.04,4.0
777,ART0002513,ODP17-09808,32054,ART0005827,140.0,0.0,4.0
778,ART0002829,ODP17-10449,32658,ART0005165,120.0,75.12,4.0
779,ART0002938,ODP17-11230,33740,ART0005682,2.0,69.0,4.0
780,ART0002938,ODP17-11230,33741,ART0005383,30.0,17.75,4.0
781,ART0003135,ODP17-01401,23388,ART0005342,4.0,108.0,4.0
782,ART0003167,ODP17-12282,33687,ART0005878,200.0,0.22,4.0
783,ART0003167,ODP17-12282,33688,ART0005241,100.0,0.45,4.0
784,ART0003169,ODP17-12282,33689,ART0005739,560.0,4.67,4.0
785,ART0003169,ODP17-12282,33690,ART0005879,4.0,72.0,4.0
786,ART0003613,ODP16-16560,22125,ART0005189,164.0,32.38,4.0
787,ART0003782,ODP16-16560,22126,ART0005188,712.0,10.02,4.0
788,ART0003844,ODP17-09125,30859,ART0005399,92.0,2.32,4.0
789,ART0003940,ODP17-03082,26453,ART0005273,460.0,241.42,4.0
790,ART0003940,ODP17-06605,29195,ART0005273,440.0,269.55,4.0
791,ART0003940,ODP17-13148,35367,ART0005273,440.0,270.72,4.0
792,ART0004104,ODP17-13148,35341,ART0003940,4.0,840.73,4.0
793,ART0004104,ODP17-13148,35342,ART0004160,4.0,96.67,4.0
794,ART0004104,ODP17-13148,35343,ART0004157,4.0,82.8,4.0
795,ART0004104,ODP17-13148,35344,ART0005251,4.0,0.0,4.0
796,ART0004104,ODP17-13148,35345,ART0004161,4.0,61.54,4.0
797,ART0004104,ODP17-13148,35346,ART0004159,4.0,2.4,4.0
798,ART0004104,ODP17-13148,35347,ART0004198,4.0,101.45,4.0
799,ART0004104,ODP17-13148,35348,ART0005252,4.0,0.0,4.0
800,ART0004104,ODP17-13148,35349,ART0005271,8.0,70.48,4.0
801,ART0004104,ODP17-13148,35350,ART0005254,4.0,0.0,4.0
802,ART0004104,ODP17-13148,35351,ART0005256,4.0,0.0,4.0
803,ART0004104,ODP17-13148,35352,ART0005255,4.0,0.0,4.0
804,ART0004104,ODP17-13148,35353,ART0005424,4.0,0.0,4.0
805,ART0004104,ODP17-13148,35354,ART0004154,8.0,2.8,4.0
806,ART0004104,ODP17-13148,35355,ART0005257,8.0,67.6,4.0
807,ART0004104,ODP17-13148,35356,ART0005258,4.0,22.4,4.0
808,ART0004104,ODP17-13148,35357,ART0004147,4.0,106.0,4.0
809,ART0004104,ODP17-13148,35358,ART0004148,4.0,22.23,4.0
810,ART0004104,ODP17-13148,35359,ART0004149,4.0,17.76,4.0
811,ART0004104,ODP17-13148,35360,ART0004150,4.0,11.13,4.0
812,ART0004104,ODP17-13148,35361,ART0004151,4.0,10.66,4.0
813,ART0004104,ODP17-13148,35362,ART0004152,4.0,65.44,4.0
814,ART0004104,ODP17-13148,35363,ART0004153,4.0,39.13,4.0
815,ART0004104,ODP17-13148,35364,ART0005259,4.0,8.0,4.0
816,ART0004104,ODP17-13148,35365,ART0004155,4.0,5.4,4.0
817,ART0004104,ODP17-13148,35366,ART0004156,4.0,16.61,4.0
818,ART0004904,ODP17-12282,33696,ART0001082,560.0,11.17,4.0
819,ART0005091,ODP17-01515,24274,ART0001082,152.0,3.03,4.0
820,ART0005109,ODP17-08620,29713,ART0005249,100.0,6.97,4.0
821,ART0005136,ODP17-01034,22435,ART0005250,4.0,0.0,4.0
822,ART0005136,ODP17-01034,22436,ART0005186,280.0,7.73,4.0
823,ART0005136,ODP17-03728,25555,ART0005176,4.0,0.0,4.0
824,ART0005136,ODP17-11842,32523,ART0005537,208.0,0.69,4.0
825,ART0005136,ODP17-11971,32967,ART0005176,2.0,0.0,4.0
826,ART0005136,ODP17-11971,32968,ART0005176,2.0,0.0,4.0
827,ART0000115,ODP17-04831,28514,ART0005683,645.0,210.48,3.0
828,ART0000115,ODP17-10637,35510,ART0005683,660.0,223.96,3.0
829,ART0000116,ODP17-05181,30604,ART0005606,3.0,90.0,3.0
830,ART0000125,ODP17-02966,28240,ART0005160,138.0,29.49,3.0
831,ART0000320,ODP17-04831,28516,ART0005409,66.0,22.36,3.0
832,ART0000320,ODP17-10637,35511,ART0005409,75.0,25.41,3.0
833,ART0000769,ODP17-09331,31525,ART0001804,3.0,195.61,3.0
834,ART0000769,ODP17-09331,31526,ART0001947,3.0,620.06,3.0
835,ART0000769,ODP17-09331,31527,ART0001982,3.0,25.57,3.0
836,ART0000769,ODP17-09331,31528,ART0005140,9.0,13.5,3.0
837,ART0000769,ODP17-09331,31529,ART0005800,6.0,2.47,3.0
838,ART0000769,ODP17-09331,31530,ART0005226,3.0,0.21,3.0
839,ART0000769,ODP17-09331,31531,ART0005149,3.0,0.0,3.0
840,ART0000769,ODP17-09331,31532,ART0005225,3.0,0.0,3.0
841,ART0000782,ODP17-01274,23071,ART0001895,3.0,345.96,3.0
842,ART0000782,ODP17-01274,23072,ART0001783,3.0,171.21,3.0
843,ART0000782,ODP17-01274,23073,ART0001391,3.0,8.28,3.0
844,ART0000782,ODP17-01274,23074,ART0001387,3.0,3.75,3.0
845,ART0000782,ODP17-01274,23075,ART0003831,6.0,15.0,3.0
846,ART0000782,ODP17-01274,23076,ART0005139,3.0,0.97,3.0
847,ART0000782,ODP17-01274,23077,ART0002490,3.0,53.65,3.0
848,ART0000782,ODP17-01274,23078,ART0005300,12.0,0.32,3.0
849,ART0000786,ODP17-10757,33253,ART0001913,3.0,859.74,3.0
850,ART0000786,ODP17-10757,33254,ART0001786,3.0,149.66,3.0
851,ART0000786,ODP17-10757,33255,ART0001391,3.0,8.48,3.0
852,ART0000786,ODP17-10757,33256,ART0001387,3.0,9.07,3.0
853,ART0000786,ODP17-10757,33257,ART0005139,3.0,0.67,3.0
854,ART0000786,ODP17-10757,33258,ART0003831,9.0,25.88,3.0
855,ART0000786,ODP17-10757,33259,ART0002504,3.0,88.76,3.0
856,ART0000804,ODP17-01276,24248,ART0001923,3.0,834.46,3.0
857,ART0000804,ODP17-01276,24249,ART0001813,3.0,174.83,3.0
858,ART0000804,ODP17-01276,24250,ART0001989,3.0,48.35,3.0
859,ART0000804,ODP17-01276,24251,ART0005261,3.0,0.0,3.0
860,ART0000804,ODP17-01276,24252,ART0005262,3.0,0.0,3.0
861,ART0000804,ODP17-01276,24253,ART0005412,3.0,1.45,3.0
862,ART0000804,ODP17-01276,24254,ART0003832,6.0,15.0,3.0
863,ART0000825,ODP17-00323,23030,ART0001766,3.0,303.92,3.0
864,ART0000825,ODP17-00323,23031,ART0001920,3.0,594.54,3.0
865,ART0000825,ODP17-00323,23032,ART0003832,9.0,22.5,3.0
866,ART0000826,ODP17-10501,33239,ART0001931,3.0,1517.0,3.0
867,ART0000826,ODP17-10501,33240,ART0001821,3.0,610.73,3.0
868,ART0000826,ODP17-10501,33241,ART0002554,3.0,139.53,3.0
869,ART0000826,ODP17-10501,33242,ART0002553,3.0,123.15,3.0
870,ART0000826,ODP17-10501,33243,ART0005301,3.0,0.0,3.0
871,ART0000826,ODP17-10501,33244,ART0005302,3.0,0.0,3.0
872,ART0000826,ODP17-10501,33245,ART0003834,12.0,62.1,3.0
873,ART0000850,ODP17-02710,25750,ART0001891,3.0,297.75,3.0
874,ART0000850,ODP17-02710,25751,ART0001779,3.0,102.56,3.0
875,ART0000850,ODP17-02710,25752,ART0005222,6.0,12.0,3.0
876,ART0000850,ODP17-02710,25753,ART0001404,6.0,14.06,3.0
877,ART0000850,ODP17-02710,25754,ART0005223,3.0,0.34,3.0
878,ART0001046,ODP17-14454,34823,ART0005591,225.0,4.05,3.0
879,ART0001164,ODP17-08616,29677,ART0005721,3.0,28.5,3.0
880,ART0001164,ODP17-08616,29678,ART0001082,795.0,15.86,3.0
881,ART0001252,ODP17-08763,30092,ART0005348,750.0,18.7,3.0
882,ART0001294,ODP17-09247,30850,ART0005493,765.0,2.07,3.0
883,ART0001492,ODP17-05019,27552,ART0005637,60.0,0.81,3.0
884,ART0001497,ODP17-08763,30093,ART0005471,24.0,16.13,3.0
885,ART0001587,ODP17-02388,24516,ART0005296,465.0,0.18,3.0
886,ART0001587,ODP17-10448,32644,ART0005296,450.0,0.17,3.0
887,ART0001590,ODP17-09823,31523,ART0005695,690.0,0.96,3.0
888,ART0001739,ODP17-02942,25680,ART0005227,180.0,26.46,3.0
889,ART0001739,ODP17-09116,30578,ART0005227,180.0,13.82,3.0
890,ART0001743,ODP16-15980,22247,ART0005214,765.0,86.56,3.0
891,ART0001743,ODP17-13152,34470,ART0005214,765.0,80.64,3.0
892,ART0001767,ODP17-10735,33231,ART0001085,270.0,33.4,3.0
893,ART0001768,ODP17-07318,29133,ART0005148,300.0,34.56,3.0
894,ART0001804,ODP17-09331,31545,ART0005168,339.0,32.11,3.0
895,ART0001817,ODP16-14758,22493,ART0005227,975.0,141.01,3.0
896,ART0001821,ODP17-10501,33247,ART0005649,660.0,151.43,3.0
897,ART0001880,ODP17-07318,29132,ART0005154,375.0,20.38,3.0
898,ART0001913,ODP17-10757,33260,ART0001898,3.0,707.24,3.0
899,ART0001920,ODP17-00323,23039,ART0005154,705.0,38.54,3.0
900,ART0001926,ODP16-14758,22492,ART0005263,1020.0,128.53,3.0
901,ART0001931,ODP17-10501,33246,ART0005160,705.0,154.5,3.0
902,ART0001947,ODP17-09331,31546,ART0005154,405.0,22.56,3.0
903,ART0001981,ODP17-09163,31446,ART0005168,75.0,7.39,3.0
904,ART0002010,ODP17-01401,23386,ART0005162,54.0,6.09,3.0
905,ART0002123,ODP17-09247,30851,ART0005660,150.0,0.12,3.0
906,ART0002173,ODP17-05019,27553,ART0005232,126.0,13.02,3.0
907,ART0002271,ODP17-08763,30096,ART0005249,144.0,10.04,3.0
908,ART0002370,ODP17-13200,33728,ART0002358,3.0,106.02,3.0
909,ART0002494,ODP17-06127,28239,ART0005467,3.0,56.0,3.0
910,ART0002551,ODP16-15980,22248,ART0005215,105.0,14.74,3.0
911,ART0002551,ODP17-13152,34472,ART0005317,99.0,5.33,3.0
912,ART0002552,ODP16-15980,22249,ART0005216,3.0,0.0,3.0
913,ART0002554,ODP17-10501,33248,ART0005317,78.0,4.2,3.0
914,ART0002755,ODP17-10634,32841,ART0005635,195.0,23.02,3.0
915,ART0002866,ODP17-01501,23159,ART0005324,135.0,48.96,3.0
916,ART0002918,ODP17-08763,30100,ART0005383,60.0,35.49,3.0
917,ART0002919,ODP17-08763,30101,ART0005383,75.0,44.37,3.0
918,ART0003197,ODP16-17338,22393,ART0005236,3.0,36.0,3.0
919,ART0003935,ODP17-11649,35032,ART0005260,330.0,137.3,3.0
920,ART0003940,ODP17-04824,27734,ART0005273,330.0,173.19,3.0
921,ART0004175,ODP17-03187,26831,ART0005403,135.0,28.85,3.0
922,ART0004420,ODP17-11293,33018,ART0005667,132.0,5.49,3.0
923,ART0004440,ODP17-15528,35505,ART0005425,175.0,217.55,3.0
924,ART0004711,ODP17-10738,33602,ART0005857,4200.0,44.66,3.0
925,ART0004724,ODP17-06606,28270,ART0005660,3780.0,3.11,3.0
926,ART0004725,ODP17-06606,28271,ART0005660,2895.0,2.38,3.0
927,ART0004726,ODP17-06606,28272,ART0005660,1155.0,0.95,3.0
928,ART0004727,ODP17-06606,28273,ART0005660,4614.0,3.8,3.0
929,ART0004889,ODP17-11123,33411,ART0005867,3.0,40.0,3.0
930,ART0004919,ODP17-12282,33697,ART0005880,915.0,26.97,3.0
931,ART0004919,ODP17-12282,33698,ART0005857,420.0,4.47,3.0
932,ART0005028,ODP17-06162,29438,ART0005712,585.0,141.72,3.0
933,ART0005136,ODP17-02965,24447,ART0005176,3.0,0.0,3.0
934,ART0005136,ODP17-10463,32026,ART0005176,2.0,0.0,3.0
935,ART0005136,ODP17-10463,32027,ART0005176,1.0,0.0,3.0
936,ART0000043,ODP17-05342,28852,ART0001074,210.0,36.06,2.25
937,ART0000018,ODP17-05342,28854,ART0001074,30.0,5.15,2.0
938,ART0000043,ODP17-05342,28852,ART0001074,210.0,36.06,2.0
939,ART0000116,ODP17-02128,27234,ART0005606,2.0,52.0,2.0
940,ART0000697,ODP17-07536,28864,ART0005428,100.0,1.05,2.0
941,ART0000749,ODP17-09769,32324,ART0001900,2.0,376.41,2.0
942,ART0000749,ODP17-09769,32325,ART0001789,2.0,491.17,2.0
943,ART0000749,ODP17-09769,32326,ART0005830,4.0,0.0,2.0
944,ART0000749,ODP17-09769,32327,ART0005242,12.0,15.36,2.0
945,ART0000749,ODP17-09769,32328,ART0005243,4.0,0.45,2.0
946,ART0000756,ODP16-15232,21690,ART0001877,2.0,255.93,2.0
947,ART0000756,ODP16-15232,21691,ART0001765,2.0,162.5,2.0
948,ART0000756,ODP16-15232,21692,ART0001429,4.0,15.71,2.0
949,ART0000756,ODP16-15232,21693,ART0005140,6.0,9.0,2.0
950,ART0000756,ODP16-15232,21694,ART0005141,2.0,0.39,2.0
951,ART0000772,ODP17-07318,29126,ART0001880,2.0,297.92,2.0
952,ART0000772,ODP17-07318,29127,ART0001768,2.0,121.37,2.0
953,ART0000772,ODP17-07318,29128,ART0005145,2.0,0.0,2.0
954,ART0000772,ODP17-07318,29129,ART0005137,2.0,0.0,2.0
955,ART0000772,ODP17-07318,29130,ART0003831,6.0,15.0,2.0
956,ART0000772,ODP17-07318,29131,ART0005146,2.0,0.0,2.0
957,ART0000779,ODP17-03577,26887,ART0001776,2.0,116.78,2.0
958,ART0000779,ODP17-03577,26888,ART0001889,2.0,270.9,2.0
959,ART0000779,ODP17-03577,26889,ART0003831,4.0,10.0,2.0
960,ART0000779,ODP17-03577,26890,ART0005139,2.0,0.64,2.0
961,ART0000779,ODP17-03577,26891,ART0005137,2.0,0.0,2.0
962,ART0000779,ODP17-03577,26892,ART0005138,2.0,0.0,2.0
963,ART0000780,ODP17-06373,28708,ART0001778,2.0,169.12,2.0
964,ART0000780,ODP17-06373,28709,ART0001890,2.0,368.07,2.0
965,ART0000780,ODP17-06373,28710,ART0001390,2.0,50.0,2.0
966,ART0000780,ODP17-06373,28711,ART0001387,2.0,6.04,2.0
967,ART0000780,ODP17-06373,28712,ART0005139,2.0,0.64,2.0
968,ART0000780,ODP17-06373,28713,ART0005693,8.0,156.0,2.0
969,ART0000780,ODP17-06373,28714,ART0002096,2.0,67.0,2.0
970,ART0000782,ODP17-06375,28692,ART0001895,2.0,228.82,2.0
971,ART0000782,ODP17-06375,28693,ART0001783,2.0,128.05,2.0
972,ART0000782,ODP17-06375,28694,ART0001391,2.0,5.65,2.0
973,ART0000782,ODP17-06375,28695,ART0001387,2.0,6.04,2.0
974,ART0000782,ODP17-06375,28696,ART0003831,4.0,10.0,2.0
975,ART0000782,ODP17-06375,28697,ART0005139,2.0,0.64,2.0
976,ART0000782,ODP17-06375,28698,ART0002490,2.0,35.77,2.0
977,ART0000782,ODP17-06375,28699,ART0005300,8.0,0.21,2.0
978,ART0000782,ODP17-08862,30933,ART0001895,2.0,229.48,2.0
979,ART0000782,ODP17-08862,30934,ART0001783,2.0,131.2,2.0
980,ART0000782,ODP17-08862,30935,ART0001391,2.0,5.65,2.0
981,ART0000782,ODP17-08862,30936,ART0001387,2.0,6.04,2.0
982,ART0000782,ODP17-08862,30937,ART0003831,4.0,11.5,2.0
983,ART0000782,ODP17-08862,30938,ART0005139,2.0,0.64,2.0
984,ART0000782,ODP17-08862,30939,ART0002490,2.0,35.77,2.0
985,ART0000782,ODP17-08862,30940,ART0005300,8.0,0.21,2.0
986,ART0000782,ODP17-09445,30945,ART0001895,2.0,228.24,2.0
987,ART0000782,ODP17-09445,30946,ART0001783,2.0,136.58,2.0
988,ART0000782,ODP17-09445,30947,ART0001391,2.0,5.65,2.0
989,ART0000782,ODP17-09445,30948,ART0001387,2.0,6.04,2.0
990,ART0000782,ODP17-09445,30949,ART0003831,4.0,11.5,2.0
991,ART0000782,ODP17-09445,30950,ART0005139,2.0,0.64,2.0
992,ART0000782,ODP17-09445,30951,ART0002490,2.0,35.77,2.0
993,ART0000782,ODP17-09445,30952,ART0005300,8.0,0.21,2.0
994,ART0000782,ODP17-09819,32076,ART0001895,2.0,229.48,2.0
995,ART0000782,ODP17-09819,32077,ART0001783,2.0,131.2,2.0
996,ART0000782,ODP17-09819,32078,ART0001391,2.0,5.65,2.0
997,ART0000782,ODP17-09819,32079,ART0001387,2.0,6.04,2.0
998,ART0000782,ODP17-09819,32080,ART0003831,4.0,11.5,2.0
999,ART0000782,ODP17-09819,32081,ART0005139,2.0,0.64,2.0
1000,ART0000782,ODP17-09819,32082,ART0002490,2.0,35.77,2.0
1001,ART0000782,ODP17-09819,32083,ART0005300,8.0,0.21,2.0
1002,ART0000783,ODP17-01982,24502,ART0001898,4.0,649.79,2.0
1003,ART0000783,ODP17-01982,24503,ART0001786,4.0,186.33,2.0
1004,ART0000783,ODP17-01982,24504,ART0001391,4.0,11.04,2.0
1005,ART0000783,ODP17-01982,24505,ART0001387,4.0,5.0,2.0
1006,ART0000783,ODP17-01982,24506,ART0005139,4.0,1.29,2.0
1007,ART0000783,ODP17-01982,24507,ART0003831,12.0,30.0,2.0
1008,ART0000783,ODP17-01982,24508,ART0002504,4.0,155.38,2.0
1009,ART0000783,ODP17-03148,25236,ART0001898,2.0,324.9,2.0
1010,ART0000783,ODP17-03148,25237,ART0001786,2.0,91.76,2.0
1011,ART0000783,ODP17-03148,25238,ART0001391,2.0,5.59,2.0
1012,ART0000783,ODP17-03148,25239,ART0001387,2.0,4.27,2.0
1013,ART0000783,ODP17-03148,25240,ART0005139,2.0,0.64,2.0
1014,ART0000783,ODP17-03148,25241,ART0003831,6.0,15.0,2.0
1015,ART0000783,ODP17-03148,25242,ART0002504,2.0,81.9,2.0
1016,ART0000783,ODP17-09806,32414,ART0001898,2.0,471.49,2.0
1017,ART0000783,ODP17-09806,32415,ART0001786,2.0,81.57,2.0
1018,ART0000783,ODP17-09806,32416,ART0001391,2.0,5.65,2.0
1019,ART0000783,ODP17-09806,32417,ART0001387,2.0,6.04,2.0
1020,ART0000783,ODP17-09806,32418,ART0005139,2.0,0.64,2.0
1021,ART0000783,ODP17-09806,32419,ART0003831,6.0,17.25,2.0
1022,ART0000783,ODP17-09806,32420,ART0002504,2.0,59.17,2.0
1023,ART0000783,ODP17-13768,34654,ART0001898,2.0,414.5,2.0
1024,ART0000783,ODP17-13768,34655,ART0001786,2.0,99.77,2.0
1025,ART0000783,ODP17-13768,34656,ART0001391,2.0,5.65,2.0
1026,ART0000783,ODP17-13768,34657,ART0001387,2.0,6.04,2.0
1027,ART0000783,ODP17-13768,34658,ART0005139,2.0,0.64,2.0
1028,ART0000783,ODP17-13768,34659,ART0003831,6.0,17.25,2.0
1029,ART0000783,ODP17-13768,34660,ART0002504,2.0,63.28,2.0
1030,ART0000784,ODP17-04558,27463,ART0001788,2.0,485.01,2.0
1031,ART0000784,ODP17-04558,27464,ART0001873,2.0,547.86,2.0
1032,ART0000784,ODP17-04558,27465,ART0001426,2.0,50.0,2.0
1033,ART0000784,ODP17-04558,27466,ART0003831,6.0,15.0,2.0
1034,ART0000784,ODP17-04558,27467,ART0005139,2.0,0.64,2.0
1035,ART0000784,ODP17-04558,27468,ART0003841,4.0,19.0,2.0
1036,ART0000786,ODP17-09148,30860,ART0001913,2.0,357.55,2.0
1037,ART0000786,ODP17-09148,30861,ART0001786,2.0,81.57,2.0
1038,ART0000786,ODP17-09148,30862,ART0001391,2.0,5.65,2.0
1039,ART0000786,ODP17-09148,30863,ART0001387,2.0,6.04,2.0
1040,ART0000786,ODP17-09148,30864,ART0005139,2.0,0.64,2.0
1041,ART0000786,ODP17-09148,30865,ART0003831,6.0,16.88,2.0
1042,ART0000786,ODP17-09148,30866,ART0002504,2.0,59.17,2.0
1043,ART0000804,ODP17-01277,24492,ART0001923,1.0,258.89,2.0
1044,ART0000804,ODP17-01277,24493,ART0001813,1.0,63.84,2.0
1045,ART0000804,ODP17-01277,24494,ART0001989,1.0,16.12,2.0
1046,ART0000804,ODP17-01277,24495,ART0005261,1.0,0.0,2.0
1047,ART0000804,ODP17-01277,24496,ART0005262,1.0,0.0,2.0
1048,ART0000804,ODP17-01277,24497,ART0005412,1.0,0.49,2.0
1049,ART0000804,ODP17-01277,24498,ART0003832,2.0,5.0,2.0
1050,ART0000804,ODP17-10505,34088,ART0001923,2.0,537.16,2.0
1051,ART0000804,ODP17-10505,34089,ART0001813,2.0,108.79,2.0
1052,ART0000804,ODP17-10505,34090,ART0001989,2.0,9.99,2.0
1053,ART0000804,ODP17-10505,34091,ART0005261,2.0,0.0,2.0
1054,ART0000804,ODP17-10505,34092,ART0005262,2.0,0.0,2.0
1055,ART0000804,ODP17-10505,34093,ART0005412,2.0,0.98,2.0
1056,ART0000804,ODP17-10505,34094,ART0003832,4.0,11.48,2.0
1057,ART0000804,ODP17-13014,34182,ART0001923,2.0,537.16,2.0
1058,ART0000804,ODP17-13014,34183,ART0001813,2.0,108.79,2.0
1059,ART0000804,ODP17-13014,34184,ART0001989,2.0,9.99,2.0
1060,ART0000804,ODP17-13014,34185,ART0005261,2.0,0.0,2.0
1061,ART0000804,ODP17-13014,34186,ART0005262,2.0,0.0,2.0
1062,ART0000804,ODP17-13014,34187,ART0005412,2.0,0.98,2.0
1063,ART0000804,ODP17-13014,34188,ART0003832,4.0,11.48,2.0
1064,ART0000811,ODP17-05734,28562,ART0001940,2.0,744.48,2.0
1065,ART0000811,ODP17-05734,28563,ART0001830,2.0,148.83,2.0
1066,ART0000811,ODP17-05734,28564,ART0005261,2.0,0.0,2.0
1067,ART0000811,ODP17-05734,28565,ART0005262,2.0,0.0,2.0
1068,ART0000811,ODP17-05734,28566,ART0001514,2.0,70.94,2.0
1069,ART0000811,ODP17-05734,28567,ART0003832,10.0,25.0,2.0
1070,ART0000811,ODP17-05734,28568,ART0005461,2.0,0.0,2.0
1071,ART0000811,ODP17-05734,28569,ART0005412,2.0,0.98,2.0
1072,ART0000811,ODP17-10690,33562,ART0001940,2.0,610.82,2.0
1073,ART0000811,ODP17-10690,33563,ART0001830,2.0,142.19,2.0
1074,ART0000811,ODP17-10690,33564,ART0005261,2.0,0.0,2.0
1075,ART0000811,ODP17-10690,33565,ART0005262,2.0,0.0,2.0
1076,ART0000811,ODP17-10690,33566,ART0001514,2.0,79.36,2.0
1077,ART0000811,ODP17-10690,33567,ART0003832,10.0,28.7,2.0
1078,ART0000811,ODP17-10690,33568,ART0005461,2.0,0.63,2.0
1079,ART0000811,ODP17-10690,33569,ART0005669,2.0,0.97,2.0
1080,ART0000812,ODP17-05185,28035,ART0001942,2.0,594.2,2.0
1081,ART0000812,ODP17-05185,28036,ART0001832,2.0,279.75,2.0
1082,ART0000812,ODP17-05185,28037,ART0002020,2.0,68.75,2.0
1083,ART0000812,ODP17-05185,28038,ART0002120,2.0,25.0,2.0
1084,ART0000812,ODP17-05185,28039,ART0005669,2.0,0.0,2.0
1085,ART0000812,ODP17-05185,28040,ART0003832,10.0,25.0,2.0
1086,ART0000812,ODP17-05185,28041,ART0005261,2.0,0.0,2.0
1087,ART0000812,ODP17-05185,28042,ART0005262,2.0,0.0,2.0
1088,ART0000825,ODP16-14653,21903,ART0001766,2.0,233.86,2.0
1089,ART0000825,ODP16-14653,21904,ART0001920,2.0,499.39,2.0
1090,ART0000825,ODP16-14653,21905,ART0003832,6.0,16.5,2.0
1091,ART0000843,ODP17-10447,32003,ART0001411,2.0,22.28,2.0
1092,ART0000843,ODP17-10447,32004,ART0001932,2.0,621.62,2.0
1093,ART0000843,ODP17-10447,32005,ART0001822,2.0,226.73,2.0
1094,ART0000843,ODP17-10447,32006,ART0005406,2.0,0.0,2.0
1095,ART0000843,ODP17-10447,32007,ART0005408,2.0,8.16,2.0
1096,ART0000843,ODP17-10447,32008,ART0005822,2.0,3.36,2.0
1097,ART0000843,ODP17-10447,32009,ART0005823,8.0,3.28,2.0
1098,ART0000843,ODP17-10447,32010,ART0003833,6.0,39.78,2.0
1099,ART0000847,ODP17-08958,30596,ART0001883,1.0,133.46,2.0
1100,ART0000847,ODP17-08958,30597,ART0001770,2.0,71.91,2.0
1101,ART0000847,ODP17-08958,30598,ART0003838,10.0,13.0,2.0
1102,ART0000847,ODP17-08958,30599,ART0001424,1.0,2.5,2.0
1103,ART0000847,ODP17-08958,30600,ART0001400,1.0,2.5,2.0
1104,ART0000847,ODP17-08958,30601,ART0001401,1.0,2.5,2.0
1105,ART0000847,ODP17-08958,30602,ART0005772,1.0,0.11,2.0
1106,ART0000847,ODP17-14976,35481,ART0001883,2.0,266.91,2.0
1107,ART0000847,ODP17-14976,35482,ART0001770,4.0,168.68,2.0
1108,ART0000847,ODP17-14976,35483,ART0003838,20.0,29.9,2.0
1109,ART0000847,ODP17-14976,35484,ART0001424,2.0,5.0,2.0
1110,ART0000847,ODP17-14976,35485,ART0001400,2.0,5.0,2.0
1111,ART0000847,ODP17-14976,35486,ART0001401,2.0,5.0,2.0
1112,ART0000847,ODP17-14976,35487,ART0005772,2.0,0.21,2.0
1113,ART0000893,ODP17-02242,25054,ART0005446,660.0,3.25,2.0
1114,ART0000893,ODP17-02242,25055,ART0005416,90.0,7.02,2.0
