,NrMovimento,Budget/cons,CodiceMP,NrArticolo,NrDocumento,QuantityMPImpiegata,ImportoCostoTOTALE
2083,51986,CONSUNTIVO,ART0001424,ART0000847,ODP18-08234,2.0,4.55
2084,51987,CONSUNTIVO,ART0001400,ART0000847,ODP18-08234,2.0,4.41
2085,51988,CONSUNTIVO,ART0001401,ART0000847,ODP18-08234,2.0,4.84
2086,51989,CONSUNTIVO,ART0005772,ART0000847,ODP18-08234,2.0,0.21
2087,51990,CONSUNTIVO,ART0005677,ART0000847,ODP18-08234,8.0,2.02
2088,53166,CONSUNTIVO,ART0001883,ART0000847,ODP18-08749,3.0,384.89
2089,53167,CONSUNTIVO,ART0001770,ART0000847,ODP18-08749,6.0,231.77
2090,53168,CONSUNTIVO,ART0003838,ART0000847,ODP18-08749,30.0,44.86
2091,53169,CONSUNTIVO,ART0001424,ART0000847,ODP18-08749,3.0,6.82
2092,53170,CONSUNTIVO,ART0001400,ART0000847,ODP18-08749,3.0,6.62
2093,53171,CONSUNTIVO,ART0001401,ART0000847,ODP18-08749,3.0,7.26
2094,53172,CONSUNTIVO,ART0005772,ART0000847,ODP18-08749,3.0,0.32
2095,53173,CONSUNTIVO,ART0005677,ART0000847,ODP18-08749,12.0,3.02
2096,53191,CONSUNTIVO,ART0001883,ART0000847,ODP18-08812,3.0,384.89
2097,53192,CONSUNTIVO,ART0001770,ART0000847,ODP18-08812,6.0,231.77
2098,53193,CONSUNTIVO,ART0003838,ART0000847,ODP18-08812,30.0,44.86
2099,53194,CONSUNTIVO,ART0001424,ART0000847,ODP18-08812,3.0,6.82
2100,53195,CONSUNTIVO,ART0001400,ART0000847,ODP18-08812,3.0,6.62
2101,53196,CONSUNTIVO,ART0001401,ART0000847,ODP18-08812,3.0,7.25
2102,53197,CONSUNTIVO,ART0005772,ART0000847,ODP18-08812,3.0,0.32
2103,53198,CONSUNTIVO,ART0005677,ART0000847,ODP18-08812,12.0,3.02
2104,54710,CONSUNTIVO,ART0001883,ART0000847,ODP18-09297,4.0,513.19
2105,54711,CONSUNTIVO,ART0001770,ART0000847,ODP18-09297,8.0,309.03
2106,54712,CONSUNTIVO,ART0003838,ART0000847,ODP18-09297,40.0,59.82
2107,54713,CONSUNTIVO,ART0001424,ART0000847,ODP18-09297,4.0,9.09
2108,54714,CONSUNTIVO,ART0001400,ART0000847,ODP18-09297,4.0,8.82
2109,54715,CONSUNTIVO,ART0001401,ART0000847,ODP18-09297,4.0,8.42
2110,54716,CONSUNTIVO,ART0005772,ART0000847,ODP18-09297,4.0,0.42
2111,54717,CONSUNTIVO,ART0005677,ART0000847,ODP18-09297,16.0,4.03
2112,57565,CONSUNTIVO,ART0001883,ART0000847,ODP19-02059,4.0,513.19
2113,57566,CONSUNTIVO,ART0001770,ART0000847,ODP19-02059,8.0,340.61
2114,57567,CONSUNTIVO,ART0003838,ART0000847,ODP19-02059,40.0,59.82
2115,57568,CONSUNTIVO,ART0001424,ART0000847,ODP19-02059,4.0,9.09
2116,57569,CONSUNTIVO,ART0001400,ART0000847,ODP19-02059,4.0,8.82
2117,57570,CONSUNTIVO,ART0001401,ART0000847,ODP19-02059,4.0,8.0
2118,57571,CONSUNTIVO,ART0005772,ART0000847,ODP19-02059,4.0,0.42
2119,57572,CONSUNTIVO,ART0005677,ART0000847,ODP19-02059,16.0,4.03
2120,57592,CONSUNTIVO,ART0001883,ART0000847,ODP19-01987,1.0,128.3
2121,57593,CONSUNTIVO,ART0001770,ART0000847,ODP19-01987,2.0,76.97
2122,57594,CONSUNTIVO,ART0003838,ART0000847,ODP19-01987,10.0,14.96
2123,57595,CONSUNTIVO,ART0001424,ART0000847,ODP19-01987,1.0,2.27
2124,57596,CONSUNTIVO,ART0001400,ART0000847,ODP19-01987,1.0,2.21
2125,57597,CONSUNTIVO,ART0001401,ART0000847,ODP19-01987,1.0,2.0
2126,57598,CONSUNTIVO,ART0005772,ART0000847,ODP19-01987,1.0,0.11
2127,57599,CONSUNTIVO,ART0005677,ART0000847,ODP19-01987,4.0,1.01
2128,57993,CONSUNTIVO,ART0001883,ART0000847,ODP19-01726,2.0,258.68
2129,57994,CONSUNTIVO,ART0001770,ART0000847,ODP19-01726,4.0,153.36
2130,57995,CONSUNTIVO,ART0003838,ART0000847,ODP19-01726,20.0,29.91
2131,57996,CONSUNTIVO,ART0001424,ART0000847,ODP19-01726,2.0,4.55
2132,57997,CONSUNTIVO,ART0001400,ART0000847,ODP19-01726,2.0,4.41
2133,57998,CONSUNTIVO,ART0001401,ART0000847,ODP19-01726,2.0,4.0
2134,57999,CONSUNTIVO,ART0005772,ART0000847,ODP19-01726,2.0,0.21
2135,58000,CONSUNTIVO,ART0005677,ART0000847,ODP19-01726,8.0,2.01
2136,60104,CONSUNTIVO,ART0001883,ART0000847,ODP19-02615,4.0,517.37
2137,60105,CONSUNTIVO,ART0001770,ART0000847,ODP19-02615,8.0,319.43
2138,60106,CONSUNTIVO,ART0003838,ART0000847,ODP19-02615,40.0,59.82
2139,60107,CONSUNTIVO,ART0001424,ART0000847,ODP19-02615,4.0,9.09
2140,60108,CONSUNTIVO,ART0001400,ART0000847,ODP19-02615,4.0,8.82
2141,60109,CONSUNTIVO,ART0001401,ART0000847,ODP19-02615,4.0,8.0
2142,60110,CONSUNTIVO,ART0005772,ART0000847,ODP19-02615,4.0,0.42
2143,60111,CONSUNTIVO,ART0005677,ART0000847,ODP19-02615,16.0,4.03
2144,62804,CONSUNTIVO,ART0001883,ART0000847,ODP19-03616,10.0,1543.71
2145,62805,CONSUNTIVO,ART0001770,ART0000847,ODP19-03616,20.0,924.06
2146,62806,CONSUNTIVO,ART0003838,ART0000847,ODP19-03616,100.0,149.55
2147,62807,CONSUNTIVO,ART0001424,ART0000847,ODP19-03616,10.0,22.73
2148,62808,CONSUNTIVO,ART0001400,ART0000847,ODP19-03616,10.0,50.0
2149,62809,CONSUNTIVO,ART0001401,ART0000847,ODP19-03616,10.0,20.0
2150,62810,CONSUNTIVO,ART0005772,ART0000847,ODP19-03616,10.0,1.05
2151,62811,CONSUNTIVO,ART0005677,ART0000847,ODP19-03616,40.0,10.08
2152,23213,BUDGET,ART0001886,ART0000848,ODP16-17386,15.0,1337.5
2153,23214,BUDGET,ART0001775,ART0000848,ODP16-17386,15.0,711.41
2154,23215,BUDGET,ART0001403,ART0000848,ODP16-17386,15.0,62.5
2155,23216,BUDGET,ART0005222,ART0000848,ODP16-17386,45.0,95.25
2156,23217,BUDGET,ART0005332,ART0000848,ODP16-17386,30.0,118.5
2157,23218,BUDGET,ART0005283,ART0000848,ODP16-17386,15.0,1.32
2158,24438,BUDGET,ART0001886,ART0000848,ODP17-01410,15.0,1270.84
2159,24439,BUDGET,ART0001775,ART0000848,ODP17-01410,15.0,714.86
2160,24440,BUDGET,ART0001403,ART0000848,ODP17-01410,15.0,75.0
2161,24441,BUDGET,ART0005222,ART0000848,ODP17-01410,45.0,90.0
2162,24442,BUDGET,ART0005332,ART0000848,ODP17-01410,30.0,39.5
2163,24443,BUDGET,ART0005283,ART0000848,ODP17-01410,15.0,1.32
2164,26877,BUDGET,ART0001886,ART0000848,ODP17-03845,15.0,1233.23
2165,26878,BUDGET,ART0001775,ART0000848,ODP17-03845,15.0,693.94
2166,26879,BUDGET,ART0001403,ART0000848,ODP17-03845,15.0,50.0
2167,26880,BUDGET,ART0005222,ART0000848,ODP17-03845,45.0,90.0
2168,26881,BUDGET,ART0005332,ART0000848,ODP17-03845,30.0,90.85
2169,26882,BUDGET,ART0005283,ART0000848,ODP17-03845,15.0,1.31
2170,28700,BUDGET,ART0001886,ART0000848,ODP17-06375,15.0,1085.39
2171,28701,BUDGET,ART0001775,ART0000848,ODP17-06375,15.0,696.27
2172,28702,BUDGET,ART0001403,ART0000848,ODP17-06375,15.0,49.78
2173,28703,BUDGET,ART0005222,ART0000848,ODP17-06375,45.0,90.0
2174,28704,BUDGET,ART0005332,ART0000848,ODP17-06375,30.0,118.5
2175,28705,BUDGET,ART0005283,ART0000848,ODP17-06375,15.0,1.31
2176,31417,BUDGET,ART0001886,ART0000848,ODP17-09161,15.0,1173.3
2177,31418,BUDGET,ART0001775,ART0000848,ODP17-09161,15.0,674.4
2178,31419,BUDGET,ART0001403,ART0000848,ODP17-09161,15.0,50.0
2179,31420,BUDGET,ART0005222,ART0000848,ODP17-09161,45.0,90.0
2180,31421,BUDGET,ART0005332,ART0000848,ODP17-09161,30.0,118.5
2181,31422,BUDGET,ART0005283,ART0000848,ODP17-09161,15.0,1.31
2182,36912,CONSUNTIVO,ART0001886,ART0000848,ODP17-16297,15.0,1048.52
2183,36913,CONSUNTIVO,ART0001775,ART0000848,ODP17-16297,15.0,674.4
2184,36914,CONSUNTIVO,ART0001403,ART0000848,ODP17-16297,15.0,50.0
2185,36915,CONSUNTIVO,ART0005222,ART0000848,ODP17-16297,45.0,102.9
2186,36916,CONSUNTIVO,ART0005332,ART0000848,ODP17-16297,30.0,118.5
2187,36917,CONSUNTIVO,ART0005283,ART0000848,ODP17-16297,15.0,1.33
2188,38860,CONSUNTIVO,ART0001886,ART0000848,ODP18-02127,15.0,1080.03
2189,38861,CONSUNTIVO,ART0001775,ART0000848,ODP18-02127,15.0,683.8
2190,38862,CONSUNTIVO,ART0001403,ART0000848,ODP18-02127,15.0,19.6
2191,38863,CONSUNTIVO,ART0005222,ART0000848,ODP18-02127,45.0,103.5
2192,38864,CONSUNTIVO,ART0005332,ART0000848,ODP18-02127,30.0,118.5
2193,38865,CONSUNTIVO,ART0005283,ART0000848,ODP18-02127,15.0,1.31
2194,44609,CONSUNTIVO,ART0001886,ART0000848,ODP18-05887,2.0,139.8
2195,44610,CONSUNTIVO,ART0001775,ART0000848,ODP18-05887,2.0,89.92
2196,44611,CONSUNTIVO,ART0001403,ART0000848,ODP18-05887,2.0,1.6
2197,44612,CONSUNTIVO,ART0005222,ART0000848,ODP18-05887,6.0,13.8
2198,44613,CONSUNTIVO,ART0005332,ART0000848,ODP18-05887,4.0,15.8
2199,44614,CONSUNTIVO,ART0005283,ART0000848,ODP18-05887,2.0,0.17
2200,46425,CONSUNTIVO,ART0001886,ART0000848,ODP18-05953,15.0,1014.88
2201,46426,CONSUNTIVO,ART0001775,ART0000848,ODP18-05953,15.0,683.8
2202,46427,CONSUNTIVO,ART0001403,ART0000848,ODP18-05953,15.0,12.0
2203,46428,CONSUNTIVO,ART0005222,ART0000848,ODP18-05953,45.0,103.5
2204,46429,CONSUNTIVO,ART0005332,ART0000848,ODP18-05953,30.0,118.5
2205,46430,CONSUNTIVO,ART0005283,ART0000848,ODP18-05953,15.0,1.31
2206,47262,CONSUNTIVO,ART0001886,ART0000848,ODP18-06413,15.0,1017.12
2207,47263,CONSUNTIVO,ART0001775,ART0000848,ODP18-06413,15.0,725.98
2208,47264,CONSUNTIVO,ART0001403,ART0000848,ODP18-06413,15.0,12.0
2209,47265,CONSUNTIVO,ART0005222,ART0000848,ODP18-06413,45.0,103.5
2210,47266,CONSUNTIVO,ART0005332,ART0000848,ODP18-06413,30.0,118.5
2211,47267,CONSUNTIVO,ART0005283,ART0000848,ODP18-06413,15.0,1.31
2212,51991,CONSUNTIVO,ART0001886,ART0000848,ODP18-08234,15.0,989.91
2213,51992,CONSUNTIVO,ART0001775,ART0000848,ODP18-08234,15.0,725.98
2214,51993,CONSUNTIVO,ART0001403,ART0000848,ODP18-08234,15.0,12.0
2215,51994,CONSUNTIVO,ART0005222,ART0000848,ODP18-08234,45.0,103.5
2216,51995,CONSUNTIVO,ART0005332,ART0000848,ODP18-08234,30.0,118.5
2217,51996,CONSUNTIVO,ART0005283,ART0000848,ODP18-08234,15.0,1.31
2218,53199,CONSUNTIVO,ART0001886,ART0000848,ODP18-08812,14.0,925.58
2219,53200,CONSUNTIVO,ART0001775,ART0000848,ODP18-08812,14.0,915.15
2220,53201,CONSUNTIVO,ART0001403,ART0000848,ODP18-08812,14.0,11.2
2221,53202,CONSUNTIVO,ART0005222,ART0000848,ODP18-08812,42.0,96.6
2222,53203,CONSUNTIVO,ART0005332,ART0000848,ODP18-08812,28.0,110.6
2223,53204,CONSUNTIVO,ART0005283,ART0000848,ODP18-08812,14.0,1.22
2224,58230,CONSUNTIVO,ART0001886,ART0000848,ODP19-01583,15.0,1201.41
2225,58231,CONSUNTIVO,ART0001775,ART0000848,ODP19-01583,15.0,901.09
2226,58232,CONSUNTIVO,ART0001403,ART0000848,ODP19-01583,15.0,12.0
2227,58233,CONSUNTIVO,ART0005222,ART0000848,ODP19-01583,45.0,101.33
2228,58234,CONSUNTIVO,ART0005332,ART0000848,ODP19-01583,30.0,118.5
2229,58235,CONSUNTIVO,ART0005283,ART0000848,ODP19-01583,15.0,1.31
2230,32723,BUDGET,ART0001882,ART0000849,ODP17-09766,1.0,211.74
2231,32724,BUDGET,ART0001777,ART0000849,ODP17-09766,1.0,79.34
2232,32725,BUDGET,ART0001398,ART0000849,ODP17-09766,1.0,4.23
2233,32726,BUDGET,ART0001399,ART0000849,ODP17-09766,1.0,4.23
2234,32727,BUDGET,ART0005843,ART0000849,ODP17-09766,2.0,0.0
2235,32728,BUDGET,ART0005226,ART0000849,ODP17-09766,1.0,0.01
2236,32729,BUDGET,ART0002503,ART0000849,ODP17-09766,1.0,22.54
2237,32730,BUDGET,ART0005437,ART0000849,ODP17-09766,1.0,0.56
2238,40471,CONSUNTIVO,ART0001882,ART0000849,ODP18-02983,2.0,287.09
2239,40472,CONSUNTIVO,ART0001777,ART0000849,ODP18-02983,2.0,199.1
2240,40473,CONSUNTIVO,ART0001398,ART0000849,ODP18-02983,2.0,10.0
2241,40474,CONSUNTIVO,ART0001399,ART0000849,ODP18-02983,2.0,10.0
2242,40475,CONSUNTIVO,ART0005843,ART0000849,ODP18-02983,4.0,0.0
2243,40476,CONSUNTIVO,ART0005226,ART0000849,ODP18-02983,2.0,0.39
2244,40477,CONSUNTIVO,ART0002503,ART0000849,ODP18-02983,2.0,91.67
2245,48714,CONSUNTIVO,ART0001882,ART0000849,ODP18-06824,1.0,143.55
2246,48715,CONSUNTIVO,ART0001777,ART0000849,ODP18-06824,1.0,86.08
2247,48716,CONSUNTIVO,ART0001398,ART0000849,ODP18-06824,1.0,5.0
2248,48717,CONSUNTIVO,ART0001399,ART0000849,ODP18-06824,1.0,5.0
2249,48718,CONSUNTIVO,ART0005843,ART0000849,ODP18-06824,2.0,0.0
2250,48719,CONSUNTIVO,ART0005226,ART0000849,ODP18-06824,1.0,0.2
2251,48720,CONSUNTIVO,ART0002503,ART0000849,ODP18-06824,1.0,12.5
2252,56228,CONSUNTIVO,ART0001882,ART0000849,ODP19-01110,9.0,1055.38
2253,56229,CONSUNTIVO,ART0001777,ART0000849,ODP19-01110,9.0,527.7
2254,56230,CONSUNTIVO,ART0001398,ART0000849,ODP19-01110,9.0,29.0
2255,56231,CONSUNTIVO,ART0001399,ART0000849,ODP19-01110,9.0,36.6
2256,56232,CONSUNTIVO,ART0005843,ART0000849,ODP19-01110,18.0,17.5
2257,56233,CONSUNTIVO,ART0005226,ART0000849,ODP19-01110,9.0,1.76
2258,56234,CONSUNTIVO,ART0002503,ART0000849,ODP19-01110,9.0,112.5
2259,58001,CONSUNTIVO,ART0001882,ART0000849,ODP19-01726,2.0,234.53
2260,58002,CONSUNTIVO,ART0001777,ART0000849,ODP19-01726,2.0,73.35
2261,58003,CONSUNTIVO,ART0001398,ART0000849,ODP19-01726,2.0,6.0
2262,58004,CONSUNTIVO,ART0001399,ART0000849,ODP19-01726,2.0,7.6
2263,58005,CONSUNTIVO,ART0005843,ART0000849,ODP19-01726,4.0,14.0
2264,58006,CONSUNTIVO,ART0005226,ART0000849,ODP19-01726,2.0,0.39
2265,58007,CONSUNTIVO,ART0002503,ART0000849,ODP19-01726,2.0,49.33
2266,22261,BUDGET,ART0001891,ART0000850,ODP16-14652,5.0,496.26
2267,22262,BUDGET,ART0001779,ART0000850,ODP16-14652,5.0,170.94
2268,22263,BUDGET,ART0005222,ART0000850,ODP16-14652,10.0,10.75
2269,22264,BUDGET,ART0001404,ART0000850,ODP16-14652,10.0,23.44
2270,22265,BUDGET,ART0005223,ART0000850,ODP16-14652,5.0,0.56
2271,25750,BUDGET,ART0001891,ART0000850,ODP17-02710,3.0,297.75
2272,25751,BUDGET,ART0001779,ART0000850,ODP17-02710,3.0,102.56
2273,25752,BUDGET,ART0005222,ART0000850,ODP17-02710,6.0,12.0
2274,25753,BUDGET,ART0001404,ART0000850,ODP17-02710,6.0,14.06
2275,25754,BUDGET,ART0005223,ART0000850,ODP17-02710,3.0,0.34
2276,43129,CONSUNTIVO,ART0001891,ART0000850,ODP18-03196,5.0,646.44
2277,43130,CONSUNTIVO,ART0001779,ART0000850,ODP18-03196,5.0,204.6
2278,43131,CONSUNTIVO,ART0005222,ART0000850,ODP18-03196,10.0,23.0
2279,43132,CONSUNTIVO,ART0001404,ART0000850,ODP18-03196,10.0,16.67
2280,43133,CONSUNTIVO,ART0005223,ART0000850,ODP18-03196,5.0,0.56
2281,56949,CONSUNTIVO,ART0001891,ART0000850,ODP19-01741,5.0,626.32
2282,56950,CONSUNTIVO,ART0001779,ART0000850,ODP19-01741,5.0,143.52
2283,56951,CONSUNTIVO,ART0005222,ART0000850,ODP19-01741,10.0,23.0
2284,56952,CONSUNTIVO,ART0001404,ART0000850,ODP19-01741,10.0,16.67
2285,56953,CONSUNTIVO,ART0005223,ART0000850,ODP19-01741,5.0,0.56
2286,58236,CONSUNTIVO,ART0001891,ART0000850,ODP19-01583,5.0,646.43
2287,58237,CONSUNTIVO,ART0001779,ART0000850,ODP19-01583,5.0,204.6
2288,58238,CONSUNTIVO,ART0005222,ART0000850,ODP19-01583,10.0,23.0
2289,58239,CONSUNTIVO,ART0001404,ART0000850,ODP19-01583,10.0,16.67
2290,58240,CONSUNTIVO,ART0005223,ART0000850,ODP19-01583,5.0,0.56
2291,29982,BUDGET,ART0001908,ART0000851,ODP17-07396,15.0,533.56
2292,29983,BUDGET,ART0001799,ART0000851,ODP17-07396,15.0,693.34
2293,29984,BUDGET,ART0001406,ART0000851,ODP17-07396,30.0,40.88
2294,29985,BUDGET,ART0005477,ART0000851,ODP17-07396,15.0,1.3
2295,29986,BUDGET,ART0005478,ART0000851,ODP17-07396,45.0,96.0
2296,32341,BUDGET,ART0001908,ART0000851,ODP17-10421,15.0,539.59
2297,32342,BUDGET,ART0001799,ART0000851,ODP17-10421,15.0,693.34
2298,32343,BUDGET,ART0001406,ART0000851,ODP17-10421,30.0,51.25
2299,32344,BUDGET,ART0005477,ART0000851,ODP17-10421,15.0,1.29
2300,32345,BUDGET,ART0005478,ART0000851,ODP17-10421,45.0,99.0
2301,38866,CONSUNTIVO,ART0001908,ART0000851,ODP18-02127,15.0,489.03
2302,38867,CONSUNTIVO,ART0001799,ART0000851,ODP18-02127,15.0,811.69
2303,38868,CONSUNTIVO,ART0001406,ART0000851,ODP18-02127,30.0,53.71
2304,38869,CONSUNTIVO,ART0005477,ART0000851,ODP18-02127,15.0,1.29
2305,38870,CONSUNTIVO,ART0005478,ART0000851,ODP18-02127,45.0,99.0
2306,42096,CONSUNTIVO,ART0001908,ART0000851,ODP18-04054,15.0,334.38
2307,42097,CONSUNTIVO,ART0001799,ART0000851,ODP18-04054,15.0,811.69
2308,42098,CONSUNTIVO,ART0001406,ART0000851,ODP18-04054,30.0,52.16
2309,42099,CONSUNTIVO,ART0005477,ART0000851,ODP18-04054,15.0,1.29
2310,42100,CONSUNTIVO,ART0005478,ART0000851,ODP18-04054,45.0,99.0
2311,44198,CONSUNTIVO,ART0001908,ART0000851,ODP18-05318,15.0,347.66
2312,44199,CONSUNTIVO,ART0001799,ART0000851,ODP18-05318,15.0,753.89
2313,44200,CONSUNTIVO,ART0001406,ART0000851,ODP18-05318,30.0,52.23
2314,44201,CONSUNTIVO,ART0005477,ART0000851,ODP18-05318,15.0,1.29
2315,44202,CONSUNTIVO,ART0005478,ART0000851,ODP18-05318,45.0,99.0
2316,51320,CONSUNTIVO,ART0001908,ART0000851,ODP18-08127,15.0,420.23
2317,51321,CONSUNTIVO,ART0001799,ART0000851,ODP18-08127,15.0,1044.02
2318,51322,CONSUNTIVO,ART0001406,ART0000851,ODP18-08127,30.0,52.22
2319,51323,CONSUNTIVO,ART0005477,ART0000851,ODP18-08127,15.0,1.3
2320,51324,CONSUNTIVO,ART0005478,ART0000851,ODP18-08127,45.0,99.0
2321,54629,CONSUNTIVO,ART0001908,ART0000851,ODP19-00104,15.0,418.62
2322,54630,CONSUNTIVO,ART0001799,ART0000851,ODP19-00104,15.0,858.31
2323,54631,CONSUNTIVO,ART0001406,ART0000851,ODP19-00104,30.0,52.22
2324,54632,CONSUNTIVO,ART0005477,ART0000851,ODP19-00104,15.0,1.29
2325,54633,CONSUNTIVO,ART0005478,ART0000851,ODP19-00104,45.0,99.0
2326,30449,BUDGET,ART0001807,ART0000853,ODP17-02480,50.0,2617.28
2327,30450,BUDGET,ART0001917,ART0000853,ODP17-02480,50.0,4095.08
2328,30451,BUDGET,ART0003839,ART0000853,ODP17-02480,100.0,500.0
2329,34066,BUDGET,ART0001807,ART0000853,ODP17-03175,30.0,1621.65
2330,34067,BUDGET,ART0001917,ART0000853,ODP17-03175,30.0,2333.16
2331,34068,BUDGET,ART0003839,ART0000853,ODP17-03175,60.0,300.0
2332,39324,CONSUNTIVO,ART0001807,ART0000853,ODP17-15044,40.0,2675.14
2333,39325,CONSUNTIVO,ART0001917,ART0000853,ODP17-15044,40.0,3376.95
2334,39326,CONSUNTIVO,ART0003839,ART0000853,ODP17-15044,80.0,454.0
2335,45532,CONSUNTIVO,ART0001807,ART0000853,ODP18-05772,18.0,1038.53
2336,45533,CONSUNTIVO,ART0001917,ART0000853,ODP18-05772,18.0,1624.43
2337,45534,CONSUNTIVO,ART0003839,ART0000853,ODP18-05772,36.0,207.0
2338,46578,CONSUNTIVO,ART0001807,ART0000853,ODP18-06753,10.0,571.31
2339,46579,CONSUNTIVO,ART0001917,ART0000853,ODP18-06753,10.0,902.46
2340,46580,CONSUNTIVO,ART0003839,ART0000853,ODP18-06753,20.0,115.0
2341,53240,CONSUNTIVO,ART0001807,ART0000853,ODP18-06048,40.0,2556.83
2342,53241,CONSUNTIVO,ART0001917,ART0000853,ODP18-06048,40.0,3404.94
2343,53242,CONSUNTIVO,ART0003839,ART0000853,ODP18-06048,80.0,460.0
2344,54741,CONSUNTIVO,ART0001807,ART0000853,ODP18-06754,2.0,128.94
2345,54742,CONSUNTIVO,ART0001917,ART0000853,ODP18-06754,2.0,169.71
2346,54743,CONSUNTIVO,ART0003839,ART0000853,ODP18-06754,4.0,23.0
2347,57037,CONSUNTIVO,ART0001807,ART0000853,ODP19-02543,4.0,257.89
2348,57038,CONSUNTIVO,ART0001917,ART0000853,ODP19-02543,4.0,339.42
2349,57039,CONSUNTIVO,ART0003839,ART0000853,ODP19-02543,8.0,46.0
2350,57774,CONSUNTIVO,ART0001807,ART0000853,ODP19-01821,4.0,257.89
2351,57775,CONSUNTIVO,ART0001917,ART0000853,ODP19-01821,4.0,339.42
2352,57776,CONSUNTIVO,ART0003839,ART0000853,ODP19-01821,8.0,46.0
2353,34555,BUDGET,ART0005919,ART0000877,ODP17-13155,960.0,135.14
2354,45071,CONSUNTIVO,ART0005919,ART0000877,ODP18-05725,690.0,101.56
2355,66457,CONSUNTIVO,ART0007166,ART0000877,ODP19-06659,3.0,107.45
2356,34554,BUDGET,ART0005919,ART0000878,ODP17-13155,960.0,135.16
2357,45070,CONSUNTIVO,ART0005919,ART0000878,ODP18-05725,690.0,100.48
2358,66521,CONSUNTIVO,ART0005919,ART0000878,ODP19-06659,681.0,100.24
2359,34560,BUDGET,ART0005425,ART0000879,ODP17-13155,100.0,124.31
2360,45076,CONSUNTIVO,ART0005425,ART0000879,ODP18-05725,78.0,96.97
2361,66732,CONSUNTIVO,ART0005425,ART0000879,ODP19-06659,81.0,103.66
2362,34561,BUDGET,ART0001083,ART0000880,ODP17-13155,400.0,12.94
2363,45077,CONSUNTIVO,ART0001078,ART0000880,ODP18-05725,431.0,12.75
2364,67412,CONSUNTIVO,ART0001083,ART0000880,ODP19-06659,340.0,11.22
2365,34553,BUDGET,ART0001083,ART0000881,ODP17-13155,1320.0,48.28
2366,45069,CONSUNTIVO,ART0001078,ART0000881,ODP18-05725,990.0,29.28
2367,66695,CONSUNTIVO,ART0001083,ART0000881,ODP19-06659,993.0,32.77
2368,34552,BUDGET,ART0005275,ART0000882,ODP17-13155,2320.0,22.04
2369,45068,CONSUNTIVO,ART0005405,ART0000882,ODP18-05725,2190.0,16.43
2370,34557,BUDGET,ART0005920,ART0000883,ODP17-13155,8.0,56.0
2371,34558,BUDGET,ART0001083,ART0000883,ODP17-13155,220.0,8.05
2372,45073,CONSUNTIVO,ART0005920,ART0000883,ODP18-05725,6.0,14.0
2373,45074,CONSUNTIVO,ART0005339,ART0000883,ODP18-05725,185.0,3.3
2374,34559,BUDGET,ART0005873,ART0000885,ODP17-13155,1700.0,39.34
2375,45075,CONSUNTIVO,ART0005873,ART0000885,ODP18-05725,1278.0,31.69
2376,66269,CONSUNTIVO,ART0005873,ART0000885,ODP19-06659,1281.0,32.22
2377,34563,BUDGET,ART0005921,ART0000887,ODP17-13155,1980.0,55.44
2378,45079,CONSUNTIVO,ART0005921,ART0000887,ODP18-05725,992.0,32.28
2379,66686,CONSUNTIVO,ART0005921,ART0000887,ODP19-06659,990.0,32.67
2380,34562,BUDGET,ART0005921,ART0000888,ODP17-13155,740.0,20.94
2381,45078,CONSUNTIVO,ART0005921,ART0000888,ODP18-05725,558.0,15.62
2382,66687,CONSUNTIVO,ART0005921,ART0000888,ODP19-06659,370.0,12.21
2383,66688,CONSUNTIVO,ART0005793,ART0000888,ODP19-06659,120.0,1.34
2384,34565,BUDGET,ART0005399,ART0000889,ODP17-13155,270.0,6.8
2385,45082,CONSUNTIVO,ART0005399,ART0000889,ODP18-05725,330.0,8.19
2386,67925,CONSUNTIVO,ART0005399,ART0000889,ODP19-06659,201.0,4.99
2387,67926,CONSUNTIVO,ART0005327,ART0000889,ODP19-06659,231.0,15.65
2388,34564,BUDGET,ART0005922,ART0000890,ODP17-13155,200.0,2.16
2389,45081,CONSUNTIVO,ART0005922,ART0000890,ODP18-05725,357.0,3.92
2390,34604,BUDGET,ART0005922,ART0000891,ODP17-14202,1750.0,18.93
2391,68013,CONSUNTIVO,ART0005922,ART0000891,ODP19-06659,1050.0,11.54
2392,25054,BUDGET,ART0005446,ART0000893,ODP17-02242,660.0,3.25
2393,25055,BUDGET,ART0005416,ART0000893,ODP17-02242,90.0,7.02
2394,34566,BUDGET,ART0005446,ART0000893,ODP17-13155,1280.0,6.3
2395,34567,BUDGET,ART0005923,ART0000893,ODP17-13155,180.0,16.54
2396,45083,CONSUNTIVO,ART0005446,ART0000893,ODP18-05725,1580.0,7.79
2397,45084,CONSUNTIVO,ART0006270,ART0000893,ODP18-05725,225.0,24.59
2398,67593,CONSUNTIVO,ART0005446,ART0000893,ODP19-06659,990.0,4.87
2399,67594,CONSUNTIVO,ART0005923,ART0000893,ODP19-06659,138.0,12.68
2400,21909,BUDGET,ART0001767,ART0001017,ODP16-15843,1.0,65.97
2401,21910,BUDGET,ART0001879,ART0001017,ODP16-15843,1.0,149.12
2402,21911,BUDGET,ART0001395,ART0001017,ODP16-15843,1.0,0.0
2403,21912,BUDGET,ART0003832,ART0001017,ODP16-15843,3.0,8.25
2404,21913,BUDGET,ART0005163,ART0001017,ODP16-15843,1.0,0.53
2405,21916,BUDGET,ART0001767,ART0001017,ODP16-16663,1.0,65.97
2406,21917,BUDGET,ART0001879,ART0001017,ODP16-16663,1.0,149.12
