,NrMovimento,Budget/cons,CodiceMP,NrArticolo,NrDocumento,QuantityMPImpiegata,ImportoCostoTOTALE
1292,32847,BUDGET,ART0005411,ART0002240,ODP17-10446,86.0,7.8
1293,32848,BUDGET,ART0005847,ART0002452,ODP17-10446,400.0,61.5
1294,32849,BUDGET,ART0005161,ART0002555,ODP17-10446,60.0,8.22
1295,32850,BUDGET,ART0005635,ART0002556,ODP17-10446,56.0,6.61
1296,32852,BUDGET,ART0005460,ART0002968,ODP17-10446,40.0,15.62
1297,32853,BUDGET,ART0005460,ART0002969,ODP17-10446,30.0,11.72
1298,32855,BUDGET,ART0005158,ART0001185,ODP17-10614,860.0,46.78
1299,32856,BUDGET,ART0001076,ART0002866,ODP17-10614,460.0,158.7
1300,32859,BUDGET,ART0001866,ART0000795,ODP17-10489,15.0,2171.35
1301,32860,BUDGET,ART0001759,ART0000795,ODP17-10489,15.0,461.4
1302,32861,BUDGET,ART0005137,ART0000795,ODP17-10489,15.0,0.0
1303,32862,BUDGET,ART0005152,ART0000795,ODP17-10489,15.0,0.0
1304,32863,BUDGET,ART0003832,ART0000795,ODP17-10489,30.0,86.1
1305,32864,BUDGET,ART0005153,ART0000795,ODP17-10489,15.0,5.46
1306,32865,BUDGET,ART0005160,ART0001866,ODP17-10489,3400.0,745.12
1307,32866,BUDGET,ART0005227,ART0001759,ODP17-10489,1500.0,115.2
1308,32867,BUDGET,ART0005848,ART0000121,ODP17-09469,16.0,61.92
1309,32879,BUDGET,ART0005851,ART0004375,ODP17-10737,720.0,17.84
1310,32885,BUDGET,ART0005632,ART0002498,ODP17-10422,1.0,8.0
1311,32959,BUDGET,ART0005855,ART0004659,ODP17-10509,15240.0,33.87
1312,32960,BUDGET,ART0005856,ART0004660,ODP17-10509,1440.0,44.35
1313,32962,BUDGET,ART0005685,ART0004717,ODP17-10509,1690.0,8.45
1314,32964,BUDGET,ART0005176,ART0005136,ODP17-13288,32.0,0.0
1315,32966,BUDGET,ART0005813,ART0002423,ODP17-10424,725.0,0.89
1316,32967,BUDGET,ART0005176,ART0005136,ODP17-11971,2.0,0.0
1317,32968,BUDGET,ART0005176,ART0005136,ODP17-11971,2.0,0.0
1318,33014,BUDGET,ART0005863,ART0005136,ODP17-11970,6.0,0.0
1319,33015,BUDGET,ART0005470,ART0005136,ODP17-11970,50.0,0.0
1320,33016,BUDGET,ART0005864,ART0004392,ODP17-10822,30.0,294.0
1321,33018,BUDGET,ART0005667,ART0004420,ODP17-11293,132.0,5.49
1322,33188,BUDGET,ART0001921,ART0000752,ODP17-11884,6.0,640.77
1323,33189,BUDGET,ART0001811,ART0000752,ODP17-11884,6.0,640.73
1324,33190,BUDGET,ART0001409,ART0000752,ODP17-11884,6.0,12.66
1325,33191,BUDGET,ART0005242,ART0000752,ODP17-11884,12.0,15.36
1326,33192,BUDGET,ART0005283,ART0000752,ODP17-11884,6.0,0.52
1327,33193,BUDGET,ART0005284,ART0000752,ODP17-11884,6.0,0.0
1328,33194,BUDGET,ART0005150,ART0000752,ODP17-11884,6.0,0.0
1329,33205,BUDGET,ART0001935,ART0000796,ODP17-10503,1.0,361.12
1330,33206,BUDGET,ART0001825,ART0000796,ODP17-10503,1.0,137.1
1331,33207,BUDGET,ART0003832,ART0000796,ODP17-10503,3.0,8.61
1332,33208,BUDGET,ART0005840,ART0000796,ODP17-10503,1.0,0.0
1333,33209,BUDGET,ART0005152,ART0000796,ODP17-10503,1.0,0.0
1334,33210,BUDGET,ART0005232,ART0001935,ODP17-10503,170.0,18.62
1335,33211,BUDGET,ART0005227,ART0001825,ODP17-10503,86.0,6.6
1336,33212,BUDGET,ART0001929,ART0000788,ODP17-10688,1.0,198.56
1337,33213,BUDGET,ART0001820,ART0000788,ODP17-10688,1.0,71.68
1338,33214,BUDGET,ART0005137,ART0000788,ODP17-10688,1.0,0.0
1339,33215,BUDGET,ART0005138,ART0000788,ODP17-10688,1.0,0.0
1340,33216,BUDGET,ART0005139,ART0000788,ODP17-10688,1.0,0.32
1341,33217,BUDGET,ART0003831,ART0000788,ODP17-10688,2.0,5.75
1342,33220,BUDGET,ART0001929,ART0000788,ODP17-11316,1.0,198.56
1343,33221,BUDGET,ART0001820,ART0000788,ODP17-11316,1.0,71.68
1344,33222,BUDGET,ART0005137,ART0000788,ODP17-11316,1.0,0.0
1345,33223,BUDGET,ART0005138,ART0000788,ODP17-11316,1.0,0.0
1346,33224,BUDGET,ART0005139,ART0000788,ODP17-11316,1.0,0.32
1347,33225,BUDGET,ART0003831,ART0000788,ODP17-11316,2.0,5.75
1348,33231,BUDGET,ART0001085,ART0001767,ODP17-10735,270.0,33.4
1349,33233,BUDGET,ART0001880,ART0000772,ODP17-11317,1.0,163.82
1350,33234,BUDGET,ART0001768,ART0000772,ODP17-11317,1.0,72.09
1351,33235,BUDGET,ART0005145,ART0000772,ODP17-11317,1.0,0.0
1352,33236,BUDGET,ART0005137,ART0000772,ODP17-11317,1.0,0.0
1353,33237,BUDGET,ART0003831,ART0000772,ODP17-11317,3.0,8.63
1354,33238,BUDGET,ART0005146,ART0000772,ODP17-11317,1.0,0.0
1355,33239,BUDGET,ART0001931,ART0000826,ODP17-10501,3.0,1517.0
1356,33240,BUDGET,ART0001821,ART0000826,ODP17-10501,3.0,610.73
1357,33241,BUDGET,ART0002554,ART0000826,ODP17-10501,3.0,139.53
1358,33242,BUDGET,ART0002553,ART0000826,ODP17-10501,3.0,123.15
1359,33243,BUDGET,ART0005301,ART0000826,ODP17-10501,3.0,0.0
1360,33244,BUDGET,ART0005302,ART0000826,ODP17-10501,3.0,0.0
1361,33245,BUDGET,ART0003834,ART0000826,ODP17-10501,12.0,62.1
1362,33246,BUDGET,ART0005160,ART0001931,ODP17-10501,705.0,154.5
1363,33247,BUDGET,ART0005649,ART0001821,ODP17-10501,660.0,151.43
1364,33248,BUDGET,ART0005317,ART0002554,ODP17-10501,78.0,4.2
1365,33253,BUDGET,ART0001913,ART0000786,ODP17-10757,3.0,859.74
1366,33254,BUDGET,ART0001786,ART0000786,ODP17-10757,3.0,149.66
1367,33255,BUDGET,ART0001391,ART0000786,ODP17-10757,3.0,8.48
1368,33256,BUDGET,ART0001387,ART0000786,ODP17-10757,3.0,9.07
1369,33257,BUDGET,ART0005139,ART0000786,ODP17-10757,3.0,0.67
1370,33258,BUDGET,ART0003831,ART0000786,ODP17-10757,9.0,25.88
1371,33259,BUDGET,ART0002504,ART0000786,ODP17-10757,3.0,88.76
1372,33260,BUDGET,ART0001898,ART0001913,ODP17-10757,3.0,707.24
1373,33261,BUDGET,ART0005148,ART0001786,ODP17-10757,540.0,62.21
1374,33409,BUDGET,ART0005314,ART0001575,ODP17-13201,2240.0,0.8
1375,33411,BUDGET,ART0005867,ART0004889,ODP17-11123,3.0,40.0
1376,33459,BUDGET,ART0005634,ART0001202,ODP17-11972,1.0,12.0
1377,33460,BUDGET,ART0005868,ART0001202,ODP17-11972,430.0,65.23
1378,33461,BUDGET,ART0005727,ART0001203,ODP17-11972,1.0,30.0
1379,33462,BUDGET,ART0005411,ART0001203,ODP17-11972,480.0,43.52
1380,33464,BUDGET,ART0005231,ART0002508,ODP17-11972,23.0,5.07
1381,33465,BUDGET,ART0005869,ART0000157,ODP17-10507,1.0,45.0
1382,33540,BUDGET,ART0001080,ART0005136,ODP17-10736,620.0,1.21
1383,33541,BUDGET,ART0005216,ART0005136,ODP17-10736,2.0,0.0
1384,33543,BUDGET,ART0005209,ART0000625,ODP17-10512,2400.0,145.0
1385,33544,BUDGET,ART0005373,ART0000627,ODP17-10512,3125.0,123.97
1386,33545,BUDGET,ART0005211,ART0000635,ODP17-10512,10.0,30.0
1387,33546,BUDGET,ART0005373,ART0000639,ODP17-10512,950.0,34.44
1388,33547,BUDGET,ART0005287,ART0000644,ODP17-10512,2971.0,89.43
1389,33548,BUDGET,ART0005871,ART0000645,ODP17-10512,1300.0,158.66
1390,33562,BUDGET,ART0001940,ART0000811,ODP17-10690,2.0,610.82
1391,33563,BUDGET,ART0001830,ART0000811,ODP17-10690,2.0,142.19
1392,33564,BUDGET,ART0005261,ART0000811,ODP17-10690,2.0,0.0
1393,33565,BUDGET,ART0005262,ART0000811,ODP17-10690,2.0,0.0
1394,33566,BUDGET,ART0001514,ART0000811,ODP17-10690,2.0,79.36
1395,33567,BUDGET,ART0003832,ART0000811,ODP17-10690,10.0,28.7
1396,33568,BUDGET,ART0005461,ART0000811,ODP17-10690,2.0,0.63
1397,33569,BUDGET,ART0005669,ART0000811,ODP17-10690,2.0,0.97
1398,33570,BUDGET,ART0005872,ART0001940,ODP17-10690,4.0,18.0
1399,33571,BUDGET,ART0005142,ART0001940,ODP17-10690,800.0,48.12
1400,33572,BUDGET,ART0005227,ART0001830,ODP17-10690,600.0,46.08
1401,33573,BUDGET,ART0005227,ART0001514,ODP17-10690,172.0,13.21
1402,33602,BUDGET,ART0005857,ART0004711,ODP17-10738,4200.0,44.66
1403,33604,BUDGET,ART0005873,ART0004697,ODP17-10738,265.0,6.13
1404,33673,BUDGET,ART0001841,ART0000845,ODP17-10699,1.0,418.74
1405,33674,BUDGET,ART0001951,ART0000845,ODP17-10699,1.0,770.49
1406,33675,BUDGET,ART0005406,ART0000845,ODP17-10699,1.0,0.0
1407,33676,BUDGET,ART0005407,ART0000845,ODP17-10699,1.0,0.0
1408,33677,BUDGET,ART0002015,ART0000845,ODP17-10699,1.0,74.08
1409,33678,BUDGET,ART0002070,ART0000845,ODP17-10699,1.0,74.76
1410,33679,BUDGET,ART0003833,ART0000845,ODP17-10699,4.0,24.38
1411,33680,BUDGET,ART0005408,ART0000845,ODP17-10699,1.0,8.16
1412,33681,BUDGET,ART0005409,ART0001841,ODP17-10699,260.0,88.09
1413,33682,BUDGET,ART0005797,ART0001951,ODP17-10699,1.0,10.0
1414,33683,BUDGET,ART0005824,ART0001951,ODP17-10699,280.0,40.49
1415,33684,BUDGET,ART0005409,ART0002015,ODP17-10699,20.0,6.78
1416,33685,BUDGET,ART0005877,ART0002070,ODP17-10699,23.0,2.26
1417,33687,BUDGET,ART0005878,ART0003167,ODP17-12282,200.0,0.22
1418,33688,BUDGET,ART0005241,ART0003167,ODP17-12282,100.0,0.45
1419,33689,BUDGET,ART0005739,ART0003169,ODP17-12282,560.0,4.67
1420,33690,BUDGET,ART0005879,ART0003169,ODP17-12282,4.0,72.0
1421,33691,BUDGET,ART0005880,ART0004924,ODP17-12282,2745.0,80.91
1422,33692,BUDGET,ART0005857,ART0004924,ODP17-12282,1260.0,13.4
1423,33693,BUDGET,ART0005537,ART0004898,ODP17-12282,936.0,3.13
1424,33694,BUDGET,ART0005181,ART0004901,ODP17-12282,624.0,3.44
1425,33695,BUDGET,ART0005488,ART0004902,ODP17-12282,1560.0,106.7
1426,33696,BUDGET,ART0001082,ART0004904,ODP17-12282,560.0,11.17
1427,33697,BUDGET,ART0005880,ART0004919,ODP17-12282,915.0,26.97
1428,33698,BUDGET,ART0005857,ART0004919,ODP17-12282,420.0,4.47
1429,33699,BUDGET,ART0005397,ART0005136,ODP17-12518,420.0,11.19
1430,33728,BUDGET,ART0002358,ART0002370,ODP17-13200,3.0,106.02
1431,33739,BUDGET,ART0005383,ART0002747,ODP17-11230,150.0,88.73
1432,33740,BUDGET,ART0005682,ART0002938,ODP17-11230,2.0,69.0
1433,33741,BUDGET,ART0005383,ART0002938,ODP17-11230,30.0,17.75
1434,33742,BUDGET,ART0005383,ART0002949,ODP17-11230,56.0,33.13
1435,33795,BUDGET,ART0005883,ART0004656,ODP17-10514,1440.0,10.37
1436,33798,BUDGET,ART0005886,ART0004689,ODP17-10514,725.0,19.94
1437,33805,BUDGET,ART0005888,ART0004718,ODP17-10514,70.0,0.36
1438,33806,BUDGET,ART0005875,ART0004737,ODP17-10514,600.0,8.0
1439,33871,BUDGET,ART0005160,ART0001099,ODP17-11229,1060.0,255.53
1440,33872,BUDGET,ART0005568,ART0001100,ODP17-11229,328.0,33.98
1441,33874,BUDGET,ART0005154,ART0001102,ODP17-11229,308.0,18.21
1442,33876,BUDGET,ART0005154,ART0001104,ODP17-11229,332.0,19.62
1443,33885,BUDGET,ART0005891,ART0000226,ODP17-10413,940.0,40.31
1444,34017,BUDGET,ART0005712,ART0005028,ODP17-11318,400.0,96.9
1445,34018,BUDGET,ART0005712,ART0005028,ODP17-11318,800.0,198.27
1446,34019,BUDGET,ART0005892,ART0000151,ODP17-10636,5.0,40.0
1447,34020,BUDGET,ART0005893,ART0000152,ODP17-10636,100.0,12.69
1448,34021,BUDGET,ART0005593,ART0003824,ODP17-10636,1025.0,6.09
1449,34058,BUDGET,ART0001077,ART0003984,ODP17-10594,46.0,0.58
1450,34061,BUDGET,ART0005216,ART0003132,ODP17-13346,6.0,0.0
1451,34062,BUDGET,ART0005399,ART0003844,ODP17-13346,132.0,3.33
1452,34066,BUDGET,ART0001807,ART0000853,ODP17-03175,30.0,1621.65
1453,34067,BUDGET,ART0001917,ART0000853,ODP17-03175,30.0,2333.16
1454,34068,BUDGET,ART0003839,ART0000853,ODP17-03175,60.0,300.0
1455,34069,BUDGET,ART0005460,ART0001807,ODP17-03175,1325.0,517.42
1456,34070,BUDGET,ART0005714,ART0001917,ODP17-03175,1575.0,277.2
1457,34074,BUDGET,ART0001868,ART0000748,ODP17-10871,50.0,1308.66
1458,34075,BUDGET,ART0001756,ART0000748,ODP17-10871,50.0,1212.5
1459,34076,BUDGET,ART0005432,ART0000748,ODP17-10871,50.0,175.0
1460,34077,BUDGET,ART0005433,ART0000748,ODP17-10871,50.0,50.0
1461,34078,BUDGET,ART0005242,ART0000748,ODP17-10871,100.0,142.63
1462,34079,BUDGET,ART0005243,ART0000748,ODP17-10871,50.0,5.6
1463,34080,BUDGET,ART0005677,ART0000748,ODP17-10871,50.0,12.6
1464,34081,BUDGET,ART0005434,ART0001868,ODP17-10871,8000.0,158.66
1465,34083,BUDGET,ART0005314,ART0001575,ODP17-14423,1080.0,0.39
1466,34088,BUDGET,ART0001923,ART0000804,ODP17-10505,2.0,537.16
1467,34089,BUDGET,ART0001813,ART0000804,ODP17-10505,2.0,108.79
1468,34090,BUDGET,ART0001989,ART0000804,ODP17-10505,2.0,9.99
1469,34091,BUDGET,ART0005261,ART0000804,ODP17-10505,2.0,0.0
1470,34092,BUDGET,ART0005262,ART0000804,ODP17-10505,2.0,0.0
1471,34093,BUDGET,ART0005412,ART0000804,ODP17-10505,2.0,0.98
1472,34094,BUDGET,ART0003832,ART0000804,ODP17-10505,4.0,11.48
1473,34095,BUDGET,ART0005142,ART0001923,ODP17-10505,630.0,37.89
1474,34096,BUDGET,ART0005429,ART0001923,ODP17-10505,5.0,105.0
1475,34097,BUDGET,ART0005227,ART0001813,ODP17-10505,475.0,36.48
1476,34147,BUDGET,ART0001942,ART0000812,ODP17-11266,6.0,1676.34
1477,34148,BUDGET,ART0001832,ART0000812,ODP17-11266,6.0,534.66
1478,34149,BUDGET,ART0002020,ART0000812,ODP17-11266,6.0,63.02
1479,34150,BUDGET,ART0002120,ART0000812,ODP17-11266,6.0,33.73
1480,34151,BUDGET,ART0005669,ART0000812,ODP17-11266,6.0,2.9
1481,34152,BUDGET,ART0003832,ART0000812,ODP17-11266,30.0,86.1
1482,34153,BUDGET,ART0005261,ART0000812,ODP17-11266,6.0,0.0
1483,34154,BUDGET,ART0005262,ART0000812,ODP17-11266,6.0,0.0
1484,34155,BUDGET,ART0005160,ART0001942,ODP17-11266,1140.0,274.85
1485,34156,BUDGET,ART0005227,ART0001832,ODP17-11266,1050.0,80.64
1486,34159,BUDGET,ART0005568,ART0001208,ODP17-12364,82.0,8.5
1487,34166,BUDGET,ART0005296,ART0003263,ODP17-12364,60.0,0.02
1488,34172,BUDGET,ART0005229,ART0001154,ODP17-12600,5875.0,44.55
1489,34182,BUDGET,ART0001923,ART0000804,ODP17-13014,2.0,537.16
1490,34183,BUDGET,ART0001813,ART0000804,ODP17-13014,2.0,108.79
1491,34184,BUDGET,ART0001989,ART0000804,ODP17-13014,2.0,9.99
1492,34185,BUDGET,ART0005261,ART0000804,ODP17-13014,2.0,0.0
1493,34186,BUDGET,ART0005262,ART0000804,ODP17-13014,2.0,0.0
1494,34187,BUDGET,ART0005412,ART0000804,ODP17-13014,2.0,0.98
1495,34188,BUDGET,ART0003832,ART0000804,ODP17-13014,4.0,11.48
1496,34307,BUDGET,ART0005356,ART0001628,ODP17-12155,780.0,1.28
1497,34315,BUDGET,ART0005698,ART0002070,ODP17-15061,25.0,11.41
1498,34378,BUDGET,ART0005176,ART0005136,ODP17-14994,6.0,0.0
1499,34385,BUDGET,ART0005185,ART0002102,ODP17-12738,540.0,5.22
1500,34388,BUDGET,ART0005908,ART0002411,ODP17-12738,1000.0,19.8
1501,34389,BUDGET,ART0005909,ART0002411,ODP17-12738,600.0,13.25
1502,34402,BUDGET,ART0001895,ART0000782,ODP17-13344,1.0,114.74
1503,34403,BUDGET,ART0001783,ART0000782,ODP17-13344,1.0,65.6
1504,34404,BUDGET,ART0001391,ART0000782,ODP17-13344,1.0,2.83
1505,34405,BUDGET,ART0001387,ART0000782,ODP17-13344,1.0,3.02
1506,34406,BUDGET,ART0003831,ART0000782,ODP17-13344,2.0,5.75
1507,34407,BUDGET,ART0005139,ART0000782,ODP17-13344,1.0,0.32
1508,34408,BUDGET,ART0002490,ART0000782,ODP17-13344,1.0,18.71
1509,34409,BUDGET,ART0005300,ART0000782,ODP17-13344,4.0,0.11
1510,34410,BUDGET,ART0001895,ART0000782,ODP17-11844,1.0,114.74
1511,34411,BUDGET,ART0001783,ART0000782,ODP17-11844,1.0,65.6
1512,34412,BUDGET,ART0001391,ART0000782,ODP17-11844,1.0,2.83
1513,34413,BUDGET,ART0001387,ART0000782,ODP17-11844,1.0,3.02
1514,34414,BUDGET,ART0003831,ART0000782,ODP17-11844,2.0,5.75
1515,34415,BUDGET,ART0005139,ART0000782,ODP17-11844,1.0,0.32
1516,34416,BUDGET,ART0002490,ART0000782,ODP17-11844,1.0,18.71
1517,34417,BUDGET,ART0005300,ART0000782,ODP17-11844,4.0,0.11
1518,34419,BUDGET,ART0005411,ART0002490,ODP17-11844,180.0,16.32
1519,34420,BUDGET,ART0005504,ART0001215,ODP17-12158,510.0,42.27
1520,34421,BUDGET,ART0005729,ART0001605,ODP17-12158,2580.0,1.72
1521,34422,BUDGET,ART0005912,ART0001606,ODP17-12158,2520.0,7.14
1522,34425,BUDGET,ART0005913,ART0002191,ODP17-12158,40.0,13.57
1523,34426,BUDGET,ART0005914,ART0002450,ODP17-12158,540.0,94.77
1524,34427,BUDGET,ART0005468,ART0002961,ODP17-12158,40.0,30.42
1525,34428,BUDGET,ART0005468,ART0002962,ODP17-12158,40.0,30.42
1526,34429,BUDGET,ART0005468,ART0002963,ODP17-12158,36.0,27.38
1527,34431,BUDGET,ART0005144,ART0001493,ODP17-11008,23.0,17.89
1528,34432,BUDGET,ART0005313,ART0001636,ODP17-11008,1660.0,2.03
1529,34433,BUDGET,ART0005181,ART0001637,ODP17-11008,1720.0,9.3
1530,34435,BUDGET,ART0005462,ART0001745,ODP17-11008,185.0,74.59
1531,34436,BUDGET,ART0005154,ART0002228,ODP17-11008,48.0,2.84
1532,34437,BUDGET,ART0005232,ART0002262,ODP17-11008,40.0,4.38
1533,34438,BUDGET,ART0005411,ART0002263,ODP17-11008,38.0,3.45
1534,34439,BUDGET,ART0005463,ART0002455,ODP17-11008,450.0,116.91
1535,34440,BUDGET,ART0005464,ART0002456,ODP17-11008,310.0,34.77
1536,34442,BUDGET,ART0005915,ART0002580,ODP17-11008,1.0,21.0
1537,34443,BUDGET,ART0005916,ART0002581,ODP17-11008,1.0,10.0
1538,34445,BUDGET,ART0005328,ART0002958,ODP17-11008,16.0,2.81
1539,34446,BUDGET,ART0005436,ART0002959,ODP17-11008,16.0,5.34
1540,34447,BUDGET,ART0005394,ART0002988,ODP17-11008,35.0,29.18
1541,34448,BUDGET,ART0005468,ART0002989,ODP17-11008,25.0,19.01
1542,34449,BUDGET,ART0005409,ART0002990,ODP17-11008,35.0,11.86
1543,34450,BUDGET,ART0005385,ART0003195,ODP17-11008,440.0,1.16
1544,34451,BUDGET,ART0005685,ART0002416,ODP17-11008,84.0,0.42
1545,34469,BUDGET,ART0005917,ART0001610,ODP17-13152,972.0,0.58
1546,34470,BUDGET,ART0005214,ART0001743,ODP17-13152,765.0,80.64
1547,34471,BUDGET,ART0005736,ART0002451,ODP17-13152,250.0,5.53
1548,34472,BUDGET,ART0005317,ART0002551,ODP17-13152,99.0,5.33
1549,34473,BUDGET,ART0005216,ART0002552,ODP17-13152,5.0,0.0
1550,34552,BUDGET,ART0005275,ART0000882,ODP17-13155,2320.0,22.04
1551,34553,BUDGET,ART0001083,ART0000881,ODP17-13155,1320.0,48.28
1552,34554,BUDGET,ART0005919,ART0000878,ODP17-13155,960.0,135.16
1553,34555,BUDGET,ART0005919,ART0000877,ODP17-13155,960.0,135.14
1554,34557,BUDGET,ART0005920,ART0000883,ODP17-13155,8.0,56.0
1555,34558,BUDGET,ART0001083,ART0000883,ODP17-13155,220.0,8.05
1556,34559,BUDGET,ART0005873,ART0000885,ODP17-13155,1700.0,39.34
1557,34560,BUDGET,ART0005425,ART0000879,ODP17-13155,100.0,124.31
1558,34561,BUDGET,ART0001083,ART0000880,ODP17-13155,400.0,12.94
1559,34562,BUDGET,ART0005921,ART0000888,ODP17-13155,740.0,20.94
1560,34563,BUDGET,ART0005921,ART0000887,ODP17-13155,1980.0,55.44
1561,34564,BUDGET,ART0005922,ART0000890,ODP17-13155,200.0,2.16
1562,34565,BUDGET,ART0005399,ART0000889,ODP17-13155,270.0,6.8
1563,34566,BUDGET,ART0005446,ART0000893,ODP17-13155,1280.0,6.3
1564,34567,BUDGET,ART0005923,ART0000893,ODP17-13155,180.0,16.54
1565,34604,BUDGET,ART0005922,ART0000891,ODP17-14202,1750.0,18.93
1566,34652,BUDGET,ART0005648,ART0002152,ODP17-12191,12.0,1.92
1567,34653,BUDGET,ART0001082,ART0002152,ODP17-12191,270.0,5.39
1568,34654,BUDGET,ART0001898,ART0000783,ODP17-13768,2.0,414.5
1569,34655,BUDGET,ART0001786,ART0000783,ODP17-13768,2.0,99.77
1570,34656,BUDGET,ART0001391,ART0000783,ODP17-13768,2.0,5.65
1571,34657,BUDGET,ART0001387,ART0000783,ODP17-13768,2.0,6.04
1572,34658,BUDGET,ART0005139,ART0000783,ODP17-13768,2.0,0.64
1573,34659,BUDGET,ART0003831,ART0000783,ODP17-13768,6.0,17.25
1574,34660,BUDGET,ART0002504,ART0000783,ODP17-13768,2.0,63.28
1575,34661,BUDGET,ART0005479,ART0002504,ODP17-13768,10.0,45.0
1576,34662,BUDGET,ART0001897,ART0000762,ODP17-12824,10.0,988.67
1577,34663,BUDGET,ART0001785,ART0000762,ODP17-12824,10.0,399.75
1578,34664,BUDGET,ART0005149,ART0000762,ODP17-12824,10.0,0.0
1579,34665,BUDGET,ART0005140,ART0000762,ODP17-12824,30.0,51.75
1580,34666,BUDGET,ART0005150,ART0000762,ODP17-12824,10.0,0.0
1581,34667,BUDGET,ART0005151,ART0000762,ODP17-12824,10.0,1.47
1582,34668,BUDGET,ART0005453,ART0000762,ODP17-12824,20.0,26.48
1583,34669,BUDGET,ART0005454,ART0000762,ODP17-12824,10.0,3.51
1584,34670,BUDGET,ART0005154,ART0001897,ODP17-12824,3000.0,177.32
1585,34671,BUDGET,ART0001085,ART0001785,ODP17-12824,1600.0,177.0
1586,34800,BUDGET,ART0002490,ART0000778,ODP17-14225,1.0,18.71
1587,34801,BUDGET,ART0001885,ART0000778,ODP17-14225,1.0,149.67
1588,34802,BUDGET,ART0001391,ART0000778,ODP17-14225,1.0,2.83
1589,34803,BUDGET,ART0001773,ART0000778,ODP17-14225,1.0,102.11
1590,34804,BUDGET,ART0001387,ART0000778,ODP17-14225,1.0,3.02
1591,34805,BUDGET,ART0003831,ART0000778,ODP17-14225,3.0,8.63
1592,34806,BUDGET,ART0005412,ART0000778,ODP17-14225,1.0,0.49
1593,34814,BUDGET,ART0005249,ART0001885,ODP17-13019,550.0,38.33
1594,34815,BUDGET,ART0005164,ART0001773,ODP17-13019,400.0,38.05
1595,34816,BUDGET,ART0001766,ART0001018,ODP17-13015,1.0,212.41
1596,34817,BUDGET,ART0001878,ART0001018,ODP17-13015,1.0,191.0
1597,34818,BUDGET,ART0003832,ART0001018,ODP17-13015,3.0,8.61
1598,34819,BUDGET,ART0005148,ART0001766,ODP17-13015,165.0,19.01
1599,34821,BUDGET,ART0005247,ART0001228,ODP17-13309,235.0,0.56
1600,34822,BUDGET,ART0005925,ART0001238,ODP17-13309,360.0,1.5
1601,34823,BUDGET,ART0005591,ART0001046,ODP17-14454,225.0,4.05
1602,34824,BUDGET,ART0001866,ART0000795,ODP17-15302,8.0,993.51
1603,34825,BUDGET,ART0001759,ART0000795,ODP17-15302,8.0,239.33
1604,34826,BUDGET,ART0005137,ART0000795,ODP17-15302,8.0,0.0
1605,34827,BUDGET,ART0005152,ART0000795,ODP17-15302,8.0,0.0
1606,34828,BUDGET,ART0003832,ART0000795,ODP17-15302,16.0,45.92
1607,34829,BUDGET,ART0005153,ART0000795,ODP17-15302,8.0,2.91
1608,34832,BUDGET,ART0005176,ART0005136,ODP17-13850,3.0,0.0
1609,34834,BUDGET,ART0005928,ART0005136,ODP17-13850,2.0,0.0
1610,34837,BUDGET,ART0005172,ART0005136,ODP17-15077,250.0,4.16
1611,34976,BUDGET,ART0005788,ART0001244,ODP17-15494,1.0,28.0
1612,34977,BUDGET,ART0005239,ART0001244,ODP17-15494,205.0,31.77
1613,34982,BUDGET,ART0005789,ART0002706,ODP17-15494,1.0,28.0
1614,34983,BUDGET,ART0005932,ART0002707,ODP17-15494,1.0,24.0
1615,34986,BUDGET,ART0005933,ART0004384,ODP17-15356,110.0,330.0
1616,34991,BUDGET,ART0005610,ART0000228,ODP17-15223,3000.0,62.4
1617,34992,BUDGET,ART0005934,ART0000227,ODP17-15223,1890.0,25.83
1618,34993,BUDGET,ART0005930,ART0000229,ODP17-15223,1560.0,7.9
1619,35032,BUDGET,ART0005260,ART0003935,ODP17-11649,330.0,137.3
1620,35033,BUDGET,ART0005935,ART0004675,ODP17-14342,225.0,3.22
1621,35041,BUDGET,ART0005233,ART0004880,ODP17-13646,960.0,8.56
1622,35164,BUDGET,ART0005231,ART0002586,ODP17-13767,25.0,5.51
1623,35323,BUDGET,ART0002490,ART0000778,ODP17-15715,1.0,18.71
1624,35324,BUDGET,ART0001885,ART0000778,ODP17-15715,1.0,149.67
1625,35325,BUDGET,ART0001391,ART0000778,ODP17-15715,1.0,2.83
1626,35326,BUDGET,ART0001773,ART0000778,ODP17-15715,1.0,102.11
1627,35327,BUDGET,ART0001387,ART0000778,ODP17-15715,1.0,3.02
1628,35328,BUDGET,ART0003831,ART0000778,ODP17-15715,3.0,8.63
1629,35329,BUDGET,ART0005412,ART0000778,ODP17-15715,1.0,0.49
1630,35331,BUDGET,ART0005943,ART0001731,ODP17-12549,20.0,90.0
1631,35332,BUDGET,ART0005944,ART0001731,ODP17-12549,1000.0,0.0
1632,35334,BUDGET,ART0005314,ART0001575,ODP17-15387,2700.0,0.97
1633,35341,BUDGET,ART0003940,ART0004104,ODP17-13148,4.0,840.73
1634,35342,BUDGET,ART0004160,ART0004104,ODP17-13148,4.0,96.67
1635,35343,BUDGET,ART0004157,ART0004104,ODP17-13148,4.0,82.8
1636,35344,BUDGET,ART0005251,ART0004104,ODP17-13148,4.0,0.0
1637,35345,BUDGET,ART0004161,ART0004104,ODP17-13148,4.0,61.54
1638,35346,BUDGET,ART0004159,ART0004104,ODP17-13148,4.0,2.4
