,NrMovimento,budget/cons,NrArticolo,NrOrigine,Quantity,ImportoVenditaInValutaLocaleTOTALEVENDITA
2078,48452,Consuntivo,ART0005136,C00015,207,79.62
2079,48555,Consuntivo,ART0005109,C00471,1,28.0
2080,48556,Consuntivo,ART0005110,C00471,1,58.0
2081,48557,Consuntivo,ART0005111,C00471,1,35.0
2082,48558,Consuntivo,ART0005112,C00471,1,45.0
2083,48590,Consuntivo,ART0000757,C00140,1,425.0
2084,48591,Consuntivo,ART0000849,C00140,1,367.5
2085,48592,Consuntivo,ART0005136,C00117,3,42.0
2086,48593,Consuntivo,ART0005136,C00117,1,14.0
2087,48694,Consuntivo,ART0000312,C00026,20,320.0
2088,48695,Consuntivo,ART0000313,C00026,5,140.0
2089,48696,Consuntivo,ART0000226,C00026,6,1440.0
2090,48790,Consuntivo,ART0000697,C00004,1,70.0
2091,48852,Consuntivo,ART0001018,C00140,1,420.0
2092,48989,Consuntivo,ART0000779,C00140,1,492.0
2093,48990,Consuntivo,ART0002793,C00140,20,760.0
2094,48998,Consuntivo,ART0001615,C00140,4,60.0
2095,48999,Consuntivo,ART0002041,C00140,1,50.0
2096,49000,Consuntivo,ART0002042,C00140,1,97.0
2097,49001,Consuntivo,ART0002133,C00140,1,180.0
2098,49002,Consuntivo,ART0002859,C00140,1,183.0
2099,49003,Consuntivo,ART0002860,C00140,1,183.0
2100,49005,Consuntivo,ART0000748,C00140,20,2000.0
2101,49127,Consuntivo,ART0005136,C00004,4,140.0
2102,49153,Consuntivo,ART0000825,C00140,2,720.0
2103,49157,Consuntivo,ART0005109,C00471,1,28.0
2104,49158,Consuntivo,ART0005109,C00471,2,56.0
2105,49159,Consuntivo,ART0005110,C00471,1,58.0
2106,49160,Consuntivo,ART0005110,C00471,2,116.0
2107,49161,Consuntivo,ART0005111,C00471,1,35.0
2108,49162,Consuntivo,ART0005111,C00471,2,70.0
2109,49163,Consuntivo,ART0005112,C00471,1,45.0
2110,49164,Consuntivo,ART0005112,C00471,2,90.0
2111,49167,Consuntivo,ART0001047,C00471,1,67.0
2112,49168,Consuntivo,ART0001047,C00471,2,134.0
2113,49169,Consuntivo,ART0001047,C00471,2,134.0
2114,49172,Consuntivo,ART0001046,C00471,2,130.0
2115,49174,Consuntivo,ART0000853,C00140,10,3220.0
2116,49175,Consuntivo,ART0000795,C00140,8,2000.0
2117,49176,Consuntivo,ART0000795,C00140,8,2000.0
2118,49177,Consuntivo,ART0000788,C00140,1,330.0
2119,49178,Consuntivo,ART0000783,C00140,2,581.44
2120,49179,Consuntivo,ART0000783,C00140,2,581.44
2121,49182,Consuntivo,ART0000772,C00140,1,398.0
2122,49183,Consuntivo,ART0000804,C00140,2,960.0
2123,49185,Consuntivo,ART0002740,C00140,20,500.0
2124,49186,Consuntivo,ART0001185,C00140,5,225.0
2125,49187,Consuntivo,ART0002109,C00140,5,20.0
2126,49191,Consuntivo,ART0002249,C00140,1,38.64
2127,49192,Consuntivo,ART0002370,C00140,1,69.92
2128,49201,Consuntivo,ART0001520,C00140,4,100.0
2129,49226,Consuntivo,ART0005136,C00017,2,70.0
2130,49242,Consuntivo,ART0000456,C00026,10,160.0
2131,49263,Consuntivo,ART0000555,C00004,1,110.0
2132,49265,Consuntivo,ART0000555,C00004,1,110.0
2133,49303,Consuntivo,ART0005136,C00004,1,30.0
2134,49448,Consuntivo,ART0005136,C00140,1,30.0
2135,49515,Consuntivo,ART0005029,C00026,2,0.0
2136,49516,Consuntivo,ART0005029,C00026,2,0.0
2137,49517,Consuntivo,ART0005029,C00026,2,1260.0
2138,49522,Consuntivo,ART0003580,C00094,2,26.0
2139,49572,Consuntivo,ART0002148,C00140,3,118.68
2140,49605,Consuntivo,ART0001609,C00140,16,96.0
2141,49744,Consuntivo,ART0003612,C00094,4,100.0
2142,49811,Consuntivo,ART0003580,C00094,1,13.0
2143,49816,Consuntivo,ART0005136,C00003,1,295.0
2144,49857,Consuntivo,ART0000128,C00026,5,140.0
2145,49867,Consuntivo,ART0000825,C00140,1,360.0
2146,49887,Consuntivo,ART0003263,C00140,1,15.0
2147,49888,Consuntivo,ART0003263,C00140,1,15.0
2148,49889,Consuntivo,ART0003263,C00140,1,15.0
2149,49890,Consuntivo,ART0001587,C00140,3,31.74
2150,49903,Consuntivo,ART0001017,C00140,1,310.0
2151,49932,Consuntivo,ART0005136,C00004,1,140.0
2152,49933,Consuntivo,ART0005136,C00004,3,90.0
2153,50009,Consuntivo,ART0005136,C00094,1,38.0
2154,50011,Consuntivo,ART0003610,C00094,8,200.0
2155,50017,Consuntivo,ART0005136,C00094,4,0.0
2156,50018,Consuntivo,ART0005136,C00094,4,0.0
2157,50019,Consuntivo,ART0005136,C00094,4,88.0
2158,50063,Consuntivo,ART0005136,C00004,1,30.0
2159,50103,Consuntivo,ART0005136,C00478,1,60.0
2160,50200,Consuntivo,ART0005136,C00353,14,672.0
2161,50207,Consuntivo,ART0005136,C00015,35,21.0
2162,50218,Consuntivo,ART0000779,C00140,1,492.0
2163,50246,Consuntivo,ART0005136,C00094,1,40.0
2164,50307,Consuntivo,ART0004384,C00004,116,986.0
2165,50308,Consuntivo,ART0000555,C00004,1,110.0
2166,50323,Consuntivo,ART0002511,C00140,1,65.0
2167,50330,Consuntivo,ART0005136,C00015,3,42.0
2168,50331,Consuntivo,ART0005136,C00015,3,42.0
2169,50333,Consuntivo,ART0005136,C00454,20,84.0
2170,50342,Consuntivo,ART0001046,C00471,2,130.0
2171,50343,Consuntivo,ART0001046,C00471,2,130.0
2172,50344,Consuntivo,ART0001046,C00471,2,130.0
2173,50345,Consuntivo,ART0001046,C00471,4,260.0
2174,50346,Consuntivo,ART0001047,C00471,4,268.0
2175,50434,Consuntivo,ART0004717,C00473,10,130.0
2176,50436,Consuntivo,ART0000786,C00140,1,355.6
2177,50440,Consuntivo,ART0003189,C00140,5,100.0
2178,50441,Consuntivo,ART0002172,C00140,1,52.0
2179,50444,Consuntivo,ART0001188,C00140,1,33.0
2180,50445,Consuntivo,ART0002144,C00140,1,68.0
2181,50446,Consuntivo,ART0002145,C00140,1,85.0
2182,50447,Consuntivo,ART0002238,C00140,2,108.0
2183,50504,Consuntivo,ART0002152,C00140,4,92.0
2184,50567,Consuntivo,ART0005136,C00015,4,32.0
2185,50568,Consuntivo,ART0005136,C00015,6,48.0
2186,50569,Consuntivo,ART0005136,C00015,4,32.0
2187,50571,Consuntivo,ART0005136,C00004,1,750.0
2188,50598,Consuntivo,ART0000748,C00140,20,2000.0
2189,50627,Consuntivo,ART0003609,C00094,1,92.0
2190,50628,Consuntivo,ART0003610,C00094,8,200.0
2191,50629,Consuntivo,ART0003642,C00094,1,23.0
2192,50630,Consuntivo,ART0003704,C00094,1,48.0
2193,50635,Consuntivo,ART0003609,C00094,2,184.0
2194,50636,Consuntivo,ART0003610,C00094,8,200.0
2195,50637,Consuntivo,ART0003642,C00094,2,46.0
2196,50638,Consuntivo,ART0003704,C00094,2,96.0
2197,50702,Consuntivo,ART0000748,C00140,20,2000.0
2198,50707,Consuntivo,ART0002366,C00140,4,294.4
2199,50714,Consuntivo,ART0001214,C00140,1,190.0
2200,50716,Consuntivo,ART0005136,C00015,17,8.5
2201,50717,Consuntivo,ART0005136,C00015,2,75.0
2202,50756,Consuntivo,ART0005136,C00015,5,0.0
2203,50757,Consuntivo,ART0005136,C00015,5,0.0
2204,50758,Consuntivo,ART0005136,C00015,5,75.0
2205,50760,Consuntivo,ART0005136,C00117,1,120.0
2206,51073,Consuntivo,ART0004880,C00004,8,0.0
2207,51082,Consuntivo,ART0005136,C00004,5,0.0
2208,51083,Consuntivo,ART0004880,C00004,8,0.0
2209,51090,Consuntivo,ART0005136,C00004,5,0.0
2210,51091,Consuntivo,ART0004880,C00004,8,152.0
2211,51098,Consuntivo,ART0005136,C00004,5,60.0
2212,51149,Consuntivo,ART0005136,C00487,8,80.0
2213,51241,Consuntivo,ART0000847,C00140,2,540.0
2214,51242,Consuntivo,ART0000752,C00140,1,456.0
2215,51244,Consuntivo,ART0000851,C00140,15,2691.0
2216,51330,Consuntivo,ART0003824,C00026,10,110.0
2217,51370,Consuntivo,ART0001433,C00140,4,20.0
2218,51371,Consuntivo,ART0001433,C00140,4,20.0
2219,51375,Consuntivo,ART0001575,C00140,20,80.0
2220,51413,Consuntivo,ART0003189,C00140,4,0.0
2221,51414,Consuntivo,ART0003189,C00140,4,0.0
2222,51537,Consuntivo,ART0000853,C00140,10,3220.0
2223,51538,Consuntivo,ART0000811,C00140,1,790.0
2224,51539,Consuntivo,ART0000782,C00140,1,295.0
2225,51540,Consuntivo,ART0000847,C00140,2,540.0
2226,51541,Consuntivo,ART0000848,C00140,15,2700.0
2227,51549,Consuntivo,ART0001759,C00140,2,140.0
2228,51550,Consuntivo,ART0002172,C00140,1,52.0
2229,51551,Consuntivo,ART0002370,C00140,1,69.92
2230,51556,Consuntivo,ART0002249,C00140,1,38.64
2231,51557,Consuntivo,ART0002370,C00140,1,69.92
2232,51567,Consuntivo,ART0002370,C00140,1,69.92
2233,51568,Consuntivo,ART0002370,C00140,1,69.92
2234,51569,Consuntivo,ART0002416,C00140,4,48.0
2235,51573,Consuntivo,ART0003189,C00140,2,40.0
2236,51574,Consuntivo,ART0003189,C00140,4,80.0
2237,51575,Consuntivo,ART0001427,C00140,4,8.8
2238,51585,Consuntivo,ART0005136,C00140,1,140.0
2239,51586,Consuntivo,ART0005136,C00140,2,280.0
2240,51587,Consuntivo,ART0005136,C00140,1,140.0
2241,51589,Consuntivo,ART0002385,C00140,6,234.0
2242,51590,Consuntivo,ART0001427,C00140,4,8.8
2243,51591,Consuntivo,ART0002476,C00140,5,64.4
2244,51592,Consuntivo,ART0002628,C00140,1,70.0
2245,51593,Consuntivo,ART0002755,C00140,1,205.0
2246,51595,Consuntivo,ART0003269,C00140,16,662.4
2247,51598,Consuntivo,ART0000697,C00004,1,70.0
2248,51612,Consuntivo,ART0004386,C00004,18,126.0
2249,51614,Consuntivo,ART0005034,C00471,1,35.0
2250,51615,Consuntivo,ART0005035,C00471,1,58.0
2251,51618,Consuntivo,ART0005036,C00471,2,76.0
2252,51619,Consuntivo,ART0005036,C00471,1,38.0
2253,51620,Consuntivo,ART0005036,C00471,1,38.0
2254,51621,Consuntivo,ART0005036,C00471,1,38.0
2255,51622,Consuntivo,ART0005036,C00471,1,38.0
2256,51623,Consuntivo,ART0005036,C00471,1,38.0
2257,51624,Consuntivo,ART0005036,C00471,1,38.0
2258,51625,Consuntivo,ART0005036,C00471,1,38.0
2259,51626,Consuntivo,ART0005037,C00471,2,64.0
2260,51627,Consuntivo,ART0005037,C00471,1,32.0
2261,51628,Consuntivo,ART0005037,C00471,1,32.0
2262,51629,Consuntivo,ART0005037,C00471,1,32.0
2263,51630,Consuntivo,ART0005037,C00471,1,32.0
2264,51631,Consuntivo,ART0005037,C00471,1,32.0
2265,51632,Consuntivo,ART0005037,C00471,1,32.0
2266,51633,Consuntivo,ART0005037,C00471,1,32.0
2267,51659,Consuntivo,ART0000825,C00140,2,770.0
2268,51694,Consuntivo,ART0000308,C00026,10,400.0
2269,51695,Consuntivo,ART0000226,C00026,6,1440.0
2270,51696,Consuntivo,ART0000312,C00026,16,256.0
2271,51722,Consuntivo,ART0005136,C00094,3,75.0
2272,51723,Consuntivo,ART0005136,C00094,3,120.0
2273,51820,Consuntivo,ART0005136,C00015,20,172.0
2274,51821,Consuntivo,ART0005136,C00015,7,77.0
2275,51822,Consuntivo,ART0005136,C00015,7,77.0
2276,51855,Consuntivo,ART0000752,C00140,2,912.0
2277,51856,Consuntivo,ART0000782,C00140,2,590.0
2278,51857,Consuntivo,ART0000778,C00140,1,317.4
2279,51858,Consuntivo,ART0000782,C00140,1,295.0
2280,51937,Consuntivo,ART0001149,C00140,5,96.6
2281,52150,Consuntivo,ART0005136,C00004,1,25.0
2282,52151,Consuntivo,ART0005136,C00004,2,50.0
2283,52155,Consuntivo,ART0005136,C00004,1,225.0
2284,52291,Consuntivo,ART0000795,C00140,8,2000.0
2285,52292,Consuntivo,ART0000795,C00140,8,2000.0
2286,52294,Consuntivo,ART0002740,C00140,20,500.0
2287,52295,Consuntivo,ART0003099,C00140,4,128.8
2288,52296,Consuntivo,ART0003099,C00140,1,32.2
2289,52303,Consuntivo,ART0003099,C00140,3,96.6
2290,52313,Consuntivo,ART0004724,C00473,3,60.0
2291,52314,Consuntivo,ART0004725,C00473,2,40.0
2292,52315,Consuntivo,ART0004726,C00473,3,45.0
2293,52316,Consuntivo,ART0004727,C00473,3,66.0
2294,52404,Consuntivo,ART0002370,C00140,2,139.84
2295,52408,Consuntivo,ART0001228,C00140,1,13.8
2296,52417,Consuntivo,ART0005136,C00004,8,72.0
2297,52418,Consuntivo,ART0005136,C00004,3,28.5
2298,52419,Consuntivo,ART0005136,C00004,2,19.0
2299,52446,Consuntivo,ART0003580,C00094,2,26.0
2300,52449,Consuntivo,ART0003612,C00094,4,100.0
2301,52450,Consuntivo,ART0003642,C00094,1,23.0
2302,52453,Consuntivo,ART0003780,C00094,12,192.0
2303,52487,Consuntivo,ART0002423,C00140,5,75.0
2304,52489,Consuntivo,ART0002070,C00140,2,90.0
2305,52503,Consuntivo,ART0004392,C00004,30,540.0
2306,52694,Consuntivo,ART0002416,C00140,2,24.0
2307,52695,Consuntivo,ART0002416,C00140,2,24.0
2308,52703,Consuntivo,ART0002249,C00140,1,38.64
2309,52704,Consuntivo,ART0002249,C00140,1,38.64
2310,52720,Consuntivo,ART0000847,C00140,3,810.0
2311,52722,Consuntivo,ART0000847,C00140,2,540.0
2312,52809,Consuntivo,ART0000752,C00140,10,4560.0
2313,52823,Consuntivo,ART0005136,C00004,1,20.0
2314,52835,Consuntivo,ART0004392,C00004,5,0.0
2315,52836,Consuntivo,ART0004392,C00004,5,0.0
2316,52837,Consuntivo,ART0004392,C00004,5,90.0
2317,52884,Consuntivo,ART0005136,C00026,18,153.0
2318,52886,Consuntivo,ART0005136,C00026,20,700.0
2319,52960,Consuntivo,ART0000847,C00140,1,270.0
2320,52962,Consuntivo,ART0000756,C00140,5,1450.0
2321,52963,Consuntivo,ART0000853,C00140,10,3220.0
2322,52964,Consuntivo,ART0002385,C00140,6,234.0
2323,52984,Consuntivo,ART0002102,C00140,4,116.0
2324,52992,Consuntivo,ART0002010,C00140,1,50.0
2325,52993,Consuntivo,ART0002267,C00140,2,196.0
2326,53015,Consuntivo,ART0001228,C00140,1,13.8
2327,53016,Consuntivo,ART0001238,C00140,1,19.0
2328,53018,Consuntivo,ART0002249,C00140,1,38.64
2329,53019,Consuntivo,ART0002370,C00140,1,69.92
2330,53021,Consuntivo,ART0003099,C00140,2,64.4
2331,53024,Consuntivo,ART0002385,C00140,6,234.0
2332,53029,Consuntivo,ART0001610,C00140,8,103.04
2333,53030,Consuntivo,ART0002552,C00140,2,64.4
2334,53031,Consuntivo,ART0000848,C00140,15,2700.0
2335,53032,Consuntivo,ART0005136,C00004,6,39.0
2336,53035,Consuntivo,ART0004420,C00004,6,114.0
2337,53060,Consuntivo,ART0005034,C00471,1,35.0
2338,53061,Consuntivo,ART0005035,C00471,1,58.0
2339,53062,Consuntivo,ART0005036,C00471,2,76.0
2340,53063,Consuntivo,ART0005036,C00471,1,38.0
2341,53064,Consuntivo,ART0005036,C00471,1,38.0
2342,53065,Consuntivo,ART0005036,C00471,1,38.0
2343,53066,Consuntivo,ART0005036,C00471,1,38.0
2344,53067,Consuntivo,ART0005036,C00471,1,38.0
2345,53068,Consuntivo,ART0005036,C00471,1,38.0
2346,53069,Consuntivo,ART0005036,C00471,1,38.0
2347,53070,Consuntivo,ART0005037,C00471,2,64.0
2348,53071,Consuntivo,ART0005037,C00471,1,32.0
2349,53072,Consuntivo,ART0005037,C00471,1,32.0
2350,53073,Consuntivo,ART0005037,C00471,1,32.0
2351,53074,Consuntivo,ART0005037,C00471,1,32.0
2352,53075,Consuntivo,ART0005037,C00471,1,32.0
2353,53076,Consuntivo,ART0005037,C00471,1,32.0
2354,53077,Consuntivo,ART0005037,C00471,1,32.0
2355,53082,Consuntivo,ART0005136,C00140,1,60.0
2356,53083,Consuntivo,ART0005136,C00140,2,100.0
2357,53133,Consuntivo,ART0000782,C00140,1,295.0
2358,53134,Consuntivo,ART0000782,C00140,1,295.0
2359,53137,Consuntivo,ART0000830,C00140,1,1280.0
2360,53374,Consuntivo,ART0000847,C00140,2,540.0
2361,53548,Consuntivo,ART0002753,C00140,1,110.0
2362,53553,Consuntivo,ART0001743,C00140,2,1711.2
2363,53559,Consuntivo,ART0002416,C00140,1,12.0
2364,53704,Consuntivo,ART0005136,C00004,4,40.0
2365,53801,Consuntivo,ART0002041,C00140,6,300.0
2366,53802,Consuntivo,ART0002859,C00140,6,990.0
2367,53803,Consuntivo,ART0002860,C00140,6,990.0
2368,53804,Consuntivo,ART0002451,C00140,2,542.8
2369,53998,Consuntivo,ART0005136,C00004,4,144.0
2370,53999,Consuntivo,ART0005136,C00004,1,30.0
2371,54000,Consuntivo,ART0005136,C00004,1,40.0
2372,54002,Consuntivo,ART0005136,C00004,1,45.0
2373,54003,Consuntivo,ART0005136,C00004,1,45.0
2374,54041,Consuntivo,ART0002494,C00140,1,118.68
2375,54043,Consuntivo,ART0002360,C00140,2,490.0
2376,54045,Consuntivo,ART0003135,C00140,1,35.0
2377,54048,Consuntivo,ART0002416,C00140,8,96.0
2378,54051,Consuntivo,ART0001615,C00140,24,360.0
2379,54052,Consuntivo,ART0002042,C00140,6,522.0
2380,54053,Consuntivo,ART0002133,C00140,6,960.0
2381,54056,Consuntivo,ART0002195,C00140,1,102.0
2382,54057,Consuntivo,ART0002195,C00140,1,102.0
2383,54058,Consuntivo,ART0002517,C00140,1,52.0
2384,54059,Consuntivo,ART0002517,C00140,1,52.0
2385,54060,Consuntivo,ART0001170,C00140,1,215.0
2386,54147,Consuntivo,ART0004146,C00297,15,2460.0
2387,54153,Consuntivo,ART0001162,C00140,1,390.0
2388,54157,Consuntivo,ART0005136,C00140,1,155.0
2389,54421,Consuntivo,ART0005136,C00297,1,150.0
2390,54426,Consuntivo,ART0001174,C00140,1,380.0
2391,54496,Consuntivo,ART0005109,C00471,1,28.0
2392,54497,Consuntivo,ART0005110,C00471,1,58.0
2393,54498,Consuntivo,ART0005111,C00471,1,35.0
2394,54499,Consuntivo,ART0005112,C00471,1,45.0
2395,54516,Consuntivo,ART0000850,C00140,5,1575.0
2396,54517,Consuntivo,ART0000851,C00140,15,2691.0
2397,54519,Consuntivo,ART0002615,C00140,1,98.0
2398,54520,Consuntivo,ART0002615,C00140,2,196.0
2399,54526,Consuntivo,ART0001180,C00140,5,192.5
2400,54537,Consuntivo,ART0003132,C00140,2,38.0
2401,54538,Consuntivo,ART0003844,C00140,1,32.0
2402,54543,Consuntivo,ART0002416,C00140,10,120.0
2403,54546,Consuntivo,ART0000847,C00140,2,540.0
2404,54547,Consuntivo,ART0001252,C00140,1,235.0
2405,54548,Consuntivo,ART0001252,C00140,1,235.0
2406,54551,Consuntivo,ART0001497,C00140,1,22.0
2407,54552,Consuntivo,ART0001497,C00140,1,22.0
2408,54553,Consuntivo,ART0001653,C00140,3,54.0
2409,54554,Consuntivo,ART0001653,C00140,3,54.0
2410,54555,Consuntivo,ART0001739,C00140,1,85.0
2411,54556,Consuntivo,ART0001739,C00140,1,85.0
2412,54561,Consuntivo,ART0002271,C00140,1,160.0
2413,54562,Consuntivo,ART0002271,C00140,1,160.0
2414,54563,Consuntivo,ART0002918,C00140,1,125.0
2415,54564,Consuntivo,ART0002918,C00140,1,125.0
2416,54565,Consuntivo,ART0002919,C00140,1,125.0
2417,54566,Consuntivo,ART0002919,C00140,1,125.0
2418,54567,Consuntivo,ART0000752,C00140,6,2736.0
2419,54569,Consuntivo,ART0002739,C00140,5,175.0
2420,54570,Consuntivo,ART0002740,C00140,20,500.0
2421,54572,Consuntivo,ART0001427,C00140,2,4.4
2422,54574,Consuntivo,ART0002010,C00140,1,50.0
2423,54575,Consuntivo,ART0002148,C00140,3,118.68
2424,54576,Consuntivo,ART0002152,C00140,4,92.0
2425,54577,Consuntivo,ART0003135,C00140,1,35.0
2426,54580,Consuntivo,ART0000226,C00026,6,1440.0
2427,54581,Consuntivo,ART0000227,C00026,1,115.0
2428,54583,Consuntivo,ART0000324,C00026,3,84.0
2429,54584,Consuntivo,ART0000325,C00026,3,180.0
2430,54586,Consuntivo,ART0000313,C00026,5,140.0
2431,54587,Consuntivo,ART0000324,C00026,2,56.0
2432,54588,Consuntivo,ART0000325,C00026,2,120.0
2433,54647,Consuntivo,ART0000323,C00026,6,360.0
2434,54649,Consuntivo,ART0003824,C00026,10,110.0
2435,54653,Consuntivo,ART0000783,C00140,3,872.16
2436,54654,Consuntivo,ART0000811,C00140,4,3160.0
2437,54655,Consuntivo,ART0000782,C00140,3,885.0
2438,54657,Consuntivo,ART0001267,C00140,1,50.0
2439,54734,Consuntivo,ART0002360,C00140,2,490.0
2440,54843,Consuntivo,ART0001185,C00140,5,225.0
2441,54845,Consuntivo,ART0001185,C00140,13,585.0
2442,54979,Consuntivo,ART0005136,C00004,1,65.0
2443,55013,Consuntivo,ART0005136,C00004,1,15.0
2444,55045,Consuntivo,ART0002172,C00140,1,52.0
2445,55064,Consuntivo,ART0001185,C00140,5,225.0
2446,55065,Consuntivo,ART0003099,C00140,1,32.2
2447,55071,Consuntivo,ART0000119,C00026,5,250.0
2448,55075,Consuntivo,ART0000228,C00026,3,180.0
2449,55076,Consuntivo,ART0000229,C00026,3,195.0
2450,55094,Consuntivo,ART0003099,C00140,3,96.6
2451,55103,Consuntivo,ART0001566,C00140,15,67.5
2452,55104,Consuntivo,ART0003101,C00140,5,110.0
2453,55120,Consuntivo,ART0000779,C00140,2,984.0
2454,55166,Consuntivo,ART0005136,C00236,1,150.0
2455,55250,Consuntivo,ART0000804,C00140,1,480.0
2456,55251,Consuntivo,ART0000804,C00140,1,480.0
2457,55266,Consuntivo,ART0001095,C00471,2,0.0
2458,55267,Consuntivo,ART0001095,C00471,2,0.0
2459,55271,Consuntivo,ART0001095,C00471,2,140.0
2460,55272,Consuntivo,ART0004901,C00471,9,90.0
2461,55273,Consuntivo,ART0004901,C00471,9,90.0
2462,55274,Consuntivo,ART0004904,C00471,3,81.0
2463,55275,Consuntivo,ART0004904,C00471,3,81.0
2464,55281,Consuntivo,ART0005136,C00117,1,190.0
2465,55360,Consuntivo,ART0005136,C00004,8,72.0
2466,55361,Consuntivo,ART0005136,C00004,4,36.0
2467,55363,Consuntivo,ART0005136,C00004,2,52.0
2468,55448,Consuntivo,ART0000780,C00140,1,406.0
2469,55449,Consuntivo,ART0000849,C00140,2,735.0
2470,55450,Consuntivo,ART0000849,C00140,3,1102.5
2471,55464,Consuntivo,ART0002747,C00140,1,185.0
2472,55465,Consuntivo,ART0002949,C00140,1,270.0
2473,55467,Consuntivo,ART0003189,C00140,4,80.0
2474,55523,Consuntivo,ART0002938,C00140,1,195.0
2475,55573,Consuntivo,ART0000308,C00026,12,480.0
2476,55600,Consuntivo,ART0004373,C00004,100,2450.0
2477,55601,Consuntivo,ART0004374,C00004,100,1700.0
2478,55702,Consuntivo,ART0000555,C00004,1,110.0
2479,55717,Consuntivo,ART0000847,C00140,10,2700.0
2480,55718,Consuntivo,ART0000849,C00140,2,735.0
2481,55726,Consuntivo,ART0002267,C00140,2,196.0
2482,55728,Consuntivo,ART0002102,C00140,4,116.0
2483,55730,Consuntivo,ART0002102,C00140,4,116.0
2484,55837,Consuntivo,ART0004898,C00471,9,135.0
2485,55838,Consuntivo,ART0004898,C00471,9,135.0
2486,55839,Consuntivo,ART0004902,C00471,9,630.0
2487,55840,Consuntivo,ART0004902,C00471,9,630.0
2488,55885,Consuntivo,ART0004919,C00471,9,774.0
2489,55886,Consuntivo,ART0004924,C00471,9,774.0
2490,55917,Consuntivo,ART0005136,C00140,1,40.0
2491,55918,Consuntivo,ART0000782,C00140,1,295.0
2492,55972,Consuntivo,ART0000783,C00140,2,581.44
2493,55973,Consuntivo,ART0000783,C00140,2,581.44
2494,55975,Consuntivo,ART0004397,C00004,110,4620.0
2495,55977,Consuntivo,ART0005136,C00499,1,250.0
2496,55982,Consuntivo,ART0005136,C00297,1,300.0
2497,56063,Consuntivo,ART0000129,C00026,3,435.0
2498,56064,Consuntivo,ART0000157,C00026,1,380.0
2499,56065,Consuntivo,ART0000125,C00026,1,270.0
2500,56066,Consuntivo,ART0000131,C00026,2,66.0
2501,56067,Consuntivo,ART0003824,C00026,10,110.0
2502,56069,Consuntivo,ART0000324,C00026,3,84.0
2503,56075,Consuntivo,ART0000847,C00140,5,1350.0
2504,56076,Consuntivo,ART0000752,C00140,1,456.0
2505,56077,Consuntivo,ART0000748,C00140,20,2000.0
2506,56082,Consuntivo,ART0002598,C00140,5,450.0
2507,56083,Consuntivo,ART0003189,C00140,4,80.0
2508,56087,Consuntivo,ART0001590,C00140,3,25.5
2509,56088,Consuntivo,ART0001566,C00140,15,67.5
2510,56090,Consuntivo,ART0003101,C00140,5,110.0
2511,56091,Consuntivo,ART0001427,C00140,4,8.8
2512,56098,Consuntivo,ART0002897,C00140,2,500.0
2513,56104,Consuntivo,ART0001575,C00140,20,80.0
2514,56106,Consuntivo,ART0002530,C00140,1,44.0
2515,56110,Consuntivo,ART0003132,C00140,2,38.0
2516,56111,Consuntivo,ART0003844,C00140,1,32.0
2517,56151,Consuntivo,ART0000320,C00026,3,219.0
2518,56152,Consuntivo,ART0000325,C00026,3,180.0
2519,56167,Consuntivo,ART0005136,C00117,1,380.0
2520,56182,Consuntivo,ART0000849,C00140,4,1470.0
2521,56183,Consuntivo,ART0005136,C00140,3,285.0
2522,56192,Consuntivo,ART0002141,C00140,1,98.0
2523,56193,Consuntivo,ART0002142,C00140,1,98.0
2524,56204,Consuntivo,ART0005136,C00140,3,105.0
2525,56258,Consuntivo,ART0000116,C00026,3,702.0
2526,56272,Consuntivo,ART0001113,C00471,1,40.0
2527,56277,Consuntivo,ART0001099,C00471,1,285.0
2528,56278,Consuntivo,ART0001099,C00471,6,1710.0
2529,56279,Consuntivo,ART0001102,C00471,1,65.0
2530,56280,Consuntivo,ART0001102,C00471,6,390.0
2531,56283,Consuntivo,ART0001104,C00471,1,45.0
2532,56284,Consuntivo,ART0001104,C00471,6,270.0
2533,56330,Consuntivo,ART0002360,C00140,2,490.0
2534,56338,Consuntivo,ART0002360,C00140,2,490.0
2535,56367,Consuntivo,ART0003167,C00471,3,144.0
2536,56368,Consuntivo,ART0003167,C00471,3,144.0
2537,56369,Consuntivo,ART0003169,C00471,3,324.0
2538,56370,Consuntivo,ART0003169,C00471,3,324.0
2539,56464,Consuntivo,ART0005136,C00004,4,40.0
2540,56465,Consuntivo,ART0000690,C00004,4,300.0
2541,56513,Consuntivo,ART0002385,C00140,6,234.0
2542,56593,Consuntivo,ART0005136,C00498,16,0.0
2543,56594,Consuntivo,ART0005136,C00498,16,0.0
2544,56627,Consuntivo,ART0004886,C00471,2,310.0
2545,56628,Consuntivo,ART0004886,C00471,2,310.0
2546,56629,Consuntivo,ART0004886,C00471,3,465.0
2547,56630,Consuntivo,ART0004886,C00471,3,465.0
2548,56631,Consuntivo,ART0004886,C00471,2,310.0
2549,56635,Consuntivo,ART0001117,C00471,1,450.0
2550,56639,Consuntivo,ART0001117,C00471,1,450.0
2551,56715,Consuntivo,ART0000778,C00140,1,317.4
2552,56716,Consuntivo,ART0000782,C00140,1,295.0
2553,56717,Consuntivo,ART0000782,C00140,1,295.0
2554,56718,Consuntivo,ART0000850,C00140,5,1575.0
2555,56719,Consuntivo,ART0000758,C00140,3,880.8
2556,56720,Consuntivo,ART0000795,C00140,8,2000.0
