,NrMovimento,budget/cons,NrArticolo,NrOrigine,Quantity,ImportoVenditaInValutaLocaleTOTALEVENDITA
514,27689,BUDGET,ART0004397,C00004,101,3636.0
515,27696,BUDGET,ART0000223,C00026,16,368.0
516,27698,BUDGET,ART0000223,C00026,1,23.0
517,27761,BUDGET,ART0000762,C00140,20,6730.4
518,27763,BUDGET,ART0000804,C00140,1,415.95
519,27816,BUDGET,ART0000826,C00140,1,874.2
520,27842,BUDGET,ART0004410,C00004,2,122.0
521,27865,BUDGET,ART0004885,C00471,3,285.0
522,27866,BUDGET,ART0004885,C00471,3,285.0
523,27867,BUDGET,ART0004885,C00471,2,190.0
524,27868,BUDGET,ART0004885,C00471,2,190.0
525,27869,BUDGET,ART0004885,C00471,2,190.0
526,27870,BUDGET,ART0004886,C00471,3,465.0
527,27871,BUDGET,ART0004886,C00471,3,465.0
528,27872,BUDGET,ART0004886,C00471,2,310.0
529,27873,BUDGET,ART0004886,C00471,2,310.0
530,27874,BUDGET,ART0004886,C00471,2,310.0
531,27939,BUDGET,ART0001170,C00140,1,131.6
532,27940,BUDGET,ART0001154,C00140,12,124.08
533,27941,BUDGET,ART0001433,C00140,4,18.8
534,27943,BUDGET,ART0002502,C00140,4,105.28
535,27946,BUDGET,ART0004836,C00471,20,600.0
536,27976,BUDGET,ART0004420,C00004,3,57.0
537,27991,BUDGET,ART0005030,C00026,1,760.0
538,27992,BUDGET,ART0005029,C00026,1,590.0
539,28020,BUDGET,ART0002494,C00140,3,334.68
540,28021,BUDGET,ART0000786,C00140,1,334.26
541,28022,BUDGET,ART0000812,C00140,2,1428.8
542,28067,BUDGET,ART0001587,C00140,6,59.67
543,28073,BUDGET,ART0003785,C00094,18,252.0
544,28078,BUDGET,ART0001154,C00140,5,51.7
545,28081,BUDGET,ART0000748,C00140,50,0.0
546,28089,BUDGET,ART0000748,C00140,50,0.0
547,28118,BUDGET,ART0002210,C00140,2,46.7
548,28149,BUDGET,ART0005136,C00474,12,480.0
549,28150,BUDGET,ART0005136,C00474,12,540.0
550,28151,BUDGET,ART0005136,C00474,4,340.0
551,28152,BUDGET,ART0005136,C00474,8,400.0
552,28153,BUDGET,ART0005136,C00474,4,340.0
553,28202,BUDGET,ART0000125,C00026,1,270.0
554,28210,BUDGET,ART0001174,C00140,2,658.0
555,28218,BUDGET,ART0002141,C00140,1,92.12
556,28219,BUDGET,ART0002142,C00140,1,92.12
557,28220,BUDGET,ART0002897,C00140,2,470.0
558,28222,BUDGET,ART0000748,C00140,50,3854.0
559,28224,BUDGET,ART0000758,C00140,10,2759.84
560,28263,BUDGET,ART0004724,C00473,3,60.0
561,28264,BUDGET,ART0004725,C00473,3,60.0
562,28265,BUDGET,ART0004726,C00473,3,45.0
563,28266,BUDGET,ART0004727,C00473,3,66.0
564,28304,BUDGET,ART0003610,C00094,176,3960.0
565,28305,BUDGET,ART0003642,C00094,22,470.58
566,28306,BUDGET,ART0003704,C00094,22,982.08
567,28320,BUDGET,ART0003780,C00094,252,3628.8
568,28359,BUDGET,ART0005136,C00455,8,112.0
569,28364,BUDGET,ART0003609,C00094,22,1882.32
570,28440,BUDGET,ART0001149,C00140,1,18.16
571,28449,BUDGET,ART0002476,C00140,1,12.11
572,28450,BUDGET,ART0002112,C00140,6,28.54
573,28467,BUDGET,ART0002747,C00140,1,155.67
574,28468,BUDGET,ART0002938,C00140,1,173.9
575,28469,BUDGET,ART0002949,C00140,1,233.49
576,28483,BUDGET,ART0003099,C00140,4,121.07
577,28485,BUDGET,ART0001590,C00140,3,13.25
578,28494,BUDGET,ART0000853,C00140,15,4540.2
579,28495,BUDGET,ART0000782,C00140,2,554.6
580,28496,BUDGET,ART0000786,C00140,1,334.27
581,28497,BUDGET,ART0000811,C00140,2,1485.2
582,28499,BUDGET,ART0000115,C00026,2,610.0
583,28500,BUDGET,ART0000456,C00026,8,80.0
584,28501,BUDGET,ART0000312,C00026,20,320.0
585,28506,BUDGET,ART0000131,C00026,4,132.0
586,28574,BUDGET,ART0004385,C00004,20,180.0
587,28582,BUDGET,ART0005136,C00004,1,15.0
588,28594,BUDGET,ART0005136,C00458,1,30.0
589,28610,BUDGET,ART0000780,C00140,1,381.64
590,28611,BUDGET,ART0000780,C00140,1,381.64
591,28612,BUDGET,ART0000848,C00140,15,2538.0
592,28613,BUDGET,ART0002360,C00140,1,230.3
593,28614,BUDGET,ART0002360,C00140,1,230.3
594,28621,BUDGET,ART0002530,C00140,4,165.44
595,28622,BUDGET,ART0002530,C00140,1,41.36
596,28626,BUDGET,ART0001593,C00140,4,37.6
597,28721,BUDGET,ART0000642,C00004,5,220.0
598,28722,BUDGET,ART0000697,C00004,1,70.0
599,28735,BUDGET,ART0005136,C00004,1,80.0
600,28736,BUDGET,ART0005136,C00004,1,32.0
601,28772,BUDGET,ART0005136,C00344,1,390.0
602,28779,BUDGET,ART0001588,C00140,6,46.7
603,28782,BUDGET,ART0001590,C00140,12,53.01
604,28786,BUDGET,ART0002102,C00140,4,109.04
605,28787,BUDGET,ART0001154,C00140,33,341.22
606,28788,BUDGET,ART0001433,C00140,12,56.4
607,28827,BUDGET,ART0000323,C00026,5,300.0
608,28828,BUDGET,ART0000324,C00026,5,140.0
609,28829,BUDGET,ART0000325,C00026,5,300.0
610,28836,BUDGET,ART0000018,C00003,2,90.0
611,28839,BUDGET,ART0000041,C00003,4,380.0
612,28840,BUDGET,ART0000042,C00003,4,600.0
613,28841,BUDGET,ART0000043,C00003,2,230.0
614,28878,BUDGET,ART0001731,C00140,4,357.2
615,28880,BUDGET,ART0002411,C00140,4,244.4
616,28882,BUDGET,ART0001741,C00140,1,169.2
617,28883,BUDGET,ART0001741,C00140,1,169.2
618,28980,BUDGET,ART0001047,C00471,1,67.0
619,28985,BUDGET,ART0005136,C00004,4,32.0
620,28986,BUDGET,ART0005136,C00344,1,50.0
621,29009,BUDGET,ART0000811,C00140,2,1485.2
622,29010,BUDGET,ART0000811,C00140,2,1485.2
623,29016,BUDGET,ART0001520,C00140,1,23.5
624,29023,BUDGET,ART0001277,C00140,1,23.5
625,29024,BUDGET,ART0002214,C00140,1,89.3
626,29029,BUDGET,ART0002214,C00140,1,89.3
627,29106,BUDGET,ART0001117,C00471,1,450.0
628,29107,BUDGET,ART0001117,C00471,1,450.0
629,29108,BUDGET,ART0001117,C00471,1,450.0
630,29109,BUDGET,ART0001117,C00471,1,450.0
631,29110,BUDGET,ART0001117,C00471,1,450.0
632,29111,BUDGET,ART0001117,C00471,3,1350.0
633,29121,BUDGET,ART0000772,C00140,2,748.24
634,29138,BUDGET,ART0005034,C00471,1,35.0
635,29139,BUDGET,ART0005034,C00471,1,35.0
636,29140,BUDGET,ART0005035,C00471,1,58.0
637,29141,BUDGET,ART0005035,C00471,1,58.0
638,29142,BUDGET,ART0005036,C00471,2,76.0
639,29143,BUDGET,ART0005036,C00471,7,266.0
640,29144,BUDGET,ART0005036,C00471,2,76.0
641,29145,BUDGET,ART0005036,C00471,5,190.0
642,29146,BUDGET,ART0005037,C00471,2,64.0
643,29147,BUDGET,ART0005037,C00471,7,224.0
644,29148,BUDGET,ART0005037,C00471,2,64.0
645,29149,BUDGET,ART0005037,C00471,5,160.0
646,29158,BUDGET,ART0004099,C00297,1,905.0
647,29340,BUDGET,ART0005028,C00026,3,1005.0
648,29362,BUDGET,ART0000752,C00140,6,2571.84
649,29378,BUDGET,ART0000788,C00140,1,310.2
650,29384,BUDGET,ART0005136,C00344,1,50.0
651,29463,BUDGET,ART0000805,C00140,1,460.6
652,29465,BUDGET,ART0001427,C00140,12,16.58
653,29471,BUDGET,ART0003160,C00140,1,89.3
654,29475,BUDGET,ART0000851,C00140,15,2529.54
655,29476,BUDGET,ART0002740,C00140,16,376.0
656,29481,BUDGET,ART0005136,C00127,7,0.0
657,29482,BUDGET,ART0005136,C00127,1,0.0
658,29483,BUDGET,ART0005136,C00127,1,0.0
659,29484,BUDGET,ART0005136,C00117,7,210.0
660,29485,BUDGET,ART0005136,C00117,1,30.0
661,29486,BUDGET,ART0005136,C00117,1,98.0
662,29487,BUDGET,ART0005136,C00127,7,0.0
663,29488,BUDGET,ART0005136,C00127,1,0.0
664,29489,BUDGET,ART0005136,C00127,1,0.0
665,29545,BUDGET,ART0002385,C00140,6,219.96
666,29549,BUDGET,ART0002739,C00140,5,164.5
667,29550,BUDGET,ART0002048,C00140,5,94.0
668,29551,BUDGET,ART0002444,C00140,5,164.5
669,29554,BUDGET,ART0000795,C00140,8,1767.2
670,29555,BUDGET,ART0000812,C00140,1,714.4
671,29560,BUDGET,ART0005030,C00026,2,1520.0
672,29620,BUDGET,ART0005109,C00471,1,28.0
673,29621,BUDGET,ART0005109,C00471,1,28.0
674,29622,BUDGET,ART0005109,C00471,2,56.0
675,29652,BUDGET,ART0002148,C00140,3,111.56
676,29653,BUDGET,ART0000814,C00140,1,545.2
677,29669,BUDGET,ART0002867,C00140,5,705.0
678,29670,BUDGET,ART0002909,C00140,5,399.5
679,29671,BUDGET,ART0002740,C00140,4,94.0
680,29672,BUDGET,ART0001164,C00140,3,338.4
681,29771,BUDGET,ART0005136,C00004,50,235.0
682,29865,BUDGET,ART0000784,C00140,5,1598.0
683,29868,BUDGET,ART0002370,C00140,1,65.73
684,29871,BUDGET,ART0002079,C00140,12,103.77
685,29872,BUDGET,ART0002107,C00140,3,28.2
686,29873,BUDGET,ART0002385,C00140,6,219.96
687,29874,BUDGET,ART0001653,C00140,3,50.76
688,29875,BUDGET,ART0001653,C00140,3,50.76
689,29878,BUDGET,ART0002271,C00140,1,150.4
690,29879,BUDGET,ART0002271,C00140,1,150.4
691,29898,BUDGET,ART0000752,C00140,1,428.64
692,29903,BUDGET,ART0005136,C00004,4,40.0
693,29924,BUDGET,ART0000644,C00004,10,450.0
694,29925,BUDGET,ART0000645,C00004,10,300.0
695,30014,BUDGET,ART0002615,C00140,1,92.12
696,30015,BUDGET,ART0001017,C00140,1,291.4
697,30018,BUDGET,ART0002249,C00140,1,36.33
698,30020,BUDGET,ART0002617,C00140,2,184.24
699,30022,BUDGET,ART0001733,C00140,5,329.0
700,30028,BUDGET,ART0001252,C00140,1,220.9
701,30029,BUDGET,ART0001252,C00140,1,220.9
702,30032,BUDGET,ART0001497,C00140,1,20.68
703,30033,BUDGET,ART0001497,C00140,1,20.68
704,30034,BUDGET,ART0001739,C00140,1,79.9
705,30035,BUDGET,ART0001739,C00140,1,79.9
706,30038,BUDGET,ART0002829,C00140,3,84.6
707,30039,BUDGET,ART0002829,C00140,3,84.6
708,30040,BUDGET,ART0003309,C00140,3,28.2
709,30041,BUDGET,ART0003309,C00140,3,28.2
710,30042,BUDGET,ART0003310,C00140,5,37.6
711,30043,BUDGET,ART0003310,C00140,5,37.6
712,30047,BUDGET,ART0003202,C00140,4,169.2
713,30050,BUDGET,ART0002918,C00140,1,117.5
714,30051,BUDGET,ART0002918,C00140,1,117.5
715,30052,BUDGET,ART0002919,C00140,1,117.5
716,30053,BUDGET,ART0002919,C00140,1,117.5
717,30057,BUDGET,ART0000841,C00140,1,4653.0
718,30207,BUDGET,ART0005136,C00458,1,100.0
719,30210,BUDGET,ART0005136,C00297,1,120.0
720,30266,BUDGET,ART0000643,C00004,10,100.0
721,30365,BUDGET,ART0001113,C00471,1,40.0
722,30372,BUDGET,ART0000778,C00140,2,596.71
723,30373,BUDGET,ART0000826,C00140,1,874.2
724,30374,BUDGET,ART0000795,C00140,8,1767.2
725,30375,BUDGET,ART0000849,C00140,1,345.45
726,30384,BUDGET,ART0001422,C00140,12,51.89
727,30389,BUDGET,ART0001149,C00140,1,18.17
728,30390,BUDGET,ART0002476,C00140,1,12.1
729,30398,BUDGET,ART0003099,C00140,2,60.53
730,30402,BUDGET,ART0001252,C00140,1,220.9
731,30403,BUDGET,ART0001497,C00140,1,20.68
732,30404,BUDGET,ART0001653,C00140,3,50.76
733,30406,BUDGET,ART0002271,C00140,1,150.4
734,30410,BUDGET,ART0002829,C00140,3,84.6
735,30411,BUDGET,ART0002918,C00140,1,117.5
736,30412,BUDGET,ART0002919,C00140,1,117.5
737,30413,BUDGET,ART0003309,C00140,3,28.2
738,30414,BUDGET,ART0003310,C00140,5,37.6
739,30416,BUDGET,ART0000853,C00140,17,5145.56
740,30428,BUDGET,ART0004403,C00004,20,320.0
741,30429,BUDGET,ART0005136,C00004,14,77.0
742,30430,BUDGET,ART0004440,C00004,1,160.0
743,30486,BUDGET,ART0000116,C00026,1,234.0
744,30487,BUDGET,ART0000115,C00026,1,305.0
745,30488,BUDGET,ART0003824,C00026,20,220.0
746,30491,BUDGET,ART0001154,C00140,1,10.34
747,30534,BUDGET,ART0000847,C00140,2,507.6
748,30535,BUDGET,ART0000762,C00140,10,3365.2
749,30536,BUDGET,ART0003099,C00140,2,60.54
750,30540,BUDGET,ART0002123,C00140,3,28.2
751,30547,BUDGET,ART0001739,C00140,1,79.9
752,30549,BUDGET,ART0002740,C00140,20,470.0
753,30556,BUDGET,ART0003132,C00140,2,35.72
754,30562,BUDGET,ART0003132,C00140,2,35.72
755,30633,BUDGET,ART0000786,C00140,2,0.0
756,30637,BUDGET,ART0001610,C00140,4,0.0
757,30638,BUDGET,ART0003844,C00140,1,0.0
758,30639,BUDGET,ART0003844,C00140,1,0.0
759,30643,BUDGET,ART0002214,C00140,1,0.0
760,30644,BUDGET,ART0002706,C00140,1,0.0
761,30645,BUDGET,ART0001294,C00140,3,0.0
762,30648,BUDGET,ART0001244,C00140,1,0.0
763,30649,BUDGET,ART0001290,C00140,1,0.0
764,30650,BUDGET,ART0001740,C00140,1,0.0
765,30651,BUDGET,ART0002614,C00140,1,0.0
766,30652,BUDGET,ART0002707,C00140,1,0.0
767,30676,BUDGET,ART0001534,C00140,1,0.0
768,30677,BUDGET,ART0001535,C00140,8,0.0
769,30683,BUDGET,ART0002026,C00140,2,0.0
770,30684,BUDGET,ART0002027,C00140,2,0.0
771,30685,BUDGET,ART0002028,C00140,1,0.0
772,30686,BUDGET,ART0002029,C00140,1,0.0
773,30688,BUDGET,ART0002299,C00140,1,0.0
774,30693,BUDGET,ART0002299,C00140,1,0.0
775,30695,BUDGET,ART0002029,C00140,1,0.0
776,30696,BUDGET,ART0002028,C00140,1,0.0
777,30697,BUDGET,ART0002027,C00140,2,0.0
778,30698,BUDGET,ART0002026,C00140,2,0.0
779,30704,BUDGET,ART0001535,C00140,8,0.0
780,30705,BUDGET,ART0001534,C00140,1,0.0
781,30729,BUDGET,ART0002707,C00140,1,0.0
782,30730,BUDGET,ART0002614,C00140,1,0.0
783,30731,BUDGET,ART0001740,C00140,1,0.0
784,30732,BUDGET,ART0001290,C00140,1,0.0
785,30733,BUDGET,ART0001244,C00140,1,0.0
786,30736,BUDGET,ART0001294,C00140,3,0.0
787,30737,BUDGET,ART0002706,C00140,1,0.0
788,30738,BUDGET,ART0002214,C00140,1,0.0
789,30742,BUDGET,ART0003844,C00140,1,0.0
790,30743,BUDGET,ART0003844,C00140,1,0.0
791,30744,BUDGET,ART0001610,C00140,4,0.0
792,30745,BUDGET,ART0000786,C00140,2,0.0
793,30746,BUDGET,ART0000786,C00140,2,668.52
794,30747,BUDGET,ART0001610,C00140,4,48.43
795,30748,BUDGET,ART0003844,C00140,1,30.08
796,30749,BUDGET,ART0003844,C00140,1,30.08
797,30753,BUDGET,ART0001294,C00140,3,33.84
798,30756,BUDGET,ART0001244,C00140,1,455.9
799,30757,BUDGET,ART0001290,C00140,1,14.1
800,30758,BUDGET,ART0001740,C00140,1,141.0
801,30759,BUDGET,ART0002214,C00140,1,89.3
802,30760,BUDGET,ART0002614,C00140,1,310.2
803,30761,BUDGET,ART0002706,C00140,1,300.8
804,30762,BUDGET,ART0002707,C00140,1,216.2
805,30786,BUDGET,ART0001534,C00140,1,20.68
806,30787,BUDGET,ART0001535,C00140,8,75.2
807,30793,BUDGET,ART0002026,C00140,2,103.4
808,30794,BUDGET,ART0002027,C00140,2,109.04
809,30795,BUDGET,ART0002028,C00140,1,65.8
810,30796,BUDGET,ART0002029,C00140,1,28.2
811,30798,BUDGET,ART0002299,C00140,1,150.4
812,30802,BUDGET,ART0001534,C00140,1,20.68
813,30803,BUDGET,ART0001535,C00140,8,75.2
814,30809,BUDGET,ART0002026,C00140,2,103.4
815,30810,BUDGET,ART0002027,C00140,2,109.04
816,30811,BUDGET,ART0002028,C00140,1,65.8
817,30812,BUDGET,ART0002029,C00140,1,28.2
818,30814,BUDGET,ART0002299,C00140,1,150.4
819,30815,BUDGET,ART0002619,C00140,1,197.4
820,30817,BUDGET,ART0003099,C00140,2,60.53
821,30896,BUDGET,ART0000782,C00140,2,554.6
822,30897,BUDGET,ART0000782,C00140,2,554.6
823,30913,BUDGET,ART0002530,C00140,1,41.36
824,30918,BUDGET,ART0005136,C00140,2,0.0
825,30919,BUDGET,ART0005136,C00140,2,0.0
826,30920,BUDGET,ART0005136,C00140,2,37.6
827,30979,BUDGET,ART0005136,C00455,2,32.0
828,30992,BUDGET,ART0005136,C00015,4,60.0
829,31038,BUDGET,ART0000848,C00140,15,2538.0
830,31044,BUDGET,ART0002132,C00140,1,63.92
831,31045,BUDGET,ART0002144,C00140,1,63.92
832,31046,BUDGET,ART0002145,C00140,1,79.9
833,31047,BUDGET,ART0002238,C00140,1,32.9
834,31088,BUDGET,ART0004362,C00004,10,160.0
835,31102,BUDGET,ART0003642,C00094,2,46.0
836,31104,BUDGET,ART0003704,C00094,2,96.0
837,31113,BUDGET,ART0000119,C00026,6,282.0
838,31178,BUDGET,ART0005136,C00084,1,50.0
839,31197,BUDGET,ART0002464,C00140,1,150.4
840,31198,BUDGET,ART0001441,C00140,1,24.22
841,31202,BUDGET,ART0001441,C00140,1,24.21
842,31230,BUDGET,ART0005136,C00004,2,80.0
843,31264,BUDGET,ART0002148,C00140,3,111.56
844,31273,BUDGET,ART0002712,C00140,1,84.6
845,31275,BUDGET,ART0002978,C00140,1,173.9
846,31284,BUDGET,ART0002586,C00140,1,159.8
847,31286,BUDGET,ART0002978,C00140,1,173.9
848,31307,BUDGET,ART0005136,C00140,1,65.8
849,31328,BUDGET,ART0003609,C00094,2,184.0
850,31329,BUDGET,ART0003610,C00094,16,400.0
851,31405,BUDGET,ART0002513,C00140,4,135.36
852,31406,BUDGET,ART0001590,C00140,3,13.25
853,31409,BUDGET,ART0000769,C00140,3,1113.9
854,31410,BUDGET,ART0000853,C00140,15,4540.2
855,31498,BUDGET,ART0005110,C00471,2,100.0
856,31499,BUDGET,ART0005111,C00471,2,70.0
857,31500,BUDGET,ART0005112,C00471,2,90.0
858,31591,BUDGET,ART0004357,C00004,50,650.0
859,31641,BUDGET,ART0000630,C00004,21,630.0
860,31667,BUDGET,ART0000782,C00140,1,277.3
861,31669,BUDGET,ART0000782,C00140,1,277.3
862,31670,BUDGET,ART0000778,C00140,2,596.71
863,31671,BUDGET,ART0000762,C00140,10,3365.2
864,31672,BUDGET,ART0000795,C00140,8,1767.2
865,31673,BUDGET,ART0000795,C00140,8,1767.2
866,31679,BUDGET,ART0002740,C00140,20,470.0
867,31681,BUDGET,ART0002370,C00140,1,65.73
868,31683,BUDGET,ART0001294,C00140,1,11.28
869,31684,BUDGET,ART0003099,C00140,2,60.53
870,31685,BUDGET,ART0002210,C00140,1,23.35
871,31688,BUDGET,ART0002476,C00140,5,60.53
872,31694,BUDGET,ART0002172,C00140,1,48.88
873,31697,BUDGET,ART0003099,C00140,4,121.07
874,31703,BUDGET,ART0003132,C00140,4,71.44
875,31704,BUDGET,ART0003844,C00140,2,60.16
876,31707,BUDGET,ART0001739,C00140,1,79.9
877,31708,BUDGET,ART0001739,C00140,1,79.9
878,31724,BUDGET,ART0002048,C00140,10,188.0
879,31725,BUDGET,ART0002444,C00140,10,329.0
880,31726,BUDGET,ART0002867,C00140,10,1410.0
881,31727,BUDGET,ART0002909,C00140,10,799.0
882,31729,BUDGET,ART0001743,C00140,1,804.27
883,31732,BUDGET,ART0002451,C00140,1,255.11
884,31733,BUDGET,ART0002552,C00140,1,30.27
885,31735,BUDGET,ART0003269,C00140,8,311.32
886,31749,BUDGET,ART0000121,C00026,16,336.0
887,31760,BUDGET,ART0000752,C00140,6,2571.84
888,31761,BUDGET,ART0000804,C00140,1,451.2
889,31766,BUDGET,ART0001149,C00140,5,90.81
890,31805,BUDGET,ART0004386,C00004,18,126.0
891,31807,BUDGET,ART0005136,C00004,23,276.0
892,31808,BUDGET,ART0005136,C00004,2,24.0
893,31809,BUDGET,ART0004880,C00004,10,190.0
894,31815,BUDGET,ART0005136,C00004,1,45.0
895,31834,BUDGET,ART0000843,C00140,2,1184.4
896,31837,BUDGET,ART0002551,C00140,1,385.4
897,31838,BUDGET,ART0001575,C00140,8,30.08
898,31849,BUDGET,ART0002517,C00140,1,48.88
899,31850,BUDGET,ART0001162,C00140,1,366.6
900,31852,BUDGET,ART0001993,C00140,1,77.83
901,31853,BUDGET,ART0001994,C00140,11,237.82
902,31854,BUDGET,ART0002488,C00140,1,145.7
903,31857,BUDGET,ART0002306,C00140,1,61.1
904,31865,BUDGET,ART0002829,C00140,3,84.6
905,31866,BUDGET,ART0002829,C00140,3,84.6
906,31893,BUDGET,ART0005136,C00297,1,150.0
907,31897,BUDGET,ART0005136,C00455,2,30.0
908,31902,BUDGET,ART0000313,C00026,6,168.0
909,31922,BUDGET,ART0005136,C00001,1,250.0
910,31977,BUDGET,ART0004671,C00473,5,150.0
911,31992,BUDGET,ART0001095,C00471,1,70.0
912,32121,BUDGET,ART0005136,C00004,1,40.0
913,32154,BUDGET,ART0005136,C00479,1,20.0
914,32214,BUDGET,ART0000851,C00140,15,2529.54
915,32215,BUDGET,ART0000756,C00140,5,1363.0
916,32216,BUDGET,ART0000756,C00140,3,817.8
917,32217,BUDGET,ART0000756,C00140,5,1363.0
918,32222,BUDGET,ART0002360,C00140,2,460.6
919,32225,BUDGET,ART0002370,C00140,1,65.73
920,32244,BUDGET,ART0001497,C00140,1,20.68
921,32245,BUDGET,ART0001497,C00140,1,20.68
922,32246,BUDGET,ART0001653,C00140,3,50.76
923,32247,BUDGET,ART0001653,C00140,3,50.76
924,32252,BUDGET,ART0003309,C00140,3,28.2
925,32253,BUDGET,ART0003309,C00140,3,28.2
926,32254,BUDGET,ART0003310,C00140,5,37.6
927,32255,BUDGET,ART0003310,C00140,1,7.52
928,32289,BUDGET,ART0000749,C00140,2,0.0
929,32290,BUDGET,ART0000749,C00140,2,0.0
930,32291,BUDGET,ART0000749,C00140,2,1109.2
931,32292,BUDGET,ART0001612,C00140,8,76.1
932,32293,BUDGET,ART0002424,C00140,6,78.96
933,32294,BUDGET,ART0002423,C00140,5,70.5
934,32296,BUDGET,ART0002109,C00140,2,7.52
935,32297,BUDGET,ART0002109,C00140,4,15.04
936,32301,BUDGET,ART0001261,C00140,1,11.28
937,32302,BUDGET,ART0001263,C00140,1,12.22
938,32376,BUDGET,ART0005136,C00455,1,60.0
939,32385,BUDGET,ART0000783,C00140,2,546.55
940,32393,BUDGET,ART0002195,C00140,1,95.88
941,32394,BUDGET,ART0002886,C00140,1,126.9
942,32461,BUDGET,ART0005136,C00004,4,100.0
943,32473,BUDGET,ART0000753,C00140,12,1692.0
944,32526,BUDGET,ART0000555,C00004,1,110.0
945,32536,BUDGET,ART0000849,C00140,1,345.45
946,32538,BUDGET,ART0000830,C00140,1,578.1
947,32539,BUDGET,ART0001636,C00140,4,0.0
948,32540,BUDGET,ART0001636,C00140,4,0.0
949,32548,BUDGET,ART0001276,C00140,1,10.81
950,32552,BUDGET,ART0001587,C00140,3,29.83
951,32553,BUDGET,ART0002598,C00140,1,84.6
952,32554,BUDGET,ART0003164,C00140,1,103.4
953,32555,BUDGET,ART0001252,C00140,1,220.9
954,32556,BUDGET,ART0001252,C00140,1,220.9
955,32557,BUDGET,ART0002271,C00140,1,150.4
956,32558,BUDGET,ART0002271,C00140,1,150.4
957,32559,BUDGET,ART0002918,C00140,1,117.5
958,32560,BUDGET,ART0002918,C00140,1,117.5
959,32561,BUDGET,ART0002919,C00140,1,117.5
960,32562,BUDGET,ART0002919,C00140,1,117.5
961,32563,BUDGET,ART0001219,C00140,2,193.72
962,32564,BUDGET,ART0002240,C00140,2,169.2
963,32565,BUDGET,ART0002452,C00140,2,507.6
964,32566,BUDGET,ART0002556,C00140,2,178.6
965,32567,BUDGET,ART0002968,C00140,2,216.2
966,32568,BUDGET,ART0002969,C00140,2,235.0
967,32580,BUDGET,ART0005136,C00004,6,60.0
968,32602,BUDGET,ART0002531,C00140,5,389.16
969,32672,BUDGET,ART0002866,C00140,4,289.52
970,32673,BUDGET,ART0002866,C00140,2,144.76
971,32677,BUDGET,ART0004717,C00473,6,78.0
972,32684,BUDGET,ART0004375,C00004,10,200.0
973,32791,BUDGET,ART0000795,C00140,15,3313.5
974,32793,BUDGET,ART0001185,C00140,2,84.6
975,32794,BUDGET,ART0001185,C00140,4,169.2
976,32796,BUDGET,ART0002555,C00140,2,159.8
977,32797,BUDGET,ART0002628,C00140,1,65.8
978,32798,BUDGET,ART0002628,C00140,1,65.8
979,32799,BUDGET,ART0002755,C00140,1,192.7
980,32800,BUDGET,ART0002755,C00140,1,192.7
981,32802,BUDGET,ART0002755,C00140,1,192.7
982,32823,BUDGET,ART0000753,C00140,10,1410.0
983,32904,BUDGET,ART0005136,C00018,2,240.0
984,32905,BUDGET,ART0005136,C00018,2,140.0
985,32914,BUDGET,ART0005136,C00015,32,32.0
986,32947,BUDGET,ART0004697,C00473,1,115.0
987,32949,BUDGET,ART0004659,C00473,12,228.0
988,32950,BUDGET,ART0004660,C00473,6,234.0
989,32995,BUDGET,ART0004420,C00004,3,57.0
990,33003,BUDGET,ART0000697,C00004,1,70.0
991,33004,BUDGET,ART0004392,C00004,34,612.0
992,33005,BUDGET,ART0000697,C00004,1,70.0
993,33006,BUDGET,ART0005136,C00004,50,150.0
994,33007,BUDGET,ART0000625,C00004,10,980.0
995,33008,BUDGET,ART0000627,C00004,20,460.0
996,33009,BUDGET,ART0000639,C00004,10,195.0
997,33010,BUDGET,ART0000644,C00004,10,450.0
998,33011,BUDGET,ART0000645,C00004,10,300.0
999,33030,BUDGET,ART0000758,C00140,3,827.95
1000,33031,BUDGET,ART0000752,C00140,6,2571.84
1001,33032,BUDGET,ART0000786,C00140,3,1002.79
1002,33033,BUDGET,ART0001636,C00140,4,56.4
1003,33038,BUDGET,ART0001606,C00140,12,101.52
1004,33039,BUDGET,ART0002385,C00140,6,219.96
1005,33043,BUDGET,ART0002102,C00140,4,109.04
1006,33044,BUDGET,ART0002107,C00140,3,28.2
1007,33045,BUDGET,ART0001154,C00140,14,144.76
1008,33054,BUDGET,ART0002747,C00140,2,311.32
1009,33063,BUDGET,ART0002210,C00140,1,23.35
1010,33142,BUDGET,ART0002739,C00140,5,164.5
1011,33146,BUDGET,ART0001981,C00140,1,23.5
1012,33151,BUDGET,ART0002949,C00140,2,466.99
1013,33154,BUDGET,ART0001733,C00140,8,526.4
1014,33156,BUDGET,ART0002107,C00140,3,28.2
1015,33157,BUDGET,ART0002385,C00140,6,219.96
1016,33159,BUDGET,ART0000796,C00140,1,451.2
1017,33160,BUDGET,ART0000772,C00140,1,374.12
1018,33164,BUDGET,ART0000788,C00140,1,310.2
1019,33165,BUDGET,ART0000788,C00140,1,310.2
1020,33167,BUDGET,ART0000804,C00140,2,902.4
1021,33169,BUDGET,ART0000826,C00140,3,2622.6
1022,33298,BUDGET,ART0004711,C00473,3,144.0
1023,33303,BUDGET,ART0000748,C00140,5,408.9
1024,33307,BUDGET,ART0001149,C00140,4,72.64
1025,33308,BUDGET,ART0002476,C00140,4,48.43
1026,33392,BUDGET,ART0001575,C00140,8,30.08
